,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0239310215449226,0,0,0.0709037862303002,0,0.173779852619383,0.027190645227613,0.0415098964378064,0,0.142661734506365,0,0.0132683933158988,0,0.0675443919572377,0,0,0,0,0
ETH,0.0215353380409615,0,0.15344387599266,0,0.177909296338739,0,0.110708178659294,0.0225767251862319,0.0906550394430471,0.196768706673723,0.0428938540422536,0,0,0,0,0,0,0,0,0.0296737479828375
XRP,-0.266689098410216,0.606448780186179,0,0,0.0679598517426522,-0.113073960552703,0,0,0.121251155400565,0,0,0,0.0147235163421026,0,0.087528723576283,0,0,0,0,-0.155860029758556
BCH,0,0,0.0382380263980234,0,0,-0.00000000000000000173472347597681,0.031162409831559,0.076588445319459,0.13378597589137,0,0.375914430025776,0,0.0689966439592192,0,0,0,0,0,0,0.0297164213360972
LTC,0,0,0.333406452773145,0,0,0,0.153127938164549,0,0,0,0.576444033822654,-0.0443074911475346,0,0,0,0,0,0,0,0
DASH,0.28711977855345,0,0.126728802112421,0.13710720393488,0,0,0.0450420450455764,0,0.12763545759532,0.0434961765753443,0,0,0.0135214855824433,0.0478332842498349,0,0,0,0,0,0
XEM,0,0,0,0.113821540140885,0.160944705559632,0,0,0.0966615598890493,0.14791693603625,0.141646404918481,0.00000000000000000346944695195361,0,0.0483684817021203,0,0,0,0,0,0,0
NEO,0,0.0565216554407372,0.134183317820371,0.396542907090412,-0.0000000000000000277555756156289,0,0.168092480202019,0,0.0958650748993788,0,0,0,0.169901072128221,-0.0139997779651238,0.192160766495882,0,0,0,0,-0.446512176914088
XMR,0,0,0.216707485275572,0,0,0.037778185767383,0.206221093102724,0.0755828396375096,0,0,0.123087963923541,0,0.0309874829617091,0.186222196178218,0,0,0,0,0,0
MIOTA,0,0,0,0,-0.313846694001145,0,0.166039202367135,-0.191495566386894,0.0968609881604066,0,0.189215757673922,0,0.0553205460910736,0.511616944098351,0.382014482131271,0,0,0,0,0.173712055441292
ETC,0,0,0.0231410927495983,0,0.582299492333694,0.104907505739343,0.119425990576459,0,0,0.0957139540185411,0,0,0.043756897785834,0,0,0,0,0,0,0
ADA,0.468443820443879,-0.640221408582232,0.108914430602198,0,0,0,0.245442858570799,0.00368896077649596,0.0207649983803719,0.286921920903212,0,0,-0.178176343894151,0,0,0,0.904130076971016,0,0,0
XLM,0,0,0.0572741344581019,0,0,0,0,0,0,0.591201123319213,0.234544325400361,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.0859752077657241,0,0.206876065150709,0.0890480580764843,0,0.277122372826853,0.120082278610838,0,0,0.0420288682828853,0,0.255494197279165,0,0,0,0,0.0879640627690276
EOS,0,0.31492789732146,0,0,0.249237189113567,0,0,0.178132311680428,0,0.091218099920511,0,-0.0379285191546972,0.0588732873863282,0.198060182892708,0,0,0,0,0,0
BV010082.INDEX,0,0.0262275022009852,0,0,-0.0346305307931704,-0.0831067698311448,0,0.029960800729496,-0.0267534153960905,0.0244916884807347,0,0,0.00488465924402688,0,0.0488816145314259,0,0,0,0,-0.0751704031969064
CVIX.INDEX,0,0,0,0.0854191954612323,0,-0.108197638064425,0.108403962744201,-0.0268798050240599,0,-0.0134490526642905,0,0.00101775042401049,0.000096586599631876,-0.0248393493103377,-0.03401371713047,0,0,0,0,0.0630017591962512
DXY.INDEX,0,0,0,0,0,-0.0231274165563371,-0.00127226796190247,0.0102545548001774,0,0.00839178137970527,0,0,0.00265456952763736,0.0025000755760914,0,0,0,0,0,-0.00709509260343376
SPX.INDEX,0,0,0.00205414579951032,0,0.0011731488122599,-0.000145404827188796,0,0,-0.00735331558260225,0,0,-0.00170561773522976,0.000834638964975374,0,0.000635224801110242,0,0,0,0,-0.038643514950609
VIX.INDEX,0,0,0,0.228075358466922,0,-0.164360318142985,0.0899641881882812,0,0,0.0327514129876826,-0.0788675528800407,0.116915512091081,0.0474699265108053,0,-0.193539744528141,0,0,0,0,0
