,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.129443155894751,0.0446895219801319,0,0,0.0153715603251443,0.106487224686964,0,0,0.0781983235783649,0,0.0673421026460768,0.0908068774671541,0,0,0,0,0
ETH,0,0,0,0.196311511281681,0.0890154193198796,0,0,0.24855447978739,0.132679427539901,0,0.00341019300971062,0,0,0.0487670231159303,0,0,0,0,0,0
XRP,0,0.0506952615348348,0,0.101808307772723,0.102972510111604,0,0.13975349706068,0,0.0349659564950626,0,0.171224311709956,0,0,0.0113258333388314,0.127668513717256,0,0,0,0,0.0637601343985751
BCH,0,0,0,0,0.288100768684865,0,0,0.195916795298306,0.0709939315126712,0.102376206252571,0.0211778447863385,0.0299576543930074,0,0.0657333757578257,0,0,0,0,0,0
EOS,0.864649594028159,0,0,0,0,0,-0.167123162470855,0.168509708270779,0,0.366565472726228,0.212744809467733,0,-0.10346067881018,0.0779662614685047,0,0,0.391778694844995,0,0,0.0388662443798988
LTC,0,0,0,0.0123210389771883,0.233717884202379,0,0,0,0.0150686173589818,-0.000000000000000000867361737988404,0,0,0,0.0676622497953629,0.233467923087665,0,0,0,0,0
XLM,0,0,0,0.242363451193564,0.109966408190728,0,0,0.209736514354962,0.0981163861460882,0.0164056861358487,0.0617686356252621,0,0,0,0.034380141222013,0,0,0,0,0
ADA,0,0,0,0.025664865740048,0.139406239037988,0,0.139104753904593,0,0.103728260269663,0,0.285190357468671,0,0,0.0320021344217729,0.145191054773579,0,0,0,0,0
MIOTA,0,0,0,-0.177740466821158,0.0758266669282366,0.0790625478895938,0.472748305980547,0.0179304096732974,0,0.755374767355882,0.0219812740354694,0,0,0.0676348635705734,-0.174544202626184,0,0,0,0,0.0737857763005007
NEO,0,0,0,0,0,0,0,0,0.133252116709829,0,0.175560404242672,0,0,0,0.443113742552921,0,0,0,0,0
TRX,0,0,0.0957357688690458,0.537679561615843,0.155578503274485,0,0,0,0,0,0,0,0,0.0641301854553065,0,0,0,0,0,0.0000000000000000000271050543121376
XMR,0,0,0,0,0,0,0,0.317028951453274,0,0.234050004357074,0.10700926992381,0,0,-0.00474083068475915,0.0825048417535709,0,0,0,0,0
DASH,0,0,0,0.176755038513249,0.00000000000000000173472347597681,0,0,0,0.00609496135804583,0.183183340999944,0,0,0,0,0.254892881792428,0,0,0,0,-0.0589431785935166
ETC,0.32523659277291,0,0.328406699292469,0.0719936522115661,0.00701879000131345,0,0,0,0.118813768459103,0,0.162114025881497,0,0,0,0.134630093640567,0,0,0,0,-0.144134330408592
XEM,0,0.096481413060598,0,0,0.0734870929734651,0,0.427395949532875,0.0811717093424877,-0.233006602376045,0.243732554044096,0.130191568076111,0,0,0.150218069248401,0,0,0,0,0,0.0628473050835235
BV010082.INDEX,0,0,0,0,-0.135581903836977,0,-0.0140210248025343,0,0,0,0,0.147719517096123,0,0.0101993724990987,0,0,0,0,0,-0.131210389671306
CVIX.INDEX,0,0,0.269167735237932,-0.0430660811005377,0,0.206067304102365,-0.0467906680517797,-0.122952262020374,0.0916475202800466,0.0256951085758061,0.0613502098959018,-0.054601444189417,-0.323714117609222,0,-0.0122853000309462,0.271156657774445,0,0.719591879282317,0,0.114357681442984
DXY.INDEX,0,0.000000000000000000867361737988404,0,0,0,0,0.027918231157309,-0.049362907573306,-0.0149331685891839,-0.00638872365102147,0.0228480184481904,0.0171930205681886,0,0.0254382316118156,-0.013930254866156,0,0.046888113223259,0,0,0.00765585574523279
SPX.INDEX,0,0,0,0.0020012986647258,0,0,0.00821870655626399,0.00278693784499466,-0.0273748171169031,0,0.00745360311561807,0,0,0.0127404842492697,0,0,0,0,0,-0.0557224725797099
VIX.INDEX,0,0,0,-0.0676871830233347,-0.346772998238609,-0.110081066380134,-0.0683295854618705,0,-0.158217384287122,0,0.166548299772499,-0.0624168656473606,0,-0.00987988764905497,0.552235806560905,0,0.59812654740797,0,-4.9170176970994,0
