,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.178517632688589,0.0130588986210571,0.192127220908654,-0.00000000000000000173472347597681,-0.0692534899679459,0.011563926859224,0.0156280136530911,0.0724367880617232,0.0456070827562594,0.0446964936370669,0,-0.215417663925729,0,0,-0.0358334528660577
ETH,1.00662710840764,0,0,0,-0.0135829737889299,-0.0927226698297742,0,0.253563285013331,0.0991925828804187,0.0588818283193507,0,0,0,0,0,0
XRP,0.275821992173482,-0.236648846416087,0,0,0.00583718560714923,-0.0423185850438884,0.0653561205649641,0.132038204877759,0,0.256444183595037,0.0129499405606832,-0.217783196881415,0,0,0,0.107834031390474
LTC,0.404418613755759,0.00901503030058098,0,0,0.0108694116067666,0.0295039063802389,0.0158707886447535,0,0.162746022944609,0.0316910405828294,0.00246336407927104,0,0,0,0,0.0296804665208901
XMR,0.480112871489062,0.50113181243816,-0.392237181826002,0.528388507670534,0,0,0.598579487982262,-0.445173141112125,0,0.408733178698974,0,0,0,0,0,-0.0192831120597335
ETC,-1.43143079519707,-0.18881522860576,0.0870973635979411,0.836760938836678,-0.0717621215049637,0,0.459486750591592,-0.170606207173709,-0.965847588648308,0.2896032448822,-0.0435262418895615,0,0,0,0,-0.193968567815306
DASH,0,0,0,0,0.044402533296939,0,0,0.164265574177569,0,0.0983904961431896,-0.134772438668349,0,0,0,0,-0.202599981403842
XEM,0,0.434793479364828,0.0598771249778109,0,0.0199785470523257,0,0.333473822680411,0,0,0.0378957407242458,0.177317555972765,0,0,0,0,-0.220315957236736
DOGE,0,0.184069017772649,0.18614665552064,0,0,0,0,0,0,0,0.00201059379654722,0,0,0,0,0
XLM,0.231139775515909,0,0.513728456088716,0,0.000000000000000000867361737988404,-0.0413474026050819,0.0692791518951712,-0.0210234327831996,-0.0437398201384846,0,0.0226678585210947,0,0.316429972314355,0,0,0.0693342996253173
DGB,0,0.58212656851505,0.269650939851187,0,-0.0162694733911323,-0.12360404346171,0,0,0,0.0673424080344546,0,0,0,0,0,0
BV010082.INDEX,-0.179922939807106,0,0,-0.0375334439078784,0.0286087791910503,0,0,0,-0.0984194650925923,-0.0573894404844958,0,0,0.0190297669236191,0.654078703984407,0,0.059818937250093
CVIX.INDEX,-0.299110942555435,0.122437527959904,0,0,0,-0.0708452037994521,0.0848482921419691,0,0,0.0678027129004723,0.0554391513814153,-0.0691848946312308,0,0,0,0.10857531286789
DXY.INDEX,0,0,0.0191631048431661,0,0.00201723460276253,0,0.03213411329815,-0.0166755384744307,0,0.0100817826104911,-0.0181217631000922,0.140837098518035,0,0,0,-0.000413630103863291
SPX.INDEX,-0.0335927599168728,0.0147220777984836,0,0,0.00167619212578741,0,0.0139976867787682,0,0,-0.0162505953579897,0,0,0,0,0,-0.0693404018832138
VIX.INDEX,-0.0483973189200163,-0.0116222597126312,0,0,-0.143814722649416,0.149254924751236,0,0.0337932290788915,0,-0.17819440721815,0.20751607662807,0,1.66458132495219,0,-3.95914092034723,0
