,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.555744315840292,0.0120946004743667,0.0663866027063599,0.293316740082505,0.0559382690571006,-0.0405077419212987,0,0,0,0,0,-0.0133346670179337
XRP,0,0,0,0.22263967502696,0.23865681954091,0.410196631405363,-0.234621455186491,-0.114832662143673,0,0,0,0,0,0
LTC,0.668306645377582,-0.0651666556805287,0,-0.0117307255462742,0.0713923348970972,0,0.0493917662331413,0,0,-0.262822728686528,0,0,0,0.0821859667664887
DASH,0,0.198033352797499,0,0,0,1.1249876840673,-0.0918604777953424,0.0260465369040541,0,0,0.204622819494039,0,0,0.0230697168202396
XLM,0,0.52760595206092,0.661261017080171,0,0,0,0.0110713910988846,-0.0873152573858216,-0.200222067307431,0,0,0,0,-0.181214793730475
DOGE,0.491986314921927,0.166218895320459,0.00460351786425948,0.0560139257192277,0,0,-0.0151069468409878,0,0.00620181293698625,0,0.0685473125045407,-0.359135432972988,0,0
XMR,1.17655270549854,0,0,0,0,0.242636631652238,0,-0.142725655774638,-0.105726101889763,0,-0.0198964412380454,0,0,-0.582059287475221
XEM,0,-0.471700751180563,0,0.636826408351184,-0.442397758722716,0.869716369064816,-0.121251559689773,0,0.228606496622808,0,0,0,0,0
DGB,0,0,0,-0.164834665268552,0,0,0.402630215635565,0,0,0,0,0,0,0
BV010082.INDEX,-0.015696397056605,-0.0134849392895072,-0.146550429634764,0.000000000000000000867361737988404,-0.049052596520217,-0.0456830351113931,0,0.0168900946083031,0.00429566134915677,0,0.0669312108786824,0.904778139205967,0,0
CVIX.INDEX,0.409822904724371,0,0,0.0136684521280756,-0.220794180852178,0,0,0,0,0.210867390802727,0,0,0,0
DXY.INDEX,0.0796386206807235,-0.0142439933247334,-0.0356630543744655,-0.0110229476309423,0.0241395315692757,0,0.011580345387229,0.00317022732209899,0,0.110028941865031,0.134208289844247,0,0,0.0334898359288681
SPX.INDEX,0,0,0,-0.0103637598523287,0.016687795567616,-0.0228431544878297,0.000764595515364521,0,0.0134517163983472,0,-0.0255861599458595,0,0,-0.110838450288419
VIX.INDEX,0,0.354239643238055,0,-0.00000000000000000173472347597681,0,0,-0.00932064206293899,0.0847201851964352,-0.215461845730787,0.79662043628882,0.33042844225356,0,-1.61046882650625,0
