,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0575600046884147,0.142122230556881,0.0783261834522124,-0.0259641469785349,0.0594369457349244,0.0232247439365063,0.0395794273930516,0.0201898021218627,0,0.154435437884662,0,0,-0.0829902934590518
XRP,0.622861206784802,0,0.155120965811555,0.198540762741596,0.151838276352152,0.164839201798278,-0.00000000000000000346944695195361,-0.243559574009337,-0.23336438934095,0,0.273320522538794,0,0,0.131237452139708
LTC,0.850179652196851,0,0,0.0906620649959911,0,0,0.14216847864012,0.0991230404607101,0,0,-0.1184886495592,0,0,0.218365416258548
DOGE,0,0,0.196429634150411,0,0.394981352710596,-0.0000000000000000138777878078145,0.211863440366463,0.246880824008066,0.0868968035631201,0,0.464245146458542,0,0,0
XLM,1.10955531521115,0.441078710910446,0.15571586229654,0.0262640853050267,0,-0.13647626872391,-0.349548523070236,0.12679117381668,-0.17223648254694,0,0,0,0,-0.218882045459272
DASH,0.253247884674562,0,0.303905520207023,-0.123817014163053,0.064343322205755,0,0.0524588796005535,-0.0279059733152367,0,1.63769604250371,0.000000000000000000433680868994202,0,2.50135336603076,0.0942127972321348
XMR,0,0.127595680629159,0.195472860298105,0.109358048001285,0,-0.295846951530103,0,0,-0.0369650230161624,0,0,0,0,-0.365646657539227
XEM,0,-0.439907069524594,0.151694187229374,0.388909638988523,0.260602422083286,0.474217422055519,0.124450950895792,0,-0.132986738413189,-1.05357971403006,0.206051047554494,1.41879583197483,0,0
DGB,0,0,0.123304138505596,0.166685447653658,0,0,0.304414383185527,0,0,0,0,0,0,0.119624251583351
BV010082.INDEX,0.0613688611291288,-0.0268298545672668,-0.0348207768759622,-0.0462609341565076,0.0160853635086932,0.0120781975929022,-0.00473768125630076,0.0207902818364941,-0.0555079195928909,0,0.0607861541991776,0,0,0.0587928505412337
CVIX.INDEX,0,-0.0327562499998931,-0.00000000000000000346944695195361,-0.0264980287300358,0.123717450237822,0,-0.00802559997302578,-0.0177840144848086,0,0.865292501661456,0,0.175052604175332,0,0.146941882192552
DXY.INDEX,-0.0642223119934876,0,-0.0310378204155051,0.0373516934445332,0.0195752699295535,0,0,0.0109317582827122,-0.0168422135651912,0,0.115484428375107,0,0,-0.0182871938813572
SPX.INDEX,0,0.0167522943094173,-0.0108935144622869,0.0189193660078848,0,0.00120656660005231,-0.00488997508965977,0,0.0118161999782317,-0.0329156852072707,0,0,0,-0.0866581707267442
VIX.INDEX,0,0,-0.123257225497676,0.18446064833841,0,0.0157590884174475,-0.28149768774888,0,0.240263056287095,0,0,0,-7.33318565127836,0
