,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.278177004446104,0.230542938642264,0.0411228387247007,0.0603179689722127,0,0.00992151763833723,0.0102445957794502,0.0321149568654741,0.0565575735083011,0,-0.124508357660641,0,0,0
XRP,0.482616216560525,0,-0.147132419998846,-0.0297946283126947,0,0.650277586839959,0.420543346786963,-0.219167408952793,0.00162701347209239,-0.068137536149547,0,-0.174380594164477,0,0,0.0000000000000000138777878078145
LTC,0.437761082163601,0.254932539666017,0,0.0472344307777236,0,0.225264900087828,0.0414859216366783,-0.161949172545939,0.0263922238971457,0.0315801509904944,0,0,0,0,-0.127995837716525
ETH,1.35851138916645,0.355054284045107,-1.51461966939534,0,1.11996121095063,0.815388840493323,0.684518263591436,-1.00278614556795,-0.0137335062821949,-0.427294274990102,0,0.394206441742549,4.80907803925024,0,0
DASH,-0.123692691637535,0,0.670563974253427,0.00527145797734342,0,0.0146078220792152,-0.22100354462755,0.0494473731361253,0.027465428747809,0.0603222898844086,0,0,0,0,-0.085132191911251
DOGE,0.263145213509148,0,0.362842629095595,0,0.124663815098088,0,0,0.0290087659551259,0.0161332023607388,0,0,0,0,0,0
XLM,0.275840785688864,-0.148672123088276,0,0.122408078823449,0.00768166231887183,0,0,0.148252948822047,-0.0100709630814883,0.0842569920268444,0,0.12244340264166,0,0,-0.216787668477032
XMR,0.0793096270232738,0,-0.000000000000000000433680868994202,0,0.146624080389629,0.290075976528997,0.0941716149171026,0,0.0782040451938034,0,0,-0.626573681429787,0,0,-0.193318531199823
DGB,0,0.236556523364047,0,-0.00000000000000000173472347597681,0,0.134309656408684,0.49200647815092,0,0,0.389639299022069,0,0,0,0,-0.212684894082447
XEM,-0.292664301783855,-0.0000000000000000138777878078145,0,-0.152878997698264,0,1.43105388522333,1.04493247902558,0,0.117618278676873,0,0.352218348525719,0,0,0,0.262652403976001
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.0227400195082233,0.0662090832480703,0,0,0,0,0
CVIX.INDEX,0.117121138896122,0.0310392529849073,0.0124130541710303,0.0451075134233123,0,-0.180244571638907,-0.25006783551841,-0.254534919995775,0.0121873103571748,0.0645556820841741,0,0,0,0.848703293976433,0.110666978211429
DXY.INDEX,0,-0.0181006464614297,0,0.0102158995497371,0,0,-0.014085308414508,0.0248018041774044,-0.0193709890923501,0.0128844124960216,0.0451984805886709,0,0,0,-0.0233807790836563
SPX.INDEX,0,0,0.0217596759694906,0,0.0231208907157369,0,0,0,0,-0.0105205022717896,0.0192383317339902,0.0192956409681897,0,0,-0.0918404022476925
VIX.INDEX,0,-0.41462836220458,0,0.221652868562573,0,0,0,0,-0.0743658453371147,0.0120931576982878,0,-0.245109174974481,0,-3.85133095753436,0
