,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.121392934093196,0.141626216888875,0.517416460968415,0,0.166243698156884,0.020876284712594,0,-0.0535444854791675,0,0,-0.0570334000477547
XRP,0.15447451430153,0,0,0.178437188058571,0.0948825190161347,0.186642492063255,0,0,0,0,0,0,0
LTC,0.469329464216085,0,0,0.0411563029356502,0,0,0.296050885090561,0.090179041085461,0,0,0,0,-0.116563892440026
DASH,0.356742557211908,0,0.34117934816543,0,0,0.246135488140471,0,0.0694629340308268,0,0.147017444583239,0,0,0
DOGE,0.161537853314575,0,0.0543312687737833,0.0526430525003021,0,0.0525076185727584,0.186050633476738,0.0507346715170699,0,0,0,0,-0.0994765012986449
XLM,0.785010996715263,0.727566481439767,0.0112159587945937,0,-0.255361191598003,0,-0.249228064694806,-0.0398133002914412,0,-0.183520611580843,0,0,0.0877649873503344
XMR,0.862418640367666,0,0.151176352767983,0,0,0,0,0.0800224077563573,0,0,0,0,0
DGB,-0.448255273583833,-1.14540949145076,0.282399695997491,-0.279968697462176,1.98979796716734,0.721349422327076,0.129743391927314,0,0.670956003953701,0.644715617063999,0,0,0
BV010082.INDEX,0,0,0.0326991322627403,0.00906029182158026,0,0.00599720536118787,-0.0750647825067927,-0.00203886773777523,0,-0.0251348363439632,0,0,-0.0301678961447802
CVIX.INDEX,0.246843134403309,0,0.0555135825024363,0.0673648129492855,-0.901607712438378,0,0.143361778707466,0.0877182666257755,0,0,1.12694158058115,0,-0.0209652821210916
DXY.INDEX,0.0159211662358619,-0.0268777053052756,0.00658196744875507,-0.0144554810310175,0.0180312462413744,-0.013699557349269,0.0257636773959067,0,0.098541022240196,0.00928217654415845,0,0,0.0227928491490426
SPX.INDEX,0,0.0364644135472106,0.00205755428857927,0,0,0,-0.0331114789596785,0.00310222964390724,0,0,0,0,-0.121057610393762
VIX.INDEX,0.000760365539863558,0,0,0,0.214498855114696,-0.0169989023094568,-0.2982096657351,0.00932168798417649,-0.155271242043832,0,0,-6.76346288136444,0
