,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.153053652206015,0,0,0.154013212738592,0.0571370181986793,0.0738374972068627,0,0.0360454353715249,0,0,0,0,0,0,0,0,0
ETH,0,0,0.212087575219166,0.0725975826042513,0,0.283301548571702,0.0234910918499984,0.0358623249706129,0.115662622163648,0,0,0,0,0,0.0359076597123096,0,0,0,0,0
XRP,0,0.37136718571695,0,0.105105251718597,0.0083605117514052,0.0578848158124279,0,0,0,0,0,0.0764479812119798,0,0,0.0204676660154489,0,0,0,0,0.020938459432756
BCH,0,0,0,0,0.246083226503495,0.232197789693835,0,0,0,0,0.123578568834961,0,0.153843477760826,0,0.0334140570498809,0,0,0,0,0
BSV,0.736866120034298,0,0.51256590967403,1.4773586731393,0,0,0.428927332217659,0,0,-0.361654566474198,-0.505122112079163,0,-1.66762292553958,0,-0.00457742560574667,0,0,0,0,-0.0760060915939182
LTC,0,0.0488622460695099,0.121458326648199,0.0190121066858617,0.0173434307472319,0,0.553098406790568,0,0.0376213256654442,0.00556570308855601,0,0.0303494766826852,0,0,0.0469688957571916,0,0,0,0,0
EOS,0,0,0,0,0.0949343614539625,0.557123376321395,0,0,0.11855464175881,0,0,0.0859621314305823,0,0.0134988188856193,0.0327226098230734,0,0,0,0,0
BNB,0,0,0,0.120599650705376,0,0.175743470686216,0,0,0.0905586603792897,0,0,0,0,0,0.144695991398118,0,0,0,0,0
ADA,0,0.235413853558141,0,0,0,0,0.152181400743317,0,0,0,0,0.213707220531235,0,0.00120045567441918,0.0866360251787966,0,0,0,0,0
ETC,-0.0825527775792698,0,-0.342675777637995,0.354216256543683,0,0,-0.00339370489805872,0,0,0,0.45338416709548,0,0,0,0.406267624994267,0,0,0,0,0.110857261993778
XMR,0,0.151944437111591,0,0.058392727012399,-0.0762461938980526,0,0,0.436131892962893,0.0286284116019482,0,0,0,0,0.0554582682968865,0.139963514145583,0,0,0,0,0
TRX,0,0.287700822711365,0.327203822489986,0.0140711858967533,0,0,0,0,0.228919464254507,0.116722990015438,0,0,0,0,0.081202228273206,0,0,0,0,0
XLM,0.379393823139435,0.060372315982561,0.317243047684512,0.184438671935316,-0.098600037073563,-0.0575543854034044,0,0,0.00000000000000000173472347597681,0,-0.0561252615651955,0.0657645783654291,0,0.0112958899246656,0.0804386831698189,0,0,0,0,-0.0394538090751353
XTZ,0.466900515911557,0,0,0,-0.0452832353821497,0,0.316827486974524,0,0,-0.0724630522542883,0,-0.159930018988927,0.332706638329892,0,0.100666647818832,0,0,0,0,0
DASH,0,0,0,0,0.183943008634345,0,0.55294159308504,0.4858072028453,-0.276176367844436,0.124916245079739,0.000000000000000000867361737988404,-0.138964736421781,-0.138179594547809,-0.0355088194068871,0,0,0.396739868465411,0,0,0.14197758352748
BV010082.INDEX,0,0,0,-0.000658467123288673,0.0305672034662882,-0.325426383900689,0,0,0,0,-0.0599392077092546,0.264757756505806,0.0923852697438727,0,0,0,0,0,0,-0.106338658788598
CVIX.INDEX,0.269326587444824,0,-0.116578029539086,0.153323114301576,-0.0376352608079471,-0.0797388877571617,0,0,-0.0252124496880055,-0.112075745460928,0.141665438096825,0,0,0.0316565740889885,0.0167878882893855,1.14279207672966,0,0,0,0.148318470912996
DXY.INDEX,0.0113114379127748,0,0,0,-0.00128862194402361,0,0,0,-0.0242841991819562,0.0228984531520327,0.0205613684893099,0,0,-0.0122305332977317,-0.00614060248222267,0.0400367076721902,0,0,0,-0.00460051533750281
SPX.INDEX,0,0,0,0.0070333138503038,0.00304825390380655,0,0.0219493305466994,0,-0.026196128972432,0,-0.00402936545692264,0,0.0250333897502138,0,-0.00425941486584607,0.0612402108436458,0.0258634714880047,0,0,-0.0548072537636363
VIX.INDEX,0,0,0,0,-0.0134802630308456,0,0.0130377169571532,0.31389981552969,0,0.293388570148159,-0.398259955215485,0.0539173117036804,-0.395850777920591,0,0,0,0.596053427297234,0,-7.80274890410777,0
