,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.25346311435936,0.0375095368588641,-0.0275604167441926,0,0.0865862058930377,0.207773808377044,0.0601169889225572,0.0753712191955176,0,0,0,0,0
ETH,0,0,0,0,0.0331056387600868,-0.0427842624321616,0.0671553008434792,0.259188638084975,0.470681673331954,-0.091336110578865,0.266664835722803,0,0,0,0,0
XRP,0,0.0277403163990269,0,0,0.0406908490739882,-0.006305740854646,0,0,0,0,0.0566223272891046,0,0,0,0,-0.0243761514683799
LTC,0.794601549722509,0.0239900608855165,0,0,0.0124794854224857,0.00326530767501604,0.0124838886300145,0.00818557408497968,0,0,0,0,0,0,0,0
XMR,0.955026166499069,-0.09681407342447,-0.652030570800465,0,0,-0.0804832563047818,0.353566443554338,-0.126621188542284,0,0.194226443495694,0.103665370478656,0.20703276174347,0,0,0,0.13391479190533
ETC,0,-0.819135039255388,0,0,0,0,0.566794150374242,0,-0.896078900049025,0,0,0,0,0,0,-0.285673808913542
DASH,0,0.238178860197649,-0.525703443904414,0,0.0515584511244582,0.0268818683047594,0,0,0.0521931172215681,0.187257791494716,-0.1552312664804,-0.119701723961189,0,0,0,-0.367596580597009
XEM,1.82789442540282,0.148554566730554,0,0,0,0.0535189201604482,0.274560695060276,0,0,0.330149772067594,0,0,0,0,0,0
DOGE,0.459961348658357,-0.00000000000000000173472347597681,0.192905645442402,0.239932528110423,0.00483618945020653,0,0,-0.0255380496274926,0,0.106668166655884,-0.047172913638108,0,0,0,0,0
XLM,0.567660906044479,-0.101496948168989,0.203778634706045,0,-0.0107757580050379,-0.0593268951562982,0.0104983392312406,0.0562823374607725,-0.109127950824687,0,-0.00815972764279602,0,0,0,0,0.182635442042674
DGB,0,0.649390835567047,0,0,0,0.118369317707102,0,0,0,0.427659167627825,0,0,0.612923436974935,0,0,0
BV010082.INDEX,0,-0.0347901787184519,0.163949701231668,-0.0595326940033315,0.0211918334792732,-0.0204779904230064,0.0577490596888346,-0.0677538941931767,-0.103756508620454,-0.0892077682923916,-0.0272539848279884,0,0,0.47494171170223,0,0.0339077711542945
CVIX.INDEX,0,-0.109844102709192,0,0.0401453702831399,-0.0177614945197039,-0.013171887534866,0,0,0.12566657807122,-0.0543199492648475,0.0906381055843297,0,0,0,0,0.202027696084057
DXY.INDEX,0,-0.00383493303567083,0,0.0235304807719148,0.00152585326819049,0.0000343575463835981,0.0334766757893072,-0.0118929498959077,0,0.00138222568755317,-0.0232364744579564,0.122418897459115,0,0,0,0
SPX.INDEX,0,-0.0048256039891238,0,0,0,0,0,0,0,0,-0.00680143297047363,0,0,0,0,-0.0448928652164511
VIX.INDEX,0,0.0572750608637016,0,0,0.093245449095097,0.0903215408780936,-0.0361358488889221,-0.263970972683571,-0.254494525815114,0.21970917915731,0.0504629105911112,-0.197073822635634,0.91679607531595,0,-1.3823250481943,0
