,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0000000000000000000135525271560688,0,0.16460538737839,0.0487456844926831,0,0.0104539979118709,0,0.00404450431819188,0.118937441998476,0.311333641280642,0.0823559627319469,0,0,0,0,0,0
XRP,0,0,0.162860487521076,0.0283953889580002,0.0685332820613495,0.0964923867288189,0.11750506541455,0,0,0.0276617862991376,0,0,0,0.0678668150989238,0.0410914480488103,0,0,0,0,0
ETH,0,0,0,0.0951005082914313,0.237369024530806,0,0,0.140213567473197,0,0,0,0.02300844812206,0.173625937945222,0.198083776660064,0,0,0,0,0,0
BCH,0,0,0,0,0.410338715936592,0.118714202673815,0,0,0.0318023162863081,0.166542697105922,0.124181744668944,0.150607348774026,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,-0.0968106636126764,0,0.755145350169347,0,0.107861451642925,0,0.1611415593413,-0.0756677047918389,0,0,0,0,0.0370126660932158
XLM,0,0,0,0.119133958748231,0.016007441430235,0,0,0.0144674405718145,-0.00358256630329103,0.0899170613343344,0.0639669905341265,0.122330321239491,0.291733772328576,-0.000000000000000000867361737988404,0,0,0,0,0,0
LTC,0,0,0.119515103170365,0,0.298898998979027,0,0,0,0.0322094047006355,0.00373227807681507,0.0414090515194207,0,0.209653523133082,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0,0,0,0.0154474870451586,0.49693763164447,0,0.256085716130791,0,0,0.0696013576705026,0,0,0,0,0
BSV,0.968234125028984,-1.59146746063255,0.132694155574164,0.5078410774604,0,-0.294802218658097,0,0.479552912542437,0,0,0.341388417918998,0.41179794371875,0,0.217306549506956,-0.453104218310857,0,0,0,0,0
ADA,0,0,0.0263094482576745,0.11272926722363,0.245697748636547,0,0,0.222755760966069,0,0,0.140531461468124,0,0.154293094204346,0,0,0,0,0,0,0
MIOTA,0,0,0.098443516254747,0.0676339974378669,0.262861053083013,0.178749796113737,0.1072582161913,0,0.0568424019709258,0,0,0,0.060308252540668,0,0.120827607288388,0,0,0,0,0
BNB,0,0,0,-0.0409559278587107,0.15850578079175,0,0.337071601422595,0.0738956745373455,0,0.40811162393703,-0.00321642143979776,0,0,0,0,0,-0.192635553392631,0,0,0.0441007280796974
XMR,0,0,0.163760995326438,0,0,0.151206292163617,0.174017660213396,0,0,0.286731419329493,0.0370319477672391,0.0526787295376972,0,0.0433016346654004,0,0,0,0,0,0
DASH,0,0,0.020730088220296,0,0.222454692967417,0.178098774673418,0.174205640377603,0,0,0,0.0493084261958624,0.104586883582393,0.276227402854309,0,0,0,0,0,0,0
XEM,0,0,0,0.0860085027741517,0,0.142224272608342,0,0.112024530908112,0,0.209178919035653,0.0521966274644479,0,0.16123910508083,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.215518320607528,-0.0318414818017316,0.0264668817918908,-0.0355882294247796,0.0510494810640061,-0.00742046735262089,0.012157483496846,0,0.0564937726819777,0,0,0,0.180586577866753,0,0,0,0,-0.0676693139203371
CVIX.INDEX,0,0,0.130768438971951,0.107828134149666,-0.0566777959004016,0.0325909135154906,0,-0.0773464116759717,0.01748306956106,0,0.113219282991381,0.0000000000000000000542101086242752,-0.293993260706572,0,0,0.119512898144843,0,0,0,0.0399098272785196
DXY.INDEX,0,0,0,0.00349213687244071,0,0,0,-0.03348876872915,0.00323953138146957,0,0,0,0,0.00128147766061914,0.0261607015847397,0.0268225053828835,0,0,0,0.0000000000000000000016940658945086
SPX.INDEX,0,0,0,0,0,0,0,-0.00437608747792779,0.0118845785910553,0,0,0,0,-0.041853947192188,0.0276691504038841,0.068542323953743,0,0,0,-0.116744574205206
VIX.INDEX,0,0,-0.148102784256675,0,-0.00000000000000000693889390390723,0,0,0.426491679657646,0,0,0.000849591252706727,0.0833018417998978,-0.621900563086017,0.202722580919025,0,0,0,0,-4.25439709629337,0
