,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0585677321011871,0.23303848634918,0.0992252071087495,0,0.0829197164295341,-0.0188742637901198,0.00000000000000000346944695195361,0,0,-0.192763678548159,0,0,0,0
ETH,-1.61123615337042,0,0.365335846518792,0.440606841774775,0.151139370466579,-1.03615983098365,-0.200144714059437,0,-0.110325591624371,0.30420043019197,0,0,0,0,0
LTC,0.579559412648569,-0.0472891623899774,0,-0.0331034582633043,-0.175838075896428,0,0,0,0,0,0,0,0,0,-0.00000000000000000173472347597681
XRP,-0.0720803636939236,0.120959307143556,0.194884613494804,0,0,0.0787469670973553,0,0.128444688292961,0.193269702964289,-0.235809726575876,-0.30543241741974,0.119098678653391,0,0,0.0489175629027395
DASH,0,0.0905553084316627,0.0283121193956285,-0.241277885499933,0,0,0.107648692786968,0.140749369607661,0.297017393024504,0.0158539778368117,-0.143045835757678,-0.339410685824758,0,0,0.0601203755750655
DOGE,0,-0.0467862425719535,0.204593737106763,0.0474605866890609,0,0,-0.0317669517692238,-0.114687552568193,0.0456005693958906,0.0948262983189399,0.171298562659739,-0.164553359781406,0,0,0.0589319194323398
XEM,0,0,-0.3330878370218,0,0.562546180700197,-0.0873608496645252,0,0.0688553480876625,0,0.143136278079386,0.203410552076665,0,0,0,0.160940466974776
XMR,0,0.554485383185633,0.103262608312791,0,0,0.237517989216314,-0.142735412244465,0,0.515714529806528,-0.173551487222613,0,0,0,0,-0.628798712185823
XLM,0,0.0544794342440186,0.147075223113067,0.339892257532025,0.10125847614078,0.195817517732587,-0.0334260436499243,0.182513925732976,0,0.0832069742794952,0,0.273857866499779,0,0,-0.0656155631031673
DGB,-0.849863277575967,0.213662204109128,0,-0.637111645838853,0,0.168424963762836,0.35877126739583,0.531466537161045,0,0,0,0,0,0,-0.0692791454914352
BV010082.INDEX,0,0.0716529910213972,0,-0.0153955696884324,-0.232858399193262,0.0421021671208152,0,0.0567671692511115,0.0984964344775515,-0.06082346192526,0,0.0311295851531578,0,0,-0.104448614542841
CVIX.INDEX,0,0.0444009934553535,-0.226587605290999,0.122984776225196,-0.283345247779068,0,-0.00878694466983503,0,0.290145544710525,0.0493601464831091,0,0,0,0,0.0725721009284986
DXY.INDEX,0,0,0.0322267393355289,0,-0.058140142712714,0,0,0.00916303724394039,0.0287563576156609,0.0219942501559289,0,0,0,0,-0.0117464186139588
SPX.INDEX,0.0278929365055037,-0.0129927494144845,-0.0469450047286075,0.0242588313674638,0,-0.0124593226666911,0.00665110421210061,-0.015017052478154,0,0.0111089859030028,0.00443650269369685,-0.0304139886147494,0,0,-0.0833999721093957
VIX.INDEX,0,0.220609198681766,0,0.0237332507682848,0.447864247423799,0.306371651845267,0,-0.404758732560176,0.154256418851986,-0.241374967749151,-0.492247165164744,0,0,-2.37063133104478,0
