,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.313599735077094,0.109205760458463,0,0.319022067553813,0.319064944639161,0,0.139229007090286,-0.263505177328953,0.110169760075532,0.22539149161309,-0.314422510359905,0.0349885236976916,0,0.0254559425864073,0,0,0
ETH,0.599231115263875,0,-0.00000000000000000346944695195361,0,0.602988960307781,0,0,0,-0.00476515311196502,0,0,0,0.110192781836385,0,0,0,0,0
DASH,0.143885475072627,0.0611789762312919,0,0,0.0897269644289448,-0.165222757317151,0,0,0.106424911872556,0,-0.0141591236903316,0.273525698365771,0.0372385496404739,0,0.531862662892361,0,0,0
XRP,0,-0.0849936963918479,-0.143455618088567,0,0.0602444843313782,0.116467155469117,0.0610638132560895,0.203703315619706,0.302276027344856,-0.522435823025446,0.187235881081169,-0.0891103406592759,0.0936345066668021,0,0,0,0,0.244227110366398
XMR,0.294754817738921,0.226248572938073,-0.0280936257223635,0.121790083734016,0,-0.140217329797848,0.538836007050759,0.0800045410060288,0.152220920935272,0,0,-0.000000000000000000216840434497101,0.0214828093945555,0,-0.46465034325028,0,0,0
ETC,0.399127826329066,0.204813448287534,0.0706373334900415,0,0,0,0.763395974490147,0.0680257225273415,0.0828718533011757,0,0,0.16650819403918,0,-0.385612993371243,0,0,0,0.0533258544466396
LTC,0.198219461217699,0,-0.00300223963473846,0.00651182058145582,0.0877198832787658,0.0255212332651531,0,-0.0684630737493312,0.0166718538245221,0.0416323371010096,0.0712654248883143,0,-0.043160090800147,0,0.0462281629551029,0,0,0.0297756201057946
XEM,0.545843471794828,0.484857442033283,0.178770211310833,0,0,-0.194367183881417,-1.23335373441461,0,0.181598390858162,-0.334368364155766,0.16718910708533,-0.0994905816000344,0,0.765822874529639,-0.414228739088917,0,0,-0.420174844546954
ZEC,0,0.0384303469130666,0.301218875422612,0,0.0464342788104754,-0.0880994767885362,0,-0.0570935162380426,0,0.252617022924564,-0.0147491815741109,0,-0.0194428625225444,0,0,0,0,0
DOGE,0.35692392528251,0,-0.0267540791362017,0.0165379989836718,0,-0.0235639796219988,0,-0.0259674957430661,0.183639801263537,0,0.126230888536552,0,0,0.0702947172489497,0,0,0,0
XLM,0.189136360672049,0.0511702305993501,-0.0125438336328055,0,0.218535801899753,0,0,0,-0.102826828230863,0,0,0,0.133028799845547,0,0,0,0,-0.297829088915418
NEO,-0.154044413828346,-0.106944366321088,0.114970139806015,-0.290712748917862,0,0.139346582990533,0,-0.124747586805535,0.262142920321062,0,0,0,0.148697115810424,0,0,0,0,0
DGB,0,0.0915505718667923,0.126528900239536,-0.0590983790605029,0,0,0,0.0551229787701639,0,0.393548847356573,0.173447781668337,0.048238056005007,0,0,0,0,0,0
BV010082.INDEX,0,-0.0258072762491637,0.0593236691777173,0.0188092050949531,-0.0354107747228199,-0.100000572996992,0,0.056355192461908,-0.0728980644511946,0.259240473410061,0.0368109131784926,-0.0178679245038586,0,0,0,0,0,0
CVIX.INDEX,0.00495814967858899,-0.0181433034824795,0,0.148695466625654,-0.0480188221869776,0,0.20721904848317,-0.0781960261451635,0,0.175241117563713,0.0456106567232492,0,0,0,0,0,0,0.294917285331156
DXY.INDEX,0,0,-0.0085750670603281,0.00128440068289693,-0.0000000000000000000542101086242752,0.0163490140749995,0,-0.0126334805896666,0,0.00164501608435827,-0.000000000000000000216840434497101,0.00714819823079156,0,0.131600384941386,0.030455213834221,0,0,0.000703676673863004
SPX.INDEX,0.018825924992978,0.00857130678211628,0.000998671971260095,-0.00280756566224305,0,-0.00506402762423802,0,0,-0.00249211197145129,0,0.0194376038383062,0,-0.0111476037233999,0,0,0,0,-0.0418743026998114
VIX.INDEX,0,0.104607638147493,0,0.057731040795373,-0.390921561197438,0,0.552265704849212,-0.0452886767407932,0,0,0.00336065174228257,0.0535400376105434,0,-0.285952338285177,0.354143646717859,0,0,0
