,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.313599735077094,0.109205760458463,0,0.319022067553812,0,0.319064944639161,0.139229007090286,-0.263505177328953,0.110169760075532,0.22539149161309,-0.314422510359905,0.0349885236976917,0,0.0254559425864075,0,0,0
ETH,0.292984054669142,0,0.00758260594719391,0,0.614978632604312,0,0,0.0449672877989843,0,0,0,-0.0533756732227233,0.222967940274843,0,0,0,0,0
DASH,-0.575820013174977,-0.190712268889845,0,0,0.375495348063674,0,-0.0567368345904758,0.0902113474881657,0.164578928682136,0,0.0509998175508834,0.129457717057519,0.315090104570694,0,0.207249867439041,0,0,0.47346398177064
XRP,-0.25052610727686,-0.176246572359441,-0.0365130547000483,0,0.201719771203664,0,0.135623928263235,0.172048423466936,0.304488739557173,-0.335657396774554,0.196990221000217,-0.124978083314103,0.152733183936851,-0.500444013785126,0,0,0,0.40623084991193
XMR,0.465944181965825,0.326261234938721,-0.00375824128552629,0.183055020175753,0,0.384715988932903,-0.184318521636149,0.0147367515067418,0.114151182093322,0,0,0,0,0,-0.406369377617202,0,0,0
LTC,0.208164057786392,0,0,0.0177072786401726,0.0707049716261739,0,0.0251625953328379,-0.0594699152032722,0.0107390015371407,0.0419428453671963,0.0467167273373885,0,-0.0451523243647402,0,0.0399704284488929,0,0,0.0342841562498735
ETC,0,0.321968101380741,0.0944544155228989,-0.123390181293232,0,1.01141972336866,0,0.0752035171188048,0.120233470837932,0.153345804111992,0.198938427501266,0.0624719904118844,0,-0.504108036429686,0,0,0,0.413403034191464
XEM,0.640202736172217,0.384327908411113,0.239216903374921,0,0,-0.803176658766873,-0.316150442886093,0,0.189914156095072,-0.383017386727559,0.10422161835551,-0.159084349750749,0,0,-0.608276523235369,0,0,-0.204409810554933
ZEC,0,0.047436846978468,0.30010851026156,0,0.0244909066426101,0,0,-0.0437491058167029,0,0.215103650325748,0,-0.0237561982566792,-0.113601673498097,0,0,0,0,0
DOGE,0.24186666452956,0,0,0,0,0,0.0231620969261244,0.0266050605175239,0.267034351133408,0,0.223619185304383,-0.105913255183302,0.147211162115224,0,0,0,0,0.115335964291264
XLM,0.163345659970719,-0.114197671098101,-0.0393472931900919,-0.0364812011715607,0.0675918650742765,0.328215994562291,0.327667003910158,0.0159304894907316,-0.0448984782277315,0,0,-0.138060205028043,0.256794757073369,-0.111952077802657,0,0,0,-0.422855602205889
NEO,0,-0.0877193393878676,0.0992171643304771,-0.338979076146192,0,0,0.114733914420618,-0.147463912289295,0.200925419773768,0,0,0,0.116079310569907,0,0,0,0,0
DGB,0.174916812132506,0.212731052956087,0,-0.1191588292057,-0.200231546693978,0,0,0.061242514574417,-0.012857488765591,0.229987632044212,0.196692486718452,0.289814068164393,0,0,0.593671218756529,0,0,-0.299730994925649
BV010082.INDEX,0,-0.0549716637994145,0.0674381702687086,0,0,0,-0.0996507953623459,0.0252374076949551,-0.102678960532316,0.205909591101001,0.05311550082569,0,0,0,0,0,0,0
CVIX.INDEX,0.0731996325410379,-0.0118521255830376,-0.000000000000000000867361737988404,0.159335317349157,0,0,0,-0.0872076956391034,0,0.186216364098418,0.030028322111379,0,0,0,0,0,0,0.302854580349815
DXY.INDEX,0,0,-0.00766910260603497,0.000195257316354289,0,0,0.0123700245962864,-0.0129301490557968,0,0,0,0.00597914238062064,0,0.119775873238115,0.0322045043404027,0,0,0.000210175600552572
SPX.INDEX,0.0268442655036592,0.0104902421024983,0,-0.00189838454952168,0,0,-0.00786732445241954,-0.00337261138293791,-0.000219957701667299,-0.00439633850232171,0.0205604383876503,0,-0.00745020260431704,0,0,0,0,-0.0454579230194406
VIX.INDEX,0,0.104589137686922,0,0.057760352402583,-0.390930289288556,0.552329638696669,0,-0.0452890187969041,0,0,0.00332585154972492,0.05352700418814,0,-0.285949480178374,0.354143690269133,0,0,0
