,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0120185961931381,0.0735805154148476,0.0629699378716838,0.0416648796640932,0,0.0196134074152094,0,0.141330888931799,0,0,0,0,0
XRP,0,0,-0.015023494276817,0,0.104027171431603,0.464406616577821,0,0,0,0,0,0,0,-0.0252818512487012
LTC,1.24565886705311,0,0,-1.20817044592958,0.239425427630386,0.0406571157021982,0.235847494940919,-0.00000000000000000693889390390723,0.682618518349273,0,0.618441272602806,0,0,0.0499249542871903
DASH,0.319447211322643,0.381536844845532,0.185713561211686,0,-0.0685349375246465,-0.164152245747588,0.130913319900528,-0.0628770527830137,0.0591238877876356,0,0,0.39039182092341,0,0.0561359547779383
DOGE,0,0,0.0851764348628979,0,0,0.483268442664849,0,0,0.287486513585009,0,0,0,0,-0.118589737680329
XLM,0.947902276385225,0.34177895097846,0.00573224889644605,0,0.285066721657588,0,0,0,0,0,0,0,0,-0.0993990235984594
XMR,0,0,0.0441321623946369,0.434706337649466,0,-0.138682923252991,0,0.15255098895233,0,0,0,0,0,-0.121432518070732
XEM,0,0,0,0,0,0,0.123776163109959,0,0,0,0,0,0,-0.202191095490629
DGB,0.85469274696254,0.235342587054783,0.00751526644723365,-0.261588774858425,0.121724070166238,0.23283714372537,0.393242776615196,0,0,0.0594356357768931,0.10815544902081,1.27170592343214,0,0.0358911035386089
BV010082.INDEX,0,0,0,0,0,0,0,-0.0373979447678899,0,0,0.17745745855763,0,0,-0.100273359410214
CVIX.INDEX,0,0,0.0518589723337769,-0.0712602945291724,0.0902761920557242,-0.00154192106453344,-0.00448618328203168,-0.1161196448333,-0.0168605952691877,0.996866633490256,0,0,0,0.107804682006685
DXY.INDEX,-0.0660561802752442,0.00928319110168323,-0.0275371829499381,0.00464972589835018,0.0480653892409473,0.0131291510592964,0.0156245604413843,0,-0.0258731903842229,0.0219381273519991,0.103301040434438,0,0,0
SPX.INDEX,0,0.00757715887636307,-0.00635010971834834,0.00735565794367524,0.0232094147712857,0,0,-0.00454156871098582,0.00386873791720289,-0.0336054451383461,0,0,0,-0.0745470583660339
VIX.INDEX,0,-0.00917801283331366,-0.0770922034069228,0,0.115951642182757,0,-0.136968867828242,0,0.354611592722156,-0.960896161859337,0.452157574642585,0,-6.28823513562755,0
