,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.212592742411984,0,0.0891706506178991,0,0.0827298788161232,0.217021191318051,0.0332869347555086,0.0189871629085409,0,0,0,0,0
XRP,0,0,0,-0.0721885199485746,0.0433868757901005,0.201699296861994,0.149114067870884,0,-0.0547257911969384,0.0380505254581355,0.0641462061039226,0.599629646285966,0,0,-0.265839170373396
LTC,0,0,0,0.0199074451825577,0,0.362995545094573,0.0613435555998516,0.271595523809317,0.0334726491967784,0.0663067184353102,0,0,0,0,-0.0426303593783256
ETH,0.967931449901708,-0.0963283318594075,-0.649536177905466,0,-0.103849075587609,0,0,0.219267433877919,-0.100986164708743,-0.238842497626226,0,-0.97558840340663,10.4522484930382,0,0.347171759304499
DASH,0,0,0.321707900464942,0,0,0,0,0.141401213423541,0.0216018152814121,0.0113125907856896,0,0,0,0,0
DOGE,0.19263031866265,0.219477424488606,0.123094196783885,-0.0671726106157755,0.12892389137873,0,0.13923467653638,0.0747580346843916,0.0168773782258031,-0.113221888942219,0,0,0,0,-0.0619912132146892
XLM,1.02749505962661,-0.340047405037552,0,-0.17983347987532,0,0.299696288181815,0,-0.406299759315677,-0.0763709483043387,0.0283961914419875,0,-0.367857422823438,0,0,0.0351283406603513
XMR,1.90616341030912,-0.267079759339672,0.000323006282301285,-0.0269474192425715,0.224836701869332,0,0,0,0,-0.0793765649509654,0,-0.0179213993887271,0,0,0.0338622350641949
DGB,0.484135419116624,0,0,0,0,0,0.227656058685775,-0.000000000000000000433680868994202,0,0.0571838057971165,0,0,0,0,0
XEM,1.97906330670157,0.738555538837266,-0.232295233310654,-0.355153662166998,0.755854020912634,-2.05091316783049,0.352518454360955,-0.424597929564993,0,0,0.154312842409388,0.532112434508973,5.97841865116244,2.7576243949029,0.369650739649536
BV010082.INDEX,-0.248619069214519,0.127776827901153,0.302706048742025,-0.0252813984252336,0,0,-0.106544429513366,0,0,0.0535400153363693,0,0.014702243013717,0,0,0.0160905056864074
CVIX.INDEX,0,0,0,-0.0759176562617163,0,0,-0.037170384018106,0,0,0,0,0,0,0,0.104517485369984
DXY.INDEX,0,-0.0131546565652633,0,0.0138426768491298,-0.0205769863009182,-0.0290947392009664,-0.00852435503749092,0,0,0.019267857898129,0.0220740807090812,0,0,0,-0.0263363084411423
SPX.INDEX,0,-0.0319920424408689,0,-0.0336963154264572,0,0,-0.0421353818518673,0,0.0028667077533104,0,0,0,0,0,-0.113449116867618
VIX.INDEX,-0.347989593553544,-0.255334772241808,0.128133155094356,0,-0.449791839561751,0.388923424851152,0,0,0.0225927910588205,-0.0359343166701002,0.0713519043184262,0.536424412568965,-0.720553514278031,-3.41927541932661,0
