,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.179938160316381,0,-0.0397807653677761,0.163562074640746,0.245853909059555,0.14503208767877,0.202638254274559,-0.173401308215987,0,0.21614970487849,-0.297752722400643,0.0857526359603635,0,0,0,0,0
ETH,0,0,0,-0.07500251955533,0,0.278531855344743,0,0.80285678664961,-0.126216064212281,0,0.162031730835233,-0.0834050193794656,0,0,0,0,0,0
XRP,0,0.0563116106272931,0,-0.0154865145719147,-0.173993866132282,0,0,0,0,0,0.842849907479746,0,-0.296160774984154,0,0,0,0,0
LTC,0,0,-0.00903214352364611,0,0.108104403773421,0.0621032922631031,0,0,0,0.382049536236231,0.0523047613485188,0,0.129716692760513,0.718341043990046,0,0,0,0
DASH,-0.190220861808252,0,0,0,0,0.139292499598048,0.0949283457182387,0,0.10919436368891,-0.067741061040613,-0.160145127799819,0,0.0756365424336019,0.0666942481489333,0.523345015000315,0,0,-0.0538284815610215
ETC,0,0.238359344033741,-0.0269880526363499,0.243878319833242,0.0791204190343394,0,0,0,0.069196446772837,0.047744253936749,0,-0.103966608399406,0.0867409395817073,-0.397678146254647,0,0,0,0.0204913704391621
XEM,0,0.252962573595827,0.0565682269615958,-0.0468087290364351,0.144557404998638,-0.165991287349821,0,0,0,-0.223964497558194,0,0.18687044259703,0.348760027162611,0,-0.0175804420306298,0,0,-0.574584430215205
XMR,0.29857153510191,0.271498847397802,0.0270136409288962,-0.0816687175569902,0,-0.115439176717083,0.0541827489608067,0,0.100200765183191,-0.082070655132235,-0.0246052345930557,0,0,0,0,0,0,0
ZEC,-0.0609544250994634,0,-0.0214941867735499,-0.101552567401854,0.257470402285079,-0.0603666646771811,-0.0889063787931947,0.15149809756247,0,0.315177158522144,0,0,0,0,0.200156213017137,0,0,-0.0539026386634561
DOGE,0.0977188043992483,0.145647259709579,0.0260892557418641,0.284893918440849,0.080542294366585,-0.157915760668892,-0.117701761355117,0,0.276570204280279,0,0.249587496524295,0.0911926607806806,0.108544665435545,0,0,0,0,0.169320931351643
XLM,0.408826978195016,0.0662086702427443,0.329929263146623,0.192561357874986,0,0.0130529342366798,0,0,0,0.389100167118406,0,0,0.0737311181013764,0,0,0,0,-0.125871923092962
NEO,0,-0.166273073152537,-0.0364010360082316,0,0.207842748270653,0.0440247693251121,0.0110206166211706,-0.207193815192886,0.307949382787936,0.035861374105505,0.13108028034611,0,0,0,0,0,0,0.0666107584930132
DGB,0.217714936852006,0.0596291759071816,-0.0371392601671831,0,0,0,0.0400085795479798,0,0,0,0,0.164541213929849,0,0,0,0,0,0
BV010082.INDEX,0.0595517131254184,-0.000823198656703488,0,0,0,-0.0582059441532852,0,0,0,0,0,-0.0114032831398093,0.0220681915966976,0,0,0,0,-0.0621914277141025
CVIX.INDEX,0,0,0,0,0,0,-0.129507319956276,0,0.0660005183701682,0.0729359996365875,0,0,0.0297372419166654,0,0,0,0,0.264553677463647
DXY.INDEX,0.0218093319517689,0.00444193891341904,0,0,-0.00475811662167616,0,-0.00654570756006145,0,0,0,0.00368967236995945,0,-0.00311984123951586,0.0822718183177235,0,0,0,0.0279558454294597
SPX.INDEX,0.0117873569671944,0.0123903647129896,0,0.00176101779997357,-0.00523044830602612,-0.00454795220035295,-0.00286645135121092,0,-0.00729016657926494,0,0.00126921784220746,-0.00101643548481342,0,0,0,0,0,-0.0401185227859952
VIX.INDEX,0,0,0.0248304047708841,-0.0762517437594065,0.0600916627226132,-0.0719362386857901,-0.363087515485212,0,0,0,0,0,0,0,0,0,0,0
