,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0328332320701774,-0.000341444778418309,0.172667442240694,0,0.0117126121426675,0,-0.0000000000000000000542101086242752,0,0,0.00992792529971575,0.0114720225579491,0,0,0,0,-0.023288303310703
ETH,0.416989434185492,0,0,0,0.106903035932988,0.021777858890201,0,-0.0709925593626489,0,0.0220290551508841,0.00271991698918118,0,0.54388173959199,0,0,0,0.111561491827523
XRP,0,-0.481409630650529,0,0,0,0.0411917617093012,0.248475701506258,0.10957608843391,0.381911428396838,0.406797986095135,-0.108637879132194,0,0,0,0,0,0.062622312155773
LTC,0.480104429847342,-0.0841465614150168,0.00960670693108649,0,0.0950033062481593,0.00654852910288597,-0.000000000000000000216840434497101,0,0.0440460974494313,0,0.0238070947553036,0.041004493170554,0,0,0,0,0.0386701863977407
ETC,0,0,0.0974606187028853,0.35151723747049,0,-0.0347672518325437,0.16504357238773,-0.0124236839851743,0,0,-0.0617638637736652,0,0,0,0,0,-0.0105648885106051
XMR,1.15983069307231,0.242166191769903,-0.0435527055351847,0,0.181025097953104,0,0.197013415627734,0,0,0,-0.211888407365767,-0.0412408912742365,-0.818117225357565,0,0,0,-0.0564541000689083
DASH,0,-0.157149579403591,0,0,0,0.0285585200384066,0,-0.0177906482042264,0,0,-0.0639924791193653,-0.0556933651126577,0,0,0,0,0
XEM,0.60160862362234,0.0302881040348738,0.250697862569604,0.47555059683011,0.10739449144244,0.0635162272227066,-0.41510786003184,0,0,0.00139153234027157,-0.00930022448566399,-0.160340717129072,0,-0.834386291175826,0,0,0
DOGE,0,0,0.0880268539846371,0,0.0344063475898914,-0.00381001988121761,0,0.0721368252698531,0,0.0286720630302935,0.0460440805650124,0.0512547468812064,-0.138471591373047,0,0,0,0.0720334064314673
XLM,0,0,0.572350554226317,0,0.104706473223747,0.0531864017916781,-0.0942370959341748,-0.22726076309062,0,0,0.034447795427939,0.105039194056947,0,0.425173191803659,0,0,0.000902787778207124
NEO,0,0.335808822476342,0,0,0,0,-2.23845257554323,0.598873883928589,2.39201376707157,0,0,0,0,1.84934699134945,0,0,-0.498274834844451
DGB,0.539392580097595,-0.583163543872678,0.345657242465352,0.469515829979743,-0.223744258586958,-0.0278722332026782,0,0.329436890680672,-0.164196873973621,0.0569524511336703,-0.0550433309529296,0,0.858757689597561,1.09640183518392,0,0,0.00342831377075843
BV010082.INDEX,0,0.0310255610235231,-0.0315367679655833,0,-0.0323580665783498,0.0341898336955833,-0.089969767053818,-0.0449410696126301,-0.34887936517503,0,0.0082368485829923,0.0354004333198786,0,0,0.796485979189426,0,0.0401574902572266
CVIX.INDEX,-0.376485946829261,0,0,0.331639922659853,0.0968217364481611,-0.0230324088915683,0.152042185434037,-0.0722468676524512,0,0.0663010375549321,0.0102965279920653,0.0622182208453584,0,0,0,0,0.109023508746108
DXY.INDEX,0,-0.0128651295794239,0,0,0,-0.00222175877185395,0,0,0,-0.00504259783813045,0,0.00402197326438941,0.0758278026451791,0.0330007381127303,0,0,0.0021407200677485
SPX.INDEX,-0.0452514432880474,0.0155677990611352,0.0113538789574926,0,0,0,0,0,0.0574737165375572,-0.0167645466914164,-0.00620310532945151,0.00736284129340839,0,0,0,0,-0.0715613182813145
VIX.INDEX,0,0.152161362682044,0.0700943113031878,0,0,-0.313513529171415,-0.149374053767885,0.0579129089208481,-0.186593062302137,-0.12943288367507,-0.0608263921108128,0,0,0.740827371138886,0,-5.15057163761498,0
