,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.700928226480204,-0.00184543653979959,0.0541587760327264,0,0.105067251513013,0.00000000000000000173472347597681,0.00451315673561828,0,0,0,0,0.0442512526800294
XRP,0,0,-0.0334301646823794,0,0.0658809113640257,0,0.578206883121321,-0.345460408059309,0.0594210202663418,-0.131352950161393,0,0,0,0,0.0943135016648082
ETH,0,-0.133409151391142,0,0,-0.115596913196879,0,-0.231545283805263,0,0.0302122069697905,0.110427016771841,0,0,0,0,0.154000350139185
LTC,0.703321766080157,0,0.0195771723182355,0,0.0628719537152685,0,0,0,0.0247555107474454,-0.0296434994964108,0,0,0,0,-0.0285664575227793
DOGE,0,0,0.143467690659821,0.845380602557791,0,0,0.230780053901147,0.082793691155053,0.0158029892877168,-0.12762180188339,0,0.17154256513342,0,0,0
DASH,0.138361978183111,0,-0.377461694678426,0,0,0,0,-0.266390641342058,-0.0527253447659282,0,0,0,0,0,0
XLM,0,-0.0138158636667306,0,-0.202530363073914,0.304766032756027,-0.0526066834251646,0,-0.0252487352614833,0.137902719702316,0.198497133523107,-0.764538021361493,0.889386387976913,0,0,-0.22176918056476
XMR,0.459220095794005,0,-0.143269642925995,0,0.00983072102668578,-0.091012486138536,0.120952047709991,0,-0.0765240347435735,0.122982476807176,0,0,0,0,-0.105794216345273
XEM,-0.837388120056768,0.0814388334848193,0.151906136157128,0.371105721945561,0.166087908359108,0,0.387964383577055,0.222055903106029,0,0.0736064093111099,1.10382500412968,-2.8678242923092,0,0,0
DGB,0.14346601248206,-0.0745132867452764,0,0,0,0.123830117643359,0.339442234862818,0.188118326747036,0.184742836626692,0,0,0,0,0,0.145566657540837
BV010082.INDEX,0.0596658353711575,0.0163992036868092,0,0.100039812404506,0,-0.00394242255781289,0,-0.060715743702342,-0.000000000000000000216840434497101,-0.0400395854211213,0,-0.143162802862169,0,0.0680918915037693,-0.0508379413641995
CVIX.INDEX,0,-0.0798930613626281,0,0,0,-0.032201850520288,0,0,-0.0262364166303147,0,0,0,0,0,0.112012614260918
DXY.INDEX,0,0.00631328720646782,0.00748089669891039,0,-0.00323433666186775,0.00169151860013021,-0.0361411005852936,0.0297431661086137,0,0,0,0.0680721938821856,0,0,-0.0304788841213938
SPX.INDEX,0,0.0347751914550889,0,0,0,-0.0238038557069297,0.000000000000000000433680868994202,0,0.000136417279600491,0,0.0266439600918232,0,0,0,-0.111261523686118
VIX.INDEX,0,0.185182566937166,0.0797585003189734,-0.147074336344096,-0.0246429690658369,0.046546713420614,0.188577253740532,-0.134712578387837,-0.0762881245112593,0.1270503908253,0,0,0,-6.17545233311807,0
