,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.046823092195614,0.0596629738078513,0.168458625560417,0.0607342914759241,0,0.0703107340412574,0.0237481425391553,0.0779097616282003,0,0,0,0,0
XRP,0,0,0,0,0.111301676111589,0.252300413584433,0,0,0,0,0,0,0,-0.0502201895047385
LTC,1.45146924857178,0.0423790399163484,0,-1.00627848839152,0.686415602459648,0,0,0,0.293793590513665,0,0.508032599451164,0,0,0.180930358915922
DASH,0,0,0.0931980882812886,0,0.328029203392401,-0.149912645332885,0.0657280717787659,-0.0548130990913072,0.263197050460287,0,0.360130863312241,0,0,-0.0742372236499168
DOGE,0.230451746547428,0.140974699735463,0.133680210266189,0.303829931559201,0,0.271508598492575,0.0745280330286004,-0.0361886444277222,-0.0443020083302916,0,-0.105562282947555,0,0,-0.0550788229439027
XLM,0.805482358826265,0.0950169162568198,-0.107115430976829,-0.191558659285753,0.195147125218731,0,0,-0.0585297109637154,0.129710866636,-0.306206003216605,-0.0727501805786347,0,0,-0.099816567720805
XMR,0,-0.0824724273185036,0,0.239781869026145,0,0,0,0.203154697944894,0,0,0,0,0,0
XEM,0,0.417318457123463,0.111716964122278,0.499493157114101,-0.350376345533253,-0.17366230237761,0.233076362583554,0,-0.0472529397313945,2.18846867211675,-0.559723567658944,0,0,0
DGB,0,0.424633665533942,0,0.173821700977995,0.0524592162520605,0.401179966458517,0.407350487549738,0,0,0.447181431266899,0,0,0,0.0834704241398564
BV010082.INDEX,0,-0.0268423771264477,0,0,0.094001387516383,-0.021108401888648,-0.0251259490092244,-0.0215935303273403,0.0559326652869735,0,0.121903102431149,0.688490969650933,0,-0.0518718017043306
CVIX.INDEX,-0.132677656056443,-0.173519035226458,0.0626615814342126,0,-0.101560764124672,-0.0419672323130453,0,0,0.125791853258803,0.256291377990895,0,0,0,0.0276636738581261
DXY.INDEX,-0.123935778713757,0.0208603706820766,0.0133055606903962,0.072133979195628,-0.0341202641069646,0.031917638602272,0.0297150833610776,0.00512262415704403,-0.0012800663894975,0.101824737990194,0,0,0,-0.00825632299242954
SPX.INDEX,0,0,0.0129368790038231,0,-0.0259137065033559,0.0343524866828659,0.00824815421625182,-0.00446608148313076,-0.00558423052660264,0,-0.0214775651113206,0,0,-0.0709172051915309
VIX.INDEX,0,0.03446081838418,-0.0199384264028133,0.00000000000000000173472347597681,0,0,0,0,0.210691820496343,-1.13877453868707,0.395710032314825,0,-6.86374086989887,0
