,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00540355946761582,0.0129449268404577,-0.000000000000000000433680868994202,0,0.18394735672418,0,0,0.00820713887641422,0.0557595436762326,0,0.0274268995627463,0.04700695747388,0.0181264219221185,0,0,0,0,0,0
XRP,0,0,0,0,0.0684520109117857,0.909730201344124,0,0.0852069275117824,0,0,0.472487390894033,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.428438827227804,0,0.190482652087715,0,0.0527595930276202,0.214501627421338,0,0,0.0749732246581819,0,0,0,0,0,0
BCH,0,0,0.0116122109783218,0,0,0,0.170536853466901,0.154361667979648,0,0.262071681650193,0.201823325131192,0,0,0,0.173979058887604,0,0,0,0,0.0705838429185341
XLM,0,0.153404481612485,0.15141367671044,0,0,0,0,0.240884169164032,0,0.148476676731691,0.0199674375260215,0,0,0,0,0,0,0,0,-0.0161038208228437
EOS,0,-0.0245351014143562,0.576118884639242,0.00134898690311962,0,0,0.0838330891240729,0.135456526615751,0,0.0405586123363594,0,0,0,0.0510747604195934,0.0193865601321432,0,0,0,0,-0.0240462965403135
LTC,0,-0.0130175777768147,0.207852689268926,0.151216574871496,0.0263074499379138,0,0,0,0.100208693309258,0.090830592840245,0.185231269349969,0.137811164938711,0,0,0,0,0,0,0,0.00895233581017676
ADA,0,0,0.231195453166379,0.0500340923330267,0.223098527916519,0.0740991852289736,0,0,0,0.0412728290439632,0.135182025072045,0,0,0,0.225903164103655,0,0,0,0,0
XMR,0.223400808239881,0,0.162884653794004,0.0943213726933361,0,0.0583184631358656,0.076846176701771,0,0,0,0.307903752285602,0,0,0,0,0,0,0,0,0.0217208732655898
TRX,0,0,0.114409308541173,-0.00000000000000000346944695195361,0,0.151281430852378,0,0.392670576185091,0,0,0,0,0.430316282186002,0.0458917999779928,0,0,0,0,0,-0.041408677259182
MIOTA,0,0.0851314499107807,0,0.0316417762707742,0,0,0.202060499568914,0.100253173558878,0,0.216358522257497,0,0,0,0.218852282657986,0.0404218505788218,0,0,0,0,-0.0810098382100652
DASH,0,0,0.338961258800855,-0.000000000000000000433680868994202,0,0,0,0.162488629353058,0.0853227353127994,0,0,0,0.0345634732307428,0.0822195499974184,0,0,0,0,0,0
BNB,0.157938446443828,0,0.0818104967595192,0.0895124590166507,0,0.0838853735179415,0.0271075320214858,0,0,0.0234997738972038,0.12387320958727,0,0,0.047088381202011,0,0,0,0,0,0
XEM,0,0,0,0.0671262190872532,0.223985913693112,0,0,0,0,0.121649484693962,0.0860391836283677,0.174989254795621,0,0,0.104324855534479,0,0,0,0,0.0246720312149882
NEO,0,-0.00174849196684019,0,0.123123682634423,0,0,0,0.314087253235738,0,0.0171767629379139,0.360027723708242,0,0.0584764115169362,0,0,0,0,0,0,0.00508743496328768
BV010082.INDEX,0,-0.036795321970909,0,-0.0846207624866144,-0.142316583838372,0,0,0.166784331817517,0,0,0,0,0.150787111311438,0.015896970891948,0,0,0,0,0.783183198013518,0.0242602214545251
CVIX.INDEX,0,0.0351645298887011,0.174059300778002,-0.164504481325042,-0.152264993707425,0,-0.365497052400856,0,0,0.0514911599884436,0.182963770112815,0,0.142262360362461,0,0.229856109013272,0,0,0,0,0.0595122983951099
DXY.INDEX,0,-0.00657838145638188,0,0,-0.0210126299023212,0,0,0,0,-0.0407738610756595,0.0171068985832158,0.0247725000893535,0.0535615389923805,0,0,0,0.0021401294258043,0,0,0.000568962562354736
SPX.INDEX,0,-0.042686971660798,0,0.000000000000000000867361737988404,0,0,0,0,0,-0.00521315357521132,0,0,0,0.0328036596365735,0,0.0359477093741715,0,0,0,-0.116572547815765
VIX.INDEX,0,-0.135991365076487,-0.190457242570124,0.150620110184699,0,0,0,0,0,-0.0681539525338981,0.174246204229743,-0.24191132105662,0,0.264750820378221,0,0.159110210019173,1.33581804058327,0,-6.00008200978623,0
