,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.127419531750776,-0.0589029918929506,0,-0.0267636127706098,0,0,0,0.0029269582310575,0,-0.0106867267883961,0,0,0,0,0.0122667485286037
ETH,0,0,0,0,0.111010856066265,0.22608509533207,0,0,0.234563691001916,0.174137754772765,-0.00108961924179777,-0.0110714620400332,0.090256658678833,0.665242819443415,-0.468732976817958,0,0,0.209862524604501
XRP,0.16800760690534,0,0,0,0,0.024740288358589,0,0,0,0.302594815626498,-0.117144989441505,-0.0531696122055141,-0.203968685103622,-0.0843025587562082,0,0,0,0.070877740930266
LTC,0.690526204621146,0,0,0,-0.0207388250631143,0.00866401164088358,0.0941156023615207,-0.0162900801579322,0,-0.0612203510568054,-0.00589980533954506,-0.0012333412337778,0,0,0,0,0,-0.0239587100447406
XMR,-0.895627415761783,0.106433012245182,0,0,0,0.180491911131681,0,0.0882313731120963,0,0.149941260980469,-0.134546837549887,-0.0423091637158145,0.0000000000000000138777878078145,0,0,0,0,0.0474066489351755
ETC,0,0,0.124102355137656,0,0,0,-0.0837377085312641,0,0,0,-0.0614026127469826,0,0,0,0,0,0,-0.0576412668665155
DASH,0,-0.0200484218445654,0,0.0668085694859825,0.0965366238026778,0.087727006518015,0,0.000000000000000000867361737988404,0,0,-0.0706753521781328,-0.0920754835874756,0,0,0,0,0,-0.0597911563324618
XEM,0,0.0827403781865874,0.0553361604099423,0,0.209805325814228,0.162160609618255,-0.581931686490582,0,0.172488374380871,0.110231497185408,-0.0673906664173518,-0.0818730233815666,-0.178231438349696,0,-0.737193655646134,0,0,-0.00000000000000000010842021724855
DOGE,0,0.0929051005001292,0.000219017218257001,0,-0.107957274879025,0.00630703625822967,0,0.0104194568997051,0,0.0682970784466024,0.0221378664317726,-0.0129346049160874,-0.0890310465202641,-0.221688571998348,0.0552437547112467,0,0,0.00836435006765602
XLM,0,0,0.436669365816456,0,0.191716606418473,0.216927552928599,-0.118775749768741,-0.236432509527649,0,0,0.064872682349637,-0.0330652427103215,0.0427420273427117,0,0.305905124128724,0,0,0
NEO,0,1.2162195995483,-1.31985030587541,0,-0.143833408366659,0,-1.31180595804622,-0.441252096776858,3.13653456779873,0,0,-0.0040411964463253,-0.623541815618308,0,0,0,0,0.173920474169713
ZEC,0,-0.340428318453542,0,0,0.110639941303736,0,-5.72245621897591,0,0,0,-0.410043337540977,0,-1.37065257895113,0,0,0,0,-0.495822407419003
DGB,-0.130565074094884,0,-0.178021842325579,0,-0.217015211228094,-0.2329418823259,0.228005490893345,0.108648459693981,0,0.256333353929097,-0.111011302856755,0,0,0,0,0,0,-0.00114611481495386
BV010082.INDEX,0,0.0543040215723582,-0.0684718810463516,0,0.0149423090584322,0,0.0752932434502946,0.0154381989600901,0,-0.0107896884840554,0.0215445246535532,0.00903171574735569,0.0465134572417817,0,0.0403814045050165,0,0,-0.153308963831546
CVIX.INDEX,0,0,-0.0141289273489239,0,0.0530960169320126,-0.306093039981413,0,-0.160065323009882,0.225785144811256,0.0764438394790477,-0.0436362062510577,-0.0230591265265378,0.113553345662829,0.416554749999923,0,0,0,0.208244206800784
DXY.INDEX,0,0,0,0,0,0.00936880011241711,0,0.00777528631120794,0,0,0,0,0,0,0,0,0,-0.0292816549539725
SPX.INDEX,0.0220871575640203,-0.0225410152719551,0,0,0,0,0.00492380782582149,0,0,0.0190401308503416,-0.00130251900747022,-0.00296497630787746,-0.0112306740918422,0,-0.0366645765135087,0,0,-0.0398964008898045
VIX.INDEX,0,0.305224405313339,0,0,-0.0510909939811524,0,0,0.209996123507677,0,-0.221139883307337,0.0132148460810147,0,0,-2.66629060305713,1.28590870041046,0,0,0
