,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00181139497528623,0,0.751168396078599,0.0286163292170438,-0.0214909720874093,0.0279081702785237,-0.00618990178358601,0,0.00412128046498506,-0.0728137080043917,0.0492640044588805,0,0,0
ETH,-2.93571172197196,0,0.405609703935262,0.793025576729837,0.364771252894437,-0.00193933704138704,0.219857378794344,0.126487678357938,-0.338694660709231,0.0124228542886912,0.985067719804177,-0.314552507410971,-3.0568507138121,0,0
XRP,0.0459094950647329,0.0248761350181746,0,0.327397727331328,0.057359907638574,0.0172712655645169,0.0516084237353229,0.000000000000000000433680868994202,0,0.0208184923710214,0,0.132334819049246,0,0,-0.0210730571463629
LTC,0.462183105840197,-0.0202637024077847,0.0295008040018661,0,-0.0181701872181357,0.0283174542921911,0,0.00786050485448589,0.0236098056745001,0,0,0,0,0,0.00816765627693167
DASH,0.598362049812668,-0.210360334488809,0.177537302743773,0,0,0.25397365667694,0.106121738385472,0.0407009122866002,-0.52549241112455,0.010851016388136,0.206384121120989,-0.388446428694937,0,0,0.501471875988651
DOGE,0,0,0,0,0,0,-0.134538450859118,0.0134238365887238,0.231552439800644,0.0270445953895106,0,0,0,0,0.413433378771798
XMR,0,0.320544723276062,-0.00000000000000000346944695195361,0,0,-0.464736691179344,0,-0.276323676539736,0.821345924516186,0.11954939581843,0,0,0,0,-0.168414064298813
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,0.0000000000000000138777878078145,0.399052394306674,0,-0.516283583478257,0.207587729887085,0.0936472706364052,0.220751456286929,0,-0.0322853392023984,0,0,0,0,0.394902010658787
DGB,1.46221091696129,0.367758737797752,-0.333757140583215,0,0.141081070237644,-0.3657524178648,-0.524389238908583,0.185300579101788,0.273780581840911,0,-0.440139021358977,-0.919468916095887,8.57385531990134,-12.4886668749299,-1.798040465347
BV010082.INDEX,0,0,0,0,0.13396761922729,0.0180080375229161,-0.0481852317567772,0.0182591538422554,0,-0.118742097913684,0,0,0,0,-0.0425169853451559
CVIX.INDEX,0,0,-0.206715665316868,0,0.0435454422303018,0.117020816008896,0.0352736191108692,0.00846736319077752,0.0577269311198673,-0.0250889012208004,0,0,0,0,0.14312658704195
DXY.INDEX,0,-0.00203654199968398,-0.0697329124859459,0,-0.00140975925579701,0,0,0.00760610449616766,-0.013094055346903,0.00813324261938092,0.0570176978274156,0,0,0,0.0171975671659898
SPX.INDEX,0,0.00182272983295485,-0.0752790241177181,0,0.00568207510236833,0,0.00991539903956155,-0.0095424364188867,0,-0.00207022392579481,0.0328069988683122,0,0,0,-0.12337498161267
VIX.INDEX,0,0.0745417240008045,0,-0.148472984144452,0.106105721671135,0,-0.0420507635810693,-0.00145857775983129,0.292922152756941,-0.0570740845827455,0,0.269945397810111,0,-1.78269438262023,0
