,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0420149582371609,-0.0135636821700986,0.0513994737083655,0.204180401207259,0,0.0778290547182515,0,0.00462046537981853,0,0,0,0,0.0135307698767065,0,0,0,0,0,0
ETH,0,0,0,0.116842237045733,0.210630013690304,0,0,0.354444304127794,0,0.0479818135377479,0.221044424746189,0,0,0.0482489741195079,0,0,0,0,0,-0.000000000000000000216840434497101
XRP,0,0,0,0.140722165888288,0,0.0905465931671649,0.221010214189637,0.0725187530677253,0,0,0.369531416661757,0,0,0,0,0,0,0,0,-0.0330198443472273
BCH,0,0.296441308729114,0.0689780125689245,0,0,0.0099375411270909,0,0.15259966030762,0,0.269174215130669,0,0,0,0,0,0,0,0,0,0
EOS,0,0.590179697014045,0,0,0,0.0485003045553277,0,0.135521651398426,0,0,0,0.18618414433069,0,0.0261639540597064,0,0,0,0,0,0
XLM,0,0.179550110386243,0.155512060683636,0,0,0,0,0.136437666692443,0,0.162213427817091,0.0485325435278119,0,0,0,0,0,0,0,0,-0.0258074544006373
LTC,0.0730443656773367,0.213229285474831,0,0.129905539499082,0,0.058000759027528,0,0,0.131059373183028,0.121322778595742,0,0,0,0.116388436108089,0,0,0,0,0,0
ADA,0,0.0844784617249577,0.0814105837805929,0.0679740339562716,0,0.00387348550251271,0,0,0,0.23204948128154,0,0,0.175861722501931,0,0.421760696319419,0,0,0,0,0.0289603943738128
XMR,0,0.331946717548603,0,0,0.268096838898944,0,0,0,0,0,0,0,0,0.188201773522394,0,0,0,0,0,0
TRX,0,0.175877327867492,0,0,0,0.136938441896522,0,0.232833847253975,0,0,0,0.11703108391347,0.429003647942206,0,0,0,0,0,0,-0.0565430218650663
MIOTA,0,0.141608059798169,0.0819471011637015,0.0412908441889795,0.093643987180564,0,0,0,0,0.220243081619622,0,0,0,0.300262288362988,0.0661103850248378,0,0,0,0,-0.021745364995911
DASH,0,0.184135731781155,0,0,0.178956089181731,0,0,0.0730643224601032,0,0,0.198104622409664,0,0,0.303438385240983,0,0,0,0,0,0.0335446072096246
BNB,0,0.239236976523801,0,0.0450260690633157,0.0589537522710802,0,0,0,0,0,0,0,0,0.0721124694732628,0.151300870554823,0,0,0,0,-0.0022991877542351
NEO,0,0.0952646043634224,0,0,0.0776026412813241,0,0,0.291097558583754,0,0,0.373746886809993,0,0,0,0,0,0,0,0,0
ETC,0,0.187627008665868,-0.0422296502514612,0.120708870169306,0,0,0,0.17585065218477,0,0,0.200804266766232,0,0,0.0969111477848889,0,0,0,0,0,-0.0529290580754301
BV010082.INDEX,0,-0.000000000000000000216840434497101,0.0190557276883622,0,0,0,0,0,-0.00593341332973648,0,0,-0.0894915549147899,0,0,0,0,-0.0423766556276255,0,0,-0.0436648344136163
CVIX.INDEX,0,-0.152753515444898,0.0634722756779878,0,0,-0.0730973215793324,-0.315035646206829,-0.0864712036311885,0.0159029542832729,0.126761951253912,0.203297688934997,0,0.12256908503431,0,0.223932591783615,0,0,0,0,0.0512863487018919
DXY.INDEX,0,-0.0204658685418873,-0.0224488872778961,0.0075716487765178,0,0,-0.00122688138918122,0.0215673812885324,0,-0.0093720595840453,0,0,-0.00851222524694817,0.0240371630271688,0,0,0,0,0,-0.00369216544542545
SPX.INDEX,0,0,-0.0358694454218164,0,0,0,0,0,0,0,0,0.00216891496646543,0,0,0,0.0718675269608677,0,0,0,-0.120485010243174
VIX.INDEX,0,-0.260081594661211,0,0,-0.0960584360008469,-0.342039615172342,0,0.112990514122961,0.138732666996174,0,0,0,0,-0.109971452197361,0.277825022098156,0,0.375765772056634,0,-6.22859912201356,0
