,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0263420915174387,0.0798099653292497,0.107934207282753,0.0218791284950992,0.0225669244172982,0.05916589011295,0.0578614683831477,0.0765231294815843,0,0.0580750831109728,0,0,0.0128746929451525
XRP,0,0,-0.0379635779657429,0,0.117026487593654,0.498401364397438,0,0,0,0,0.240496415233808,0,0,-0.0583412671407917
LTC,0,0,0,-1.60970430184578,-0.0583780795683425,0.221897831646579,0.0760872467655824,0,0.381155819219654,0,0.816098985786965,0,0,0.0738293092316756
DASH,0,0.245457727666075,0.136042913934292,0,-0.0577636969082514,0,0.145966313270294,-0.0526270796705703,0.0431929175654935,0,0.152368701285536,0,0,0.076075554339937
DOGE,0.337787700292747,-0.055583146114608,0.0217901055763827,0,0,0.49437110329611,0,0,0.258432577130946,0,0,0,0,-0.151053316073375
XLM,0.744863012630866,0.413164627016433,0.0571549153523724,0,0.211383030483904,0,0,0,0,0,0,0,0,-0.136864222425084
XMR,0,0,0.0541899710019193,0.377467220864061,-0.0919223368143112,0,0,0.163582802568713,-0.1110303427124,0,0,0,0,-0.0639533648315249
XEM,0,0.129719371691816,-0.00249975198484005,0.355735821780926,0.783492879304668,-0.0000000000000000138777878078145,0,0,0,0,0,0,0,-0.291067651919058
DGB,0,0.250894205986544,-0.0135641913391662,0,0.154164381051341,0.198503309366321,0.281999553317453,0.214647840672259,0,0,0,0,0,0.0837227051746198
BV010082.INDEX,0,-0.0488713308001874,-0.00443165968771747,0.0307720981592114,0,0,0,-0.0354572126290809,0,0,0.1415087122861,0,0,-0.107837711411699
CVIX.INDEX,0.119721046893575,-0.0335718175496869,0.0334097222647572,-0.12898471775778,0,0.108417706226944,0,-0.117255933615883,-0.0542399411933803,0.98420702022831,0,0.378606511502061,0,0.149533489809024
DXY.INDEX,-0.0527327051852212,0.000189800982895119,0,-0.0130385642381374,0.0521504037058495,0.0125589430675477,0.0344106447626459,-0.0029105677632011,-0.00261061838086297,0.0718714039042951,0.101305017867297,0,0,0
SPX.INDEX,0,0.000655684990861762,-0.00338186519322525,0.0116295042115622,0.0158705603208183,0,0,0,0.00183103132562155,0,0,0,0,-0.0731940730676513
VIX.INDEX,0,0,-0.0191200973995682,0,0.236763229337557,0,-0.243127302008759,0,0.375487056818326,-0.483665908178843,0.164313007446949,0,-5.20231414593112,0
