,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00876697743619279,0.229788884153336,0,0,0,0,0,0.285846471485651,0,0,0,0.106357015684737,0,0.0726681901354034,0,0,0,0,0
XRP,0,0,0,0.00771863915318874,0.0703609106295361,0.46563981377472,0,0,0,0,0,0.340024140882251,0,0.113124861611946,0,0,0,0,0,0
ETH,0,0.0443461355561612,0,0.0907551401034009,0.0224075685053308,0.209464319648639,0,0.0145609113248511,0,0.0970211673806759,0.366118288578857,0.0510226700490362,0.0472938038051533,0,0.0608432231897648,0,0,0,0,-0.0344310105600182
BCH,0,0.0459218079215811,0,0,0,0,0,0.397150396709216,0,0,0,0.21655093690524,0.423557812962274,0,0,0,0,0,0,0.0514646303550422
XLM,0,0.149368464630679,0,0.106688912402269,0,0,0,0.310033113766965,0,0.166372817534896,0,-0.000000000000000000867361737988404,0,0,0,0,0,0,0,-0.00951503918695567
EOS,0.224898083675366,-0.0114704965930887,0.261391837729707,0.134840016434582,0.0996613918350445,0,0.0215417138104162,0,0,0.068518540330548,0,0,0,0.0903706386615221,0,0,0,0,0,-0.0430922161620488
LTC,0,0,0.00955819368095839,0.164450399248169,0.105070239406642,0,0,0,0,0.0821371207179136,0.243528062791325,0.12924932339008,0,0,0.118070604881714,0,0,0,0,0.00445330078968252
ADA,0,0,0.1738089244636,0.0757543576953416,0.116090685332083,0,0,0,0,0.221712396188616,0,0.185253708145978,0,0,0.0970715136393295,0,0,0,0,-0.0135259483970408
XMR,0.471215690449682,0,0,-0.0000000000000000138777878078145,0,0,-0.0000000000000000277555756156289,0,0,0.0251179361722345,0.101651133802426,0,0.0970232340622456,0,0.434202952558492,0,0,0,0,0
TRX,0,0,0.363298397821299,0,0,0,0,0.306550524681459,0,0,0,0.113644070748681,0.103351355878301,0,0.0660807496766008,0,0,0,0,-0.0404132004228889
DASH,0,0,0.387502313697356,0,0,0,0,0.198934795984339,0.0917693436246869,0,0,0,0.0660650770081782,0,0,0,0,0,0,0
MIOTA,0,0.0217494627574486,0.046345027131431,0.0353624161019868,0,0,0,0.203533522183164,0.415100142367246,0.154127858358888,0,0,0.0352717239369822,0,0.22143041336361,0,0,0,0,0
BNB,0.696417000649207,0,0,0.0584306241952657,0,0,0,0,0,0,0.063849652947548,0.0365339835667289,0,0,0.268980233483355,0,0,0,0,0
XEM,0,0.0250984475216859,0,0.0414955338154797,0,0,0,0.266115951273173,0,0.25410319292508,0.0973415549838034,0.0184744828948564,0,0,0,0,0,0,0,0
ETC,0,0,0.513820297426992,0,0,0,0,0.0682437453479707,0.112080954715219,0,0.157182979019962,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.00896766758691702,0,-0.046689155508896,-0.0915300879548102,0,0,0,0,0,-0.00701747296484937,0,0.105437792746116,0.015427989535282,0.0880361415147657,0,-0.0730402030765586,0.268296604527995,1.06316492775822,0.069851671727351
CVIX.INDEX,0,0,0.232871478367244,-0.119293059237271,-0.10750130012535,0.226289648651866,-0.373399520928747,0,0,0.000000000000000000433680868994202,-0.0539381223198232,0.203542800424052,0.0534203091521948,0,0.0635313951618922,0,0,0,0,0.0626303086433341
DXY.INDEX,0,0,0,-0.00552601071563692,-0.000687588698390381,0,-0.0435218102150544,0,0,-0.0400679074982556,0.0203912034254015,0.0213620907895155,0.0318710361259955,0,0.0350294261611857,0.0162844144672363,0,0,0,0.00786314876737139
SPX.INDEX,0,-0.0412933979971405,0,0.00507939282057837,0,0,0,0,0,-0.017802802862595,0,0,0,0.0354778070395165,0,0.037103857506683,0.0429057525276475,0,0,-0.124485816855091
VIX.INDEX,0,-0.135987918879612,-0.190467730776565,0.150620913089347,0,0,0,0,0,-0.068143883877534,-0.241914671166275,0.174240983963061,0,0.264752667160414,0,0.159084062999956,1.33581798987326,0,-6.0000618262526,0
