,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.267226095408499,-0.020771873164314,-0.0667313043411797,0.0771597161609903,0.25619620082839,0.318891687573363,0.0850465577615607,-0.204831306689059,0,0.184912738629421,-0.281491419405257,0.100445460655971,0.0675659985861651,0,0,0,0
ETH,0.341729595911475,0,0,-0.0259183237284698,-0.0331741538607478,0.885053564064537,0.234299388200699,-0.123522751362654,-0.242747902473784,0,0.112469232536325,0,-0.00858967128111145,0,-0.136171218040208,0,0,0
XRP,0,0.0521895063233693,0,0,-0.334379309010559,0,0,-0.148865615783617,-0.0116208123548521,0,1.20681660468308,0.428122557808292,-0.617058652079118,0,0.519984262974269,0,0,0
LTC,-0.161983941465621,0.0928941135791779,-0.0515147168059786,0,0.0766633550825774,0,0.0758535340418328,-0.059880243607653,0,0.360919065414842,0.188978822391267,0,0,0,0,0,0,0
DASH,-0.295131158137655,0.0588781400810176,0,0.0751867312669394,0,0,0,0.0950470773417445,0.153761501488897,-0.183037179741365,-0.0881489865269685,-0.0117057274586141,0.0726321207164054,0.158876734567505,0.63279676811789,0,0,-0.130194812174718
XMR,0.213618149009713,0.298142753937932,0.00550362056194215,-0.0889688465749797,0,0,-0.163097328676487,0.209457678426596,0.115516531892255,0,0,-0.0424566898242319,0,0,0,0,0,0
ETC,0.155998348673863,0.137198473715291,-0.0410558369097244,0.383056913908157,0.135092631043843,0.260985807363263,0,0,0.100952474876794,0.123270370423659,0,-0.100835764797526,0,-0.528985696385323,0,0,0,0.151436363830015
XEM,0.263336693577226,0.0523964898767938,0,0,0.0108998092778772,0.276148445234263,0,0,0,-0.0871564300698647,0.05420616215326,0.234364090411057,0.237973286470947,0,0,0,0,-0.24259798687145
ZEC,0,0.062745769389675,0.0121555177557344,-0.0844950740227725,0.247474536125512,0,0,-0.0154634596341115,0,0.224929657134857,0,-0.0261967873140445,-0.13732568172021,0,0,0,0,0
DOGE,0.186324203455155,0.19347264684711,-0.0383595383224459,0.306293226134547,0.0658374506334791,0,-0.250113655521218,-0.123580725855866,0.357472950665627,0,0.347599771517278,0.0642932290556737,0.0536218291302473,0,0,0,0,0.247909874014214
XLM,0.286487453702001,0.03206052352381,0.290476251800526,0.15336599722667,0.0223435501961023,0,0,-0.0108491028160939,0,0.423884477600573,0,0.0609595557270394,0,0,0,0,0,-0.247264211719558
NEO,-0.0220458201421892,-0.245546840596136,-0.144359075618357,-0.299114975396465,-0.00169919544352059,-0.236098578339121,0.243158802260447,0.0912684812264642,0.133739829043203,0.34123816729357,0.194656168310368,0,0,-0.525569275459309,0,0,0,0
DGB,0.14525443443152,0.184463165501594,-0.117933007311981,-0.103286008333175,0,-0.31197783500517,0,0.129008924216299,0.00963910412700554,0.1446470033263,0.27847560219033,0.0612727398112758,0,0,0.320737759275332,0,0,-0.418250838423203
BV010082.INDEX,0.0850872688392684,-0.0150962232772019,0,0,0.0186067984154425,0,-0.0682009885512618,0.00857534946063077,-0.0300325005203579,0.0280705939893017,0,0,0.0262282245649667,0,0.173088027757314,0,0,-0.0194137403583127
CVIX.INDEX,0.0617470873166903,0,-0.0157678813289365,0.0561031919460615,0,0.0070974348416934,0,-0.0246468734514153,0.0714444917995628,0.108917649443471,0,-0.0926970978507849,0,0,0,0,0,0.291105343246789
DXY.INDEX,0.0130312773238007,0,0,0.00343417539096189,-0.00645741755083961,0,0,0,-0.0122041341865735,0,0,0,0.000760982405492581,0.0707959072404634,0.0234724220627068,0,0,0
SPX.INDEX,0.0126752876022559,0,0,0.00637740657172009,-0.00245167272201123,0.00520669864070797,-0.00396707847940802,0.00067790313912863,0,0,0,-0.0010744104600032,0,0,0,0,0,-0.0236397577573051
VIX.INDEX,0,0.173977631654872,0,-0.112645012042389,0.00183817761282912,-0.331788638547987,-0.179564136365265,0,0.0493968659256323,0.0605072338510273,0,0,-0.0248524512579109,-0.458730811054724,0.310374544057479,0,0,0
