,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.449208429486832,0.00563474728942959,0.0974284451132169,0.289227389240824,0.0686593956913428,-0.0327787760337577,0.0327633942426062,0,0,0,0,0
XRP,0.00000000000000000693889390390723,0,0,0.22263967502696,0.23865681954091,0.410196631405363,-0.234621455186491,-0.114832662143673,0,0,0,0,0,0
LTC,0.665338093725606,-0.0486821390445114,0,0,0.0606348236379746,0,0.0437539526577991,0,0,-0.249074204880119,0,0,0,0.0572658181596644
DASH,1.03157111272274,0.173957009876197,-1.25071155580368,0,0.0892081785511751,0.939384549706375,-0.105924668091175,0.159156686213044,0,0.853920614279792,0.334755237482515,0,0,0.0268643095105863
XLM,0.516461413895737,0.523175116068785,0,0.195159702975353,0,0,-0.0778244095685489,-0.211129953597277,-0.0647836214095661,0,0,0,0,0
DOGE,0.505424369420984,0.0215379001156094,0,0.046134226418236,0,0,0,0,0,0,0,0,0,0
XMR,1.17238776647845,0,0,0,0,0.2104044922677,0,-0.0672667374409555,-0.0966897649545279,0,-0.0366366771357075,0,0,-0.561344465227365
XEM,0,-0.480694979924965,0,0.622979311104178,-0.420691027118161,0.971955464100175,-0.109382945734647,0,0.199722042863213,0,0,0,0,0
DGB,0,0.509838458614943,0,-0.318976269027483,-0.214153886444491,1.64164376382507,0.284939764586782,-0.359773132185375,0,1.61684067202689,0,0,0,0
BV010082.INDEX,-0.112685779063614,0,0,0.00957633912992786,0,-0.0298647934335719,0,0,0.0216358238441888,0,0.10439568698437,0.099407255391335,0,0.00143604732274713
CVIX.INDEX,0.421487418161814,0,0,0.0133877654512441,-0.220427981844687,0,-0.00272700347501066,0,-0.00542418600457872,0.218969181945254,0,0,0,0
DXY.INDEX,0.065973322527565,-0.0100302337277725,0,-0.00317156680754358,0,0,0.00796681830355152,0,0,0.137787526865499,0.112382733720856,0,0,0.0291410064701865
SPX.INDEX,0,0,0,-0.0118587580500372,0.0103800439332256,-0.0375251054318346,0.00316034447188629,0.00239955350255755,0.0087314601025324,0,-0.0157251654327378,0,0,-0.10509291402384
VIX.INDEX,0,0.242924282954933,0,-0.00000000000000000346944695195361,0,0,-0.116854973873448,0.00110716710706451,-0.0520878596706689,0.254890624210197,0.094428859818249,0,-4.44748472501765,0
