,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0242908411978962,0.675898960580973,0,0.0132044222586028,0.0466964234354212,0.0764574857669715,0,0.0675783160075486,0,0,0,0,-0.0478068472324709
XRP,0.456265369696438,0,0.255347614703716,0.129868999377741,-0.0188680087615761,0,-0.183120413880006,-0.144221544150674,0.0277149045701334,0.955423945470018,0.00054851280296098,-1.51379861692271,0,-0.256112162549972
LTC,0.748094525177677,0.137184585321778,0,-0.00792539119634428,0.0962532583929411,0,0.0717011984167219,0.0370592437638439,0.0630386871682295,0,0,0,0,0.10145801641098
DASH,0.770387015113635,0,0,0,0,0.247242821895003,-0.066958400941379,0.00982475002484585,-0.0921381326897188,0,0,0,0,0.0401204552093041
XLM,0.778295697901286,-0.315452464889103,0.576402376952615,-0.0558986975320974,0,-0.00000000000000000346944695195361,-0.338014754092827,-0.0251500087268623,-0.242907151204317,0,-0.841330869508489,0,0,-0.153458009968002
DOGE,0.0690687903955635,0,0.585016321081066,0,0.03973962693905,0,0.0349019986248992,0.0322555073855545,-0.0581427304717485,0,0,0,0,-0.0814963658924298
XMR,0.254463875006908,-0.451516944393293,1.32922556906541,-0.215246135572728,-0.206337247498431,0.247422426899882,0,-0.0263932958686492,0.0976099080820832,0,-0.817771701664843,0,0,-0.828715948725869
XEM,0,-1.08196633672988,0.978940122267841,0.212868395994595,0,0.813547253217362,-0.376070719660657,0,-0.0870295529648065,0,0,0,0,-0.58790533197104
DGB,0.363497535333385,0,0.302355508384688,0,0,0,0.0872871141213809,0,0,0,0,0,0,0
BV010082.INDEX,0.0403091228875832,0,-0.143535816057128,0,0.0071776440126623,0.0523483494070727,-0.0391673332330896,-0.0105803211497317,-0.0123201732320372,0,0.0710341812796599,0.723605413695254,0,0.0777177354093242
CVIX.INDEX,0,0,0,-0.0461397474695833,0,0,-0.0587858946894862,0,0,0,0,0,0,0.0807736570923465
DXY.INDEX,0.0116044023864406,-0.0130585311843081,0,-0.022383197136876,0,0.00173506131818322,0,-0.0157882051481235,0,0.0974313868440657,0,0,0,-0.00189717195602909
SPX.INDEX,0,0.00437165851630002,0,-0.00649669354281378,0.0105799169114714,0,-0.00504095180567567,-0.00385515033293773,0,0,0,0,0,-0.0973046999235727
VIX.INDEX,0,0,0.104066488280828,0,0,0,-0.276383708923882,0,0.0166818575614899,0,0.0680683749278534,0,-3.05235750216971,0
