,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.164022499857996,0,0.119721190896578,-0.0298609670935392,0.170326215488834,0.234044732705579,0.181505130597204,-0.129631922379429,0,0.171240949820923,-0.381814591140035,0.0822193315262355,0,0,0,0,0
ETH,0,0,0,0,-0.0889206808078394,0.822871328394174,0.285324571170643,-0.0402289584361301,-0.0758921579084475,0,0.15695938892114,0,0,0,0,0,0,0
XRP,0,0.0731735386939011,0,-0.177626422235065,-0.023121888216517,0,0,-0.0348390845421066,0,0,0.813656268500923,0,-0.318983141662346,0,0,0,0,0
DASH,-0.25695454733247,0.0407666396676988,0,0,0.0678905713653616,0,0,0.104997034723742,0.154817245996179,-0.14111599893144,-0.12389682214468,-0.0359202890423175,0.0692920562878633,0,0.668813334153807,0,0,-0.131167433225579
LTC,-0.343011777027116,0,-0.0527279839890992,0.085040917137254,0,0.121811258254837,0.197262378518521,-0.0333529493382863,0,0.397946676928251,0.204424378515934,0,-0.0545623618369046,0.209045878322426,0,0,0,0
XMR,0.0446039698749993,0.320724797201297,0.0245144816063306,0,-0.0365789561091879,0,-0.14038088805706,0.314618387927293,0.177331257168135,0,0,-0.0957631986445219,0.086808440817626,0,-0.141164642427754,0,0,0
ETC,0,0.286127737405666,-0.0184204477225846,0.134045279782158,0.15116584802015,0,0,0.0401368569514828,0.0148320318111298,0.0491753267515116,0,0,0.0820227464672433,-0.483778430059372,0,0,0,0
XEM,0,0.0441854240461892,-0.00309600264605915,0,0,0.255708598094593,0,0,0.118654034803716,0,0,0.217324397040113,0.189462294751054,0,0,0,0,0
ZEC,0,0.0493646198870494,0,0.283075901693798,-0.107520264497716,0,-0.0378427080707309,-0.0192613476557268,0,0.27209417496465,0,-0.0146818185509156,-0.106784529634911,0,0.0681299577910967,0,0,0
DOGE,0,0.134584961660598,-0.0277039531028355,0.114778514947629,0.277834654413427,0,-0.124220208455119,-0.155385185738733,0.25578661314566,0,0.277775539005833,0,0.0219553757588521,0,0,0,0,0.299260727214328
XLM,0.290399349686683,0.0267298533049422,0.295252022097998,0.000939423141834284,0.186057395006453,0,0,0,0,0.429865227154281,0,0.0442515802974335,0,0,0,0,0,-0.206787591652911
NEO,-0.0384274929988122,-0.241800594789565,-0.105575359263901,0.0293285257388511,-0.198204117162275,-0.297915621591954,0.278577124780821,0.0953251701241952,0.143318492045207,0.234526204347726,0.184497643048954,0,0.0160930466607644,-0.360557212299976,0,0,0,0
DGB,0.251005571264027,0.0505261657272131,-0.117980893672123,-0.104987188326109,-0.219917833052749,-0.150403054053938,0,0.067105093276026,0,0.0360250165622347,0.351803521950267,0.110335728485541,0,0,0.321312272367844,0,0,-0.611134442835373
BV010082.INDEX,0.089164304137672,0,0,0.0071169857817347,-0.0110424552762101,-0.0250885579124814,-0.0818795981388764,0.0180774857380574,-0.0247754943839552,0.0246691975734344,0,0,0.0315533869133386,0,0.200616124913298,0,0,-0.0310270590466276
CVIX.INDEX,0.0395557424654371,0.00000000000000000346944695195361,-0.022691818897474,-0.0152650413782503,0.0553254882032197,0,0,0,0.0970301798234772,0.127829253863788,0,-0.0971380568502676,0.00975427777877457,0,0,0,0,0.300612810059344
DXY.INDEX,0.0144147313722006,0,0,-0.00671582461345412,0.00610448094462238,0,0,0,-0.00406856087750007,0,0.000849694692798244,-0.00760616988046504,0.000817142103611756,0.0756453345003501,0.0161643843530645,0,0,0.00863140781245932
SPX.INDEX,0.0104690030238318,0,0,-0.00207063643662444,0.0063417723290171,0.00621319611086986,-0.00387105228722319,0,-0.00140110854383455,0,0,0,0.000801401795307708,0,0,0,0,-0.0233092584155561
VIX.INDEX,0,0.0548875303433874,-0.0301117871464032,-0.0633586276687861,-0.0431167375840192,0,-0.234456264433009,0,0,0.107177981643084,0,-0.0159201894272506,0,-0.425236528404024,0.630457790211419,0,0,0
