,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0435781916734332,0.260174718469375,0,0.0180424431266522,0.0298111694443384,0,0.153522344069146,0.0396424772506137,0.0134654929055068,0,0,-0.0631342789922028,0.102558618570613,0,0,0,0,0
ETH,0,0,0,0,0,0.0943094576101054,0.253444454964048,0.0313859765264462,0,0.0605752786031862,0,0.0970840000029543,0.172643373887528,0,0.0310848872894825,0,0,0,0,0
XRP,0,0,0,0.0150234219169476,0.247321528270595,0.280105948222223,0.0257416622661153,0,0.0339436316022717,0.0271763146214245,0,0,0,0.252240810647494,0,0,0,0,0,0
LTC,0.266299871612281,-0.053858193186421,0,0,0,-0.12985444646196,0.230336051555628,-0.0222452500931172,0.0374718607432947,-0.000000000000000000867361737988404,0.125231329300519,0.0344985738060683,0.178651047470591,0.0256650693300669,0.00767516177630749,0,0,0,0,0
XEM,0,0,0.359559908670091,0.148689506888183,0,0,0,-0.0195493750633438,0.270746426971104,0.00404585791930648,0,0,0,0.0428987575518315,0.0281234695047473,0,0,0,0,0
DASH,0.0810977550107846,0.0944725917528983,0,0.151622639365797,0,0,0.188588559824757,0,0.166275504379082,0,0.0278525339891664,0,0,-0.0416058321484611,0.126721283228679,0,0,0,0,0
ETC,0,0.202732968361377,0,0.108864291976718,0,0,0,0.0452890460308336,0.289049210756095,0.0277571674685876,0.0173822318672971,0.0455037138097723,0,-0.114989662231146,-0.0103315156428542,0,0,0,0,0
MIOTA,0.165899293190169,0.0588479442985227,0,0,0.000000000000000000867361737988404,0.28136523347351,0,0,0,0.0490664508483604,0,0.141413251797014,0.278241964217221,0.120192577972476,0.140320055954574,0,0,0,0,-0.0623448631219024
XMR,0.0754002615868775,-0.0211681953936664,0,0,0.167924437834245,0.381395642475027,0.05286907099098,0,0,0.0139622898200066,-0.00674456889115405,0,0.0212179361896692,0.181381083467125,0.0429491214581644,0,0,0,0,0
EOS,0,0.389871801852689,0,-0.180051461910517,0.296249009292933,0,0,0,0,0,0.120709210837409,0.0990225309539611,0,0,0.176095496119135,0,0,0,0,0
NEO,0,0,0,0.139110078029305,0,0,0,0.0691883700791879,0,0.0445001203519706,0,0.515342045284112,0,0,0.0408165141907472,0,0,0,0,0
ZEC,0,0.162099343960971,0,0,0,0.109094806976079,0,0.127089246392531,0,0.0165090139637293,0.051640982315036,0,0.0547482061695997,0.14568773568553,0,0,0,0,0,0
DOGE,0,0.0178681103507003,0,0.00483864111506084,0.474065189199116,0,0.120640834865156,0.0501213363498346,0.0873754722322452,-0.0644188932433033,0,0,0,0,0.0981279325607941,0,0,0,0,0
XLM,0,-0.0292068488560708,0.582902129772974,0.113956600892076,0,0,-0.163584911536099,0,0.589435468255103,0.0619751459417593,0.0196057567192594,0,0,0,0.10771710247201,0,0,0,0,0
DGB,0,-0.475657657236312,0.13508827036506,0,0,0,-0.00581232986615027,0.325520829793992,0.222787937965117,0.172652976343281,0,-0.581961906164039,0.524877794510477,0.620184626882411,0,0,0,0,0,0.356332239307774
BV010082.INDEX,0,0,0,-0.00000000000000000010842021724855,-0.00592655634224368,0,-0.0176489577754124,0.00977091622607387,0,0.00652197581694926,-0.0108247548149705,0.020055871148155,0,0,0,0,0,0,0,0.0220084857460414
CVIX.INDEX,0,0.0267093802114436,0,-0.0103760111951112,-0.0154011331107886,-0.0306237752853288,0,0.0293294588002227,0,0.0244298940065147,0,-0.0570978665632181,0.0914017419811766,-0.00748601195258732,-0.0468676328979872,0,0,0,0,0
DXY.INDEX,0.00375038176629177,0,0.00523160648748991,0.00625869245893251,0,0.00206079086655371,0.00044508245122067,0.00546767564735512,0,0,-0.00489361427660029,0,0,-0.00386553041544584,-0.00229078756264042,0,0,0,0,-0.00403702499822404
SPX.INDEX,0.00365711778862202,0.00311374884990022,0,0,-0.00523825602651298,0,-0.00495485107340971,0,0,0.00151621904704333,0,0.00338538059950744,0,-0.00136721832221409,0.00139751834811541,0,0,0,0,-0.061483607783885
VIX.INDEX,0,0.186062301153494,0,0,0,0,-0.00611374467739239,-0.0387161663950835,0.134709247683723,0,-0.0672371578688029,0,0,0,0,0,0,0,0,0
