,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0242889097854353,-0.0538271108283484,0.609215407373336,0.0435312043472616,0,0.0295806708323343,0.112910425195295,-0.0439499782850059,0,0,0,0,0,0
ETH,1.03338158960151,0,0.11982376554024,-0.55695470469206,-0.0356613493932022,0.748296750333375,0,-1.48927552651975,0.0623241928831059,0.30180086288472,0.400708395848946,0,0,0,0.200799739173576
XRP,-0.239818787577719,-0.0205734938164451,0,0.276980888696266,0,0.0978314808217635,0.155180493841508,-0.049076872588356,0.0883689443024463,-0.0928129724076676,0,0.493290502402079,0,0,-0.0858868226631407
LTC,0.616245922897094,-0.053181175473865,0,0,-0.0392512876096712,0.00312026767051686,0.150230227613906,0,0.116551936241002,0,-0.172168837485362,0,0,0,-0.142570556709447
XEM,1.25211673099647,0.0514917807833436,0.390290363255325,0,0,0,0,-0.0647889354978408,0.455688149624214,0.381299615890186,0.577005639929514,0.572500534143969,-2.51489764555764,-4.13770098725564,0.0120270681569177
DASH,-0.435482266221525,0.0371351272756247,0.305028093441156,0.368270556166029,-0.0165161577028235,0,-0.0177072036659423,0.137631093733875,0.0823634770100285,0.132595886438951,-0.473618839553563,0.0684469036135162,0,0.834134541163101,-0.00740767894641933
DOGE,0.300979459919571,0.0458298302465812,0,0.32477948489303,-0.100987695740406,0.00691269154676592,0,0.0278261554205284,0.142556443154296,0,0,0,0,0,0
XMR,0.510260856641939,-0.164322942151173,0.247784143468212,-0.0982933308239524,-0.0665826261922036,0.454406378214852,0,0,0.00259098017978095,0,0,0.119044976935945,0,0,-0.0641398755183913
XLM,0.228622136866832,0.182796418623988,0,0.114013261522033,0.143436920497818,0,-0.106382319996118,0,0,-0.272528134485059,0.0836205467432203,-0.0948749525819021,0,0,0.129666056391224
DGB,-0.7283429297786,0.246489849066812,0.0401014713017454,0.576545021616871,0.126485768284381,0,-0.101562405510138,0,-0.166691221168079,0,0,0,0,0,0.0846818692177594
BV010082.INDEX,-0.29170445985849,0.00668017921383886,-0.0739695700491414,0,0.0384739364701199,0,0.0335211287102022,0.0140548488774156,0.0299611144534654,0,0,0.0462139214160993,0,1.12684087381355,-0.0236480327831686
CVIX.INDEX,0.292048130047428,-0.113421027467564,0.0942226873362332,-0.351689832436915,0,0.276753048080033,0.105118655380964,0,0,0.0334261825462509,0.18000719126426,0,0,0,0.175488862256418
DXY.INDEX,0,-0.0148750904059838,0.00579292444005814,0,0,0.036976150490816,0,-0.0331713970253361,0,0,0,0.0417231791257018,0,0,-0.00161902556477082
SPX.INDEX,0,0.0000000000000000000067762635780344,0,0,-0.00596330784219527,0,0,0,0.0157000943394925,0,0.0111527657128518,0,0,0,-0.0826408375385416
VIX.INDEX,0,0.374673183751346,-0.718363441948392,-0.0402626823028908,-0.108161454108011,0,0,0,0.420698519249083,-0.237933322496789,0,1.22078268827574,0,-1.90199691023263,0
