,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0196808985221984,0.13430065854393,-0.0860898528064454,0.140105024441677,0.12026292297871,0.158535407187738,0.145910530597377,0.0250787661182754,-0.0203956444670198,0,0,0,0,0.0334296062256194
XRP,0.697740107977478,0,-0.304199752844476,-0.099029426680335,0,0.927459193012393,0.477350259347016,-0.34019020722516,-0.00369408436483144,-0.134029874049771,0.0782967171638464,0,0,0,-0.133611144223173
LTC,0.301432861981068,0.165692552316023,0,0,0,0.189803424525193,0,0,0.0151852966781203,0.117320049961129,0,0,0,0,-0.0349438698131147
ETH,-0.888093752584748,-0.308188904311149,0,0,0,1.18694908171637,0,-0.141704428201579,-0.0194509964171278,-0.275588165579952,0,0.553181876462208,0,0,-0.340916702786551
DASH,0,0,0,0,0,0.409606984942937,-0.132638521714032,0,0.0341949233009067,0.100215179709875,0,0,0,0,-0.134204591206747
DOGE,0,0.141437609536203,0.470886976546533,0,0.10014966064158,0,0,0,0,0.00416431536258462,0,0,0,0,0.01910416509333
XLM,0.291816053677098,-0.204262308309033,0.0150085816705465,0.141844457000267,-0.00773271302080984,0,0,0.153281960376948,-0.00829793030612258,0.106998806444426,0,0,0,0,-0.17048656456038
XMR,0.474521504733885,0.0467791332698436,0,-0.0359859430008906,0.327202387697805,0,0.506420991791181,0,0.0798894929551453,0,-0.44384950945817,0,0,0,0
DGB,0,0,0,0.036460345851389,0,0,0,0,0,0.475146163165284,0,0,0,0,-0.248281272912307
XEM,0,0.330879049248923,0.0452244981385337,0.00716335989296217,0.500505330477544,0,1.18214164815089,-0.0829135324248837,0.145709053492258,0,0.514783824813426,0,0,0,0.151383133233683
BV010082.INDEX,0,0,0,-0.0261402407017278,0.0451347456430911,0.171761293037862,-0.130752565233483,0.0623731043000186,-0.000898704540646845,0.104938657569022,0,0.0882764978018709,0,0,-0.0580898880366081
CVIX.INDEX,0.164568346715762,0,0.0649940445628926,0.0563276867547699,0,-0.259529931339052,-0.218748319709122,-0.0316533755166418,0.0235885173507338,0.0560535135678587,0,0,0,0,0
DXY.INDEX,0,-0.0177177136429202,0.0142404313829212,0.0110745763134435,-0.00386296461425639,0,-0.0385311498914507,0.0377271136157128,-0.00556473173911529,0.0146334327824847,0.0436855650498798,0,0,0,-0.0154132855528924
SPX.INDEX,0,0,0,-0.0104958194728398,0,0,0,0,-0.000000000000000000216840434497101,-0.0110900318566922,0,0,0,0,-0.12007870571986
VIX.INDEX,-0.410685900262026,-0.306518709810276,0,0.0459129941370939,-0.231478120418441,0.350284675390437,0,0,-0.0236439924674506,-0.00379191071330921,0,0,0,-3.64123705138505,0
