,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0174597078826652,0.133018796474437,0.109694517004244,0,0.102400127488795,0.052858606077779,0,0.00301837471840989,0,0.0675756120614239,0,0,-0.0509051710154471
XRP,0.538267974752044,0,0.111738458116508,0.194385267243844,0.161162507962866,0.148353884683025,0.067847714584574,-0.13306546104892,-0.244068618251591,0,0.324354263602917,0,0,0
LTC,0.850207070402945,0,0,0.0906664407040193,0,0,0.142168310931322,0.0991163625591065,0,0,-0.118503769731833,0,0,0.218371693448745
DOGE,0,0.052739954282143,0.296181306628345,0,0.306813851805381,0,0.137974569369212,0.267270375021722,0.0389580256218325,0.713361468179735,0.550061725140736,0,1.64649483675079,0.2215304849466
XLM,1.46908474451592,0.438399396497486,0.154885354519612,0.0588273905379229,0,-0.324419230880266,-0.306869323564131,0,-0.146416219791268,-0.0416932252886969,0,0.344573412771036,0,-0.229519778209264
DASH,0.554915351071335,-0.086250113357824,0.226861326019335,0,0,0,0.0173032143692605,-0.0929697610884886,0,0.872298234971602,0.00285631074231067,0,0,-0.157284732816263
XMR,0,0.202695562578627,0.194353754332129,0.0965632902391183,0,-0.284376343946831,0,0,-0.101143516018072,0,0,0,0,-0.318145283063713
XEM,0,-0.283670136422281,0.225565746483229,0.549529552397186,0,0.49697164902599,0,0,-0.315520368909815,0,-0.236722171603166,0,0,-0.123538652269468
DGB,0,0,0.123308153814858,0.16667827762103,0,0,0.304392916665404,0,0,0,0,0,0,0.119618728439109
BV010082.INDEX,0,-0.0228900563116993,0,-0.0751881325856453,0.0282754199510166,0.0457212270595137,0.0454704274149518,0.0267127504601181,0,0,0.145103251831562,0,0,0.0472999855086076
CVIX.INDEX,0,-0.0363599772003988,-0.0164266611971301,-0.0204420364616682,0.124813526195504,0,-0.0276123352984402,0,0,0.764159714672613,0,0.114728768045878,0,0.121251942988475
DXY.INDEX,-0.0709383575880566,0.00135717250444267,-0.0352540465141902,0.0386676418831552,0.0247082301942425,0,0,0.0121544857370934,-0.0164201334947757,0,0.113914191655871,0,0,-0.0157723437528889
SPX.INDEX,0,0.00463594309805809,-0.00926188131060599,0.0172637208816641,0,0.00192852570540474,0,0.00458015654604003,0,0,0,0,0,-0.0881860566632538
VIX.INDEX,0,0.0591457661963862,-0.133468040392818,0.175134219240415,0,0.00967689008040432,-0.226155510300889,0,0.225746896321815,0,0,0,-8.02105969416978,0
