,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0497217984411533,0,0,0,0.224790133307935,0,0.140368953276415,0,0,0.154113904110248,0,0.0145214011323821,0,0,0,0,0,-0.0203335894814177
ETH,0,0,0,0,0.129372654517227,0,0.180620264960023,0.371720934743154,0.0109602778099613,0.0275657824960324,0,0,0,0.21146499477703,0.0612476500276195,0,0,0,0,0
XRP,0,0,0,0.156197161969492,0.0199812841977203,0.0817506051654192,0.12237212515472,0,0,0,0.213907272403489,0,0,0.196747995194302,0.0827105123526956,0,0,0,0,0.0354819680169601
BCH,0.156917227422484,0,0.103904628544799,0,0.238021644113033,0,0.232485967273515,0.181709602196214,0,0.0339712279014595,0,0,0,0,0,0,0,0,0,0.0620940157565828
EOS,0.22453513811184,0,0.0515527619769114,0.0000000000000000138777878078145,0,0.10488248514984,0,0.211713172365542,0.0883658779688191,0,0.184221890632193,0.103052699459391,0.192201657752599,0,0,0,0,0,0,-0.135106773784321
XLM,0,0,0.231102996401781,0,0.112870987276367,0,0,0,0.197347190979119,0,0.00161053642350106,0.198502996409571,0,0,0,0,0,0,0,0
LTC,0.085451233818325,0.165179349860354,0,0.276355643612651,0.102692669735195,0,0,0,0.0812591500698217,0,0.137311365650545,0.0106720077247884,0,0,0,0,0,0,0,0
ADA,0,0,0.0608571572813284,0.280698192006654,0.171294078199734,0,0,0,0.035193962420427,0.11778640071786,0,0,0,0.0759522503493262,0,0,0,0,0,0
XMR,0,0.120158312645161,0,0.055242521700835,0.304578916350234,0.0915607028947761,0,0,0,0.102460110182207,0.0433177374839812,0,0.0454279786508804,0,0,0,0,0,0,0
DASH,0,0.371700083508274,0,0,0,0,0,0.0837548528537376,0,0,0,0,0.319794352675144,0,0.0520257955079929,0,0,0,0,0
MIOTA,0,0,0.0919723492574865,0,0,0.147393080149571,0.20982354139568,-0.119980480989208,0,0,0,0.41576505646676,0.346464691508482,0,0,0,0,0,0,-0.0342731716930043
TRX,0,0,0,0,0.286011472342029,0,0,0,0,0,0.000000000000000000867361737988404,0,0.504083037085191,0,0.0665761521446666,0,0,0,0,0.00343909463245361
NEO,0,0.00204365825537522,0.0571311668643225,0.13211950843167,0.0059390195603299,0,0,0.147679965874671,0,0.1265651104024,0.267163089397068,0.192487219175077,0,0,0.135170719100129,0,0,0,0,0
ETC,0,0.258589548870636,0,0,0.133392409126799,0.257021867394848,0,0,0,-0.0715855755226067,0.265947149174807,0,-0.0987750334544427,0,0,0,-0.317417167833821,0,0,0.179678079297676
BNB,-0.063261349021961,0,0.0035851452095623,0,0,0,0,0.36997927952048,0,0.288841901513909,0.143413808526388,0,0,-0.0688994993692646,0,0,0,0,0,-0.0812593769796255
BV010082.INDEX,0,0,0.0356895816483945,0,-0.0316538997794361,-0.0450797607795662,-0.12438066208551,0,0,0.00853055307475085,0,0.0464353297080881,0,-0.0124739361405014,0.103087943998529,0,0,0,0,-0.0731273218581974
CVIX.INDEX,0,-0.103947011371874,0.0402655322039533,0,0,0,0,0.0428454184100108,-0.0176119462496756,0,0.0575248372419478,0,0,0,0.0276690682757993,0,0,0,0,0.0798410482027755
DXY.INDEX,0.0169717196576257,0,-0.0188810444757317,0,0,0.00637880547712744,0.00280261898854413,0,0,0.00677491286716744,-0.0147550086087119,-0.0175790525115194,0.0165360858719193,0.00685537992973535,-0.00181152378098946,0,0.0891310990903157,0,0,0.00000000000000000010842021724855
SPX.INDEX,0,0,-0.00272546182717415,-0.00372155402627476,0.0280185021431167,-0.0175044344862608,0,0,0,0,0,0,0,0,-0.0231198667009227,0,0,0,0,-0.0491959912340546
VIX.INDEX,0.240557166272225,0,-0.13818203128036,0.68418884038712,0,0.0842613964257159,0,-0.0579343232059027,-0.385981314439907,-0.284900564477844,0,0.345032564361344,-0.64203857408071,-0.237956092780925,0.541888470390037,-0.709341410315563,0.171509363797477,0,0,0
