,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.72473935785467,-0.0136473472345403,0.119286919600493,0,0.257146763878369,-0.00000000000000000173472347597681,0.0335708829353235,0,0,0,0,0.0155748528382077
XRP,0,0,0,0,0,0.0921039583784994,0.370497365340923,-0.117279666903292,0.0628166887006258,-0.011137232001084,-0.190889337519066,0,0,0,0.00000000000000000010842021724855
ETH,0,-0.093361356059218,0,0,-0.157104519281138,0.08348297181764,-0.104700386730061,0,0.0137098504509145,0.0936161394961004,0,0,0,0,0.183245905053275
LTC,0.705087603732424,0,0.0302273931686597,0,0.064748304125173,0,0,0,0.0238038733040724,-0.0288469719720869,0,0,0,0,-0.0318647172461761
DOGE,0,0,0.050468852545416,1.02609350241558,0,0.0744170440373334,0.371109777613084,0.169884560507731,0,-0.28788150467609,0,0.476815194223169,0,0,0
DASH,0.630920553997963,0.259458713955972,-0.387195988199338,0,0,0,-0.320280930467406,-0.383055916216279,-0.098925809305949,0.0495470795679614,0.289078165355455,0,0,0,-0.0255550559396757
XLM,0,-0.113091332303221,0,-0.174992111558834,0.299610022884485,-0.142677966270531,0,-0.016068917139702,0.120956098146496,0.180537699020963,-0.259834584568955,0,0,0,-0.0612726740969802
XMR,0.405849792281632,0,-0.157085632292639,0,0.070220877034185,-0.0798352825602016,0,0,-0.0676366869229995,0.106498919295438,0,0,0,0,0
XEM,0,-0.00000000000000000693889390390723,0.0274756937238736,0.118026482793992,0,-0.131695194185805,0.134619947399516,0,0,0,1.23660047552869,-2.9244300970302,0,0,0.1820183504332
DGB,1.11655420197675,0.228674379604347,0.03662638526789,0,-0.337087426546378,-0.0997223058192579,0.235355883618121,-0.149513004689159,0.123983487203954,0,-2.44329938118109,0,0,0,0.0954486708182791
BV010082.INDEX,0,-0.000000000000000000867361737988404,0,0.0846625028026059,0.0330543770506714,0,0.0116920886772546,-0.0254038819536237,0.0155116941693078,-0.0536743380107845,0,-0.294822359209916,0,0,-0.019923039430153
CVIX.INDEX,0.0537357021829167,-0.093418197968101,-0.0252016919261298,0,0.00544015880266475,-0.0313006655400805,0,0,-0.0291878013046031,-0.0347023163855156,0,0,0,0,0.126070912441596
DXY.INDEX,0,0.00426438836928099,0.00482147389930978,-0.0110449330154656,0,0,-0.0420489974830033,0.0321756937936615,0.00244487267131208,-0.000507331838505921,0,0.0808327586288755,0,0,-0.0337664962478185
SPX.INDEX,0,0.0253131549114964,0,0,-0.00577725733486491,0,0.0122061155257409,0,0.00122114347330966,0,0.0231746294129883,0,0,0,-0.121686895655128
VIX.INDEX,0,0,0,0,-0.00761856438057772,0,0,-0.212734292870324,-0.101809098131192,0.267203795683927,0,0.25628343283313,0,-3.55224919078532,0
