,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0365150861606897,0,0.267704737079966,0,0,-0.0196346809004937,-0.0270219294603771,0,-0.0000000000000000000271050543121376,-0.166998538886428,0,0,0,-0.0513302012999103
ETH,0,0,0,-0.0787828663724792,0.45514827414754,0.0948940663761172,0,0.459486925746827,0,0.00834836799799782,1.34247224826535,0,0,0,0.164442054238046
XRP,0.118650599640443,0.00295546787895817,0,0,0,0.176631834780348,0.105588652017858,0,0,-0.157149040893093,-0.347620127144319,0.211275257147598,0,0,-0.0676023269134499
LTC,0.606464639005103,-0.0155035438717145,0,0,-0.180675403132078,-0.158281458970593,0,-0.00722348012621945,0,-0.0356180871481281,0,0,0,0,0
DASH,-0.224065841493758,0.0791086632730382,-0.0995860549908458,0,0,0,0.0961877381457227,0.0680498153705013,0,0.122021954737891,-0.200194224160465,-0.356729755411436,0,0,0.175619002545614
DOGE,0.239039961921452,-0.0290740672465944,0,0,0,0,-0.08375699892856,0.014896970116735,0,0.0238485036030046,0,-0.236614644512461,0,0,0
XEM,0.538371667309289,0.136354474442212,0,0,0.569600681366366,0,0,0.117486094678335,0,0.143962528361033,0,0,0,0,0.254566147150397
XMR,0,0.346354127416422,0,0,0,0.350507142962161,0.00000000000000000173472347597681,0,0.572198769838866,-0.000000000000000000433680868994202,0,0.434884528834227,0,0,-0.0414545974886975
XLM,0,-0.0409406478579327,0.170313849583906,0,0.100851746093133,-0.114301313941674,0,0.155674258982052,0,-0.0648293785190374,-0.0164409334293003,0.355519202395515,0,0,-0.11514986854494
DGB,-0.610990888985108,0.16158721674676,0,0,0,-0.220864881676903,0.32675247182176,0.258500723136855,-0.327974114718868,0,0,0,0,0,0
BV010082.INDEX,-0.0975614107179714,0.13607592552903,0,0.0513070388052631,-0.14111932609824,0.0807019135809003,-0.0258092206408101,-0.0568080066629899,0.0911914956741218,-0.0761360480314313,0,0,1.08556010571703,0,-0.0407056051055277
CVIX.INDEX,0.0746969821968614,0.0655021560443809,0,-0.238014616068747,-0.154534853158329,0,-0.00000000000000000173472347597681,0,0.293982903105669,0,0,0,0,0,0.0666338888860252
DXY.INDEX,-0.00531590787704243,-0.0079236183101102,0.0428395917971627,0.0671692216660319,0.0172700049755101,0,0.0505802016940714,0,-0.0316744420261817,0.0167673383803086,0.158851939717807,0.0636423591015281,0,0,-0.023019539960644
SPX.INDEX,0,-0.011191299908792,0.0102414649291392,-0.0182736333434625,0,0,0.0311566041357273,-0.0258378986739616,0,0.0119075851911381,0.0209800861673279,0,0,0,-0.0822035211499291
VIX.INDEX,0,0,0,-0.278450383120471,0.178176893733546,0.200195688986217,0,-0.0840921785366181,0,-0.23426206466597,-0.443991674716599,0.837822535487686,0,-2.82609196039991,0
