,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0561127503812464,0.00170623905423231,0.350980349978824,0.0193678327785818,-0.00669187157236878,0,0.0692774319904301,0.129830615942285,0.0374946445506624,0.0687192224479455,0,0,0,0,-0.114163477877718
ETH,0,0,0,0,0.0400684597948648,-0.0407969363430308,0.130539041385377,0.220639284477429,0.468645964740679,-0.0677040039549319,0.270821421095675,0,0,0,0,0
XRP,0,-0.0533860254111539,0,0,0.030594820872578,-0.010008162478141,0,0.0433668768886949,0,0.146737648410349,0.0545513772982009,0,0,0,0,0.077416846593496
LTC,0.421254158322261,0.0219119794797796,0,0,0.0053041997830776,-0.00000000000000000346944695195361,0,0,0.103838497552487,0,0,0,0,0,0,0.00707161661308228
XMR,0,0.685916986338786,-0.380662981086058,0,0,0,0.586706552767422,-0.473149217955282,0,0.646578549136847,0,0,0,0,0,-0.159616871581096
ETC,0,-0.512200082315525,0,0,0,0,0,0,-0.900078814904109,0.354810639412048,0,0,0,0,0,-0.361206998614976
DASH,0,0,0,0,0.0449315035336571,0,0,0.153404412227053,0,0.146454752210844,-0.141385891500786,0,0,0,0,-0.235001910987812
XEM,0.225287619296623,0.241223773759702,0.0892154778182017,0,0,0.0337971525530061,0.298684846788706,0,0,0.0694393401293392,0.15458460644583,0,0,0,0,-0.143986066981073
DOGE,0.239541825371768,0.130155011836783,0.0984876239301034,0.0553843772917571,-0.03448289779472,0.021563939050637,0.0651224820530898,0,0,0.132810161169734,0.00841752629502326,0,-0.110599104444788,0.533708054105833,4.55192422706737,0.34119696365634
XLM,0.44821331568122,-0.0606977228288027,0.494496690006076,0,-0.00432089867773069,-0.0441629372440496,0.0918527497992479,-0.0301195943709605,-0.0675293793704675,0,0,0,0.191781067779367,0,0,0.0799441551876016
DGB,0,0.591128271236311,0.179211868839193,0,0.034642692123654,0.111682623980175,-0.160290287620875,0,0.247414395684866,0.306447946208951,0,0,0.599259328483146,0,0,-0.0241039168146923
BV010082.INDEX,0,-0.0470188420822923,0.00162604248899242,-0.0478448601166627,0.0187299044524484,0,-0.0117936324681279,-0.000152571651732711,-0.103236440823479,-0.0876818437066599,0,0,0.10060274365226,0.966770336197083,0,0.0485533769280847
CVIX.INDEX,0,-0.0670947665161052,0,0,0,0.000000000000000000216840434497101,0,0,0,0.0675969593288346,0.0728055790320812,0,0,0,0,0.156066207416899
DXY.INDEX,-0.0174146684811083,0.00119193955311696,0,0,0.00459552915964364,0.00273943624175845,0.0210399477350284,-0.00620839528574924,0,0.0441343597240038,-0.0279036694155483,0.182415578627112,-0.00492622807852304,0,0,0
SPX.INDEX,-0.0453173811370944,0,-0.0050581332660197,0,0.00239836356053839,0,0,0.00659269558370556,0.0177529650193003,0,0,0,0.0126497507147049,0,0,-0.0676623790191421
VIX.INDEX,-0.623023543020629,-0.0207585916487429,0,0,0,0.0750509706801463,0,-0.0529043804334983,0,0,0.10770950662424,0,1.30474153785207,0,-2.76098431483159,0
