,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.7317716795999,0.0567598765056771,-0.0164815418307547,0.0127684078123441,0,0,0.00177904280835673,-0.060887323495738,0.0417575071185261,0,0,0
ETH,-3.10047127986599,0,0.430212095450358,0.873165623709337,0.406841905699389,-0.0418466731765915,0.20671272144016,0.118739801444314,-0.295269654658361,0,0.874402401445824,-0.258548812231641,-2.63433579458264,0,-0.0721551739571079
XRP,0.0459094950647331,0.0248761350181746,0,0.327397727331328,0.0573599076385741,0.0172712655645167,0.0516084237353232,0,0,0.0208184923710214,0,0.132334819049246,0,0,-0.0210730571463628
LTC,0.46213914760004,-0.0202686711814993,0.0294880334965029,0,-0.018168123528981,0.028324753100124,0,0.00785958675318383,0.0236122691913223,0,0,0,0,0,0.00816048086198657
DASH,0.299856623455234,-0.138294547189179,0.106189818033288,0,0,0.211164881670111,0.0395605924481553,0.0170158888270938,-0.412454257400345,0.019856188335817,0.455020111447995,-0.693105170573671,0,0,0.346941837098542
DOGE,0,0,-0.399623035850244,0.77443808105361,0,0,-0.101547252069451,0.0329244308831458,0.155298911231054,0.0311462346239983,0,0,0,0,0.468623561426939
XMR,0,0.311585613301157,0,0,0,-0.206418304920186,0,-0.266440918524497,0.712844337525217,0.101263663507878,0,0,0,0,-0.188270913725352
XEM,0,0,0.312344008509988,0,-0.00501132160254151,0,0,0,0,0.14875593905534,0,0,0,0,-0.108081272965284
XLM,0,-0.0598550394744187,0.426406110925646,0.315071176055446,-0.582983208879361,0.160642335190924,0.055627832426475,0.188871150709395,0,-0.0245340859572672,0,0,-1.17760148686663,0,0.373383969558511
DGB,1.46222529026981,0.367733572400788,-0.333839537039924,0,0.141101587488238,-0.365778708919792,-0.524362796497938,0.185308533106377,0.273774532273208,0,-0.440169435362724,-0.919449658322379,8.57362432909031,-12.4883130021083,-1.7979480065315
BV010082.INDEX,0,0,0,0,0.145666053795521,0,-0.0524066099087808,0.0090960262959157,0,-0.105175907243192,0,0,0,0,0
CVIX.INDEX,0,0.000000000000000000867361737988404,-0.212063377721143,0,0.0473513666596938,0.119495534212981,0.0361333884940576,0.00785951368260944,0.0584533362677422,-0.0247454083211599,0,0,0,0,0.141092238306943
DXY.INDEX,0,-0.00131449689459401,-0.0681592736468298,0,0,0,-0.000000000000000000433680868994202,0.00774643610636465,-0.0135294752029188,0.00797479040774968,0.0539393662914852,0.000744813910278551,0,0,0.0165580183980169
SPX.INDEX,0,0.000849987696301634,-0.043604383340949,0,0,0,0.00569613731355494,-0.00212422770041027,0,-0.00421259916253287,0.0903580517252887,-0.0226677700509367,0,0,-0.144777779871479
VIX.INDEX,0,0.0706258289740175,0,0,0.133509515435675,0,-0.0439634188693674,-0.0128757141071797,0.264716855408918,-0.033930272836667,0,0.413289504579714,0,-1.04464324701357,0
