,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.114798806968002,0.133836774332548,0.552399486780911,0,0.159618487165204,0.0191882813156857,0,-0.0553005884668648,0,0,-0.0557390824844435
XRP,0,0,0.00378553518249787,0.190308537672506,0,0.197648173147097,0.162580921797011,0.0685346791483989,0,0,0,0,0
LTC,0.597148192968434,0,0,0,0.414000385104358,0,0,0.123477822149227,0,0,0,0,0
DASH,0.888015000846177,0,0,0,0,0.0813893407521184,-0.0931785029765862,0.086248496270178,0,0.182226562300669,0,0,0
DOGE,0.323521380322625,0.201351504522712,0.120334971068084,0.0144531027416299,0,0.0252070597492709,0.0794832887235586,-0.021528347815621,0,0.0999787395039743,0,0,0
XLM,0.217849359032109,0.81333987496979,0.00426279605573855,0.0633249690811532,0,0,0,-0.0585585941470472,0,-0.236375450556731,0,0,0.0147419057095992
XMR,1.00446208153543,0,0.0636475169136046,0,0,-0.0717706401439002,0,0.0602946295148287,0,0,0,0,0
DGB,0,-0.53974031243941,0,-0.258959292513886,1.5865866424807,0.367669252161661,0,0,0,0.573795395543998,0,0,-0.0508526227249987
BV010082.INDEX,0,0,0.0283657380060143,0.011304973115649,0,0.00751554554012395,-0.0745607739596836,-0.00101162104186483,0,-0.0208739093776355,0,0,-0.0293672445304661
CVIX.INDEX,0,-0.203857920798442,0.0411257255864254,0.151459371043017,-0.234429925056585,0.104637459086861,0,0.111673206492902,0,0,0,0,0.00489156735864035
DXY.INDEX,0,-0.0496676848015105,0.00663040991995486,-0.0163513784415252,0.0284999303930742,0,0.0413047188819101,0.000123678117366691,0.129953256082312,0.0121552664607745,0,0,0.0223701945974338
SPX.INDEX,0,0.031370591534945,0.000258941198120715,0.00803457875930297,0,0.0058092249530469,-0.0310307335956417,0,0,0,0,0,-0.104353627827661
VIX.INDEX,0,0,0.00730460247931243,0.0455249037363657,0.317088511311359,-0.0455991953394611,-0.29694017769009,0,0,0,0,-4.99881848054305,0
