,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.087159214831955,0.149149704114082,0.0401010806760525,0,0,0.0340411883880816,0.16669992180992,0,0,0,0,0
XRP,-0.111901477269025,0,-0.0346043531714875,0.00000000000000000173472347597681,0.036936880017623,0.508490760881155,-0.127110989666108,0.13067051823626,0,0,0,0,0,-0.0510712615191673
LTC,1.76313662615226,0.266414753223102,0,-1.51412104004248,0.232621453967541,0,0.0297285121396162,0,0.613836120031361,0,0.512850150824984,0,0,0.0802854174873923
DASH,0,0.166820366498183,0.195961890077143,0,-0.0675757448655811,0,0.152874694687475,-0.0416697547565559,0.180999058750137,0,0,0,0,0
DOGE,0,0,0.0938045619205484,0,0,0.496273431735379,0,0,0.215935983269036,0,0,0,0,-0.119210583541897
XLM,0.0154193123200963,0.416939354004376,0.0328964043170175,0.206568322809054,0.276250820531852,0,0.251434091329089,-0.00615745527058633,0,0.256152879701439,0,0,0,0
XMR,0.286421636998089,-0.062261870936584,0.0382949173041271,0.289292641393437,-0.0121870086686875,-0.28616232263768,0,0.226688251795675,0,0,-0.253516683863341,0,0,-0.0600139237773303
XEM,0,0,0,0,0,0,0.140479739868026,0,0,0,0,0,0,-0.203425991984107
DGB,0,0.310961639283206,0.0354823809904498,-0.321224857235067,0.175777744537466,0.164333321824083,0.59551755636877,0.094837601921584,0,0,0.257153520963576,0,0,0.0243954474429218
BV010082.INDEX,0,-0.0264517812442752,-0.016437378558626,0,0.010326701422439,0.035085540573242,0.0434337607050444,-0.0466956837945216,0,0,0.188003000242743,0,0,-0.10620242629938
CVIX.INDEX,0,0,0.030810410059724,-0.105207156759275,0.106915085473042,0,0.034689786079031,-0.118721141766546,0,0.667677513076329,0,0,0,0.0657871106463507
DXY.INDEX,0,0,0,0.0324441943239293,0,0,0.0264390141908882,0,-0.00695335268389382,0,0,0,0,-0.0072037593207948
SPX.INDEX,0,0,0,0,0,0.00852534156381819,0,0,0,0,0,0,0,-0.0682432184962492
VIX.INDEX,0,0,-0.0471763148311317,0,0,0,0,0,0.191750820935141,-1.24167607716794,0.4963142020561,0,-6.6685396334572,0
