,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.059452480092714,0.0294893128768952,0.0607388562012966,0.0622244772274047,0,0,0.0194127274766393,0.0980296318900206,0,0,0,0,0
XRP,0,0,0,0,0,0.111301676111589,0.252300413584433,0,0,0,0,0,0,0,-0.0502201895047385
LTC,1.21793703676758,0.153359566295865,0,-0.0472494393076418,-1.73644782481598,0.708215603835423,0,0,0,0.345572001255442,0,0.762230382184125,0,0,0.171145900225514
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0839884761979134,-0.0157384191597852,0,0.267486203718031,-0.161595666164638,0,-0.0703830507496861,0.259246118513059,0,0.446969232931737,0,0,-0.0788647854752422
DOGE,0,0.27749423695373,0.150494807627841,0.00771721117667561,0.450482486454138,0,0.147722669509464,0.000000000000000000433680868994202,-0.0254273462499029,-0.00147156896753003,0,-0.0491807478140062,0,0,-0.0103514877469529
XLM,0.386019762957619,0.0630478427132946,-0.0441049503614319,-0.0458238124749399,-0.109965633783279,0.232506220117147,0,0.0240983324797054,-0.0432433006182503,0.208344381739055,0,-0.476508809572969,0,0,-0.0936821323570605
XMR,0.803771719916479,-0.0804984669950079,-0.0174083882639391,0,0.0507634253170281,-0.136696905894365,0,0,0.0198868190129566,0.113274378066656,0,0,0,0,0.0385631095516064
XEM,0.426222881809287,0.0454357057549535,-0.205748302212693,0.0176928854113736,0,0,0,-0.229221197456806,0,0.0601529794799442,1.39422521381157,0.898182749603905,0,0,0.140790940175074
DGB,0,0.306669528412793,0.0930382404161254,-0.0281953925150856,0.174060256572068,0,0.416217960626285,0.42122099261385,0,0,0,0,0,0,-0.0091678864220582
BV010082.INDEX,0,-0.0611249526039271,0.0239478037623362,-0.0304000021997373,0,0,0,-0.0488869504668051,-0.0295491201810727,0.0793574614253657,0,0.0846228996480473,0,0,-0.0895679011648866
CVIX.INDEX,-0.0891179181981951,-0.183348649273545,0.0626572971611584,0,0,-0.137478015921242,0,0,0,0.118322312413389,0.185476819495792,0,0,0,0.0381108839485652
DXY.INDEX,0,0,0,0.0000000000000000000542101086242752,0.0348079199556457,-0.045663694073774,0.0168072452762902,0.00294243536294138,-0.00924815513968206,0,0,0,0,0,-0.00989048010719127
SPX.INDEX,0,0,0.0133181255134233,0.00200830716504953,-0.00342293583447423,-0.0242985836485377,0.0305956369542822,0.00807880029503901,-0.00615509462404389,-0.00507378588521592,0,0,0,0,-0.0740697652606546
VIX.INDEX,0,0,0,-0.0426932993960781,0,0,0,0,0,0.25797535457058,-1.14447675224968,0.326489464159157,0,-5.22622467636783,0
