,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0202227267908654,0.121196303946161,0.10536327743604,0.112390331850184,0,0.0814663958161833,0.0335038185600935,-0.0222794672350338,0,0,0,0,-0.0244432839571825
XRP,0.664218795796696,0,0.0938966579899119,0.152141927385704,0,0.201460649609844,-0.115096868759021,-0.17694827004051,-0.0567885866995177,0,0.0706004173807782,0,0,0
LTC,0.699950999741462,0.177480090679699,0,0.116997607610629,0,-0.244945744647583,0.0900379234573588,0.0769492655488957,-0.0249714502483651,-0.205156155661401,0,0,0,0.0608672154863511
DOGE,0,0,0.206545708815366,0,0,0.396599322907145,0.192424637642275,0.23614902217693,0.0931118028523179,0,0.520573440054742,0,0,0.0285119178530002
DASH,-0.00000000000000000693889390390723,0,0.122290754493681,0,0,0.493581143914157,-0.0406461126261576,0.0379117293945581,0,1.50098529880637,0,0,0,0
XLM,1.62673920201875,0.393379123919087,0.400502164097787,0.156014644071694,-0.400139347474237,0,-0.441130830354594,-0.137296435561689,-0.0991198791171942,-0.983847701776525,0.226650030203092,0.612668825834658,-3.72003447734085,-0.594359912152075
XMR,0.412111091364153,0.366040629358018,0.266919007622523,0.153208534634376,-0.361067840627459,-0.147356782925585,0,-0.0952856804364444,-0.190268700136378,0,0,0,0,-0.280572378418287
XEM,0.899066761576572,0,0,1.00689915997108,0.425070792740584,-0.195698651049158,-0.243138744952919,0,-0.575953194326237,0,-0.6614695059283,0,0,-0.109858921590672
DGB,0,-0.0153661719018987,0.340939624573496,0.0933785886118475,0.097827432188141,-0.0821346100114602,0.233368477590887,-0.111009994428449,0,1.34907902517721,-0.324481162870334,0,0,0.367341503874689
BV010082.INDEX,0,-0.030137073490302,0.0161663737348598,-0.0916996715842902,0.0322351076448321,0.0322673711578591,0.0398641517476372,0,0,0,0.271535887465768,0,0,0.00330793280059088
CVIX.INDEX,0.121913089428564,-0.113648138066308,-0.0742042808264727,0.0109781529081052,-0.187145589930552,0.196039164594623,-0.0790707582900545,-0.0394510157489583,0,0.508170977758241,0,1.00577772442797,0,0.0373794210669448
DXY.INDEX,-0.0342514673493435,0.000266002919337207,-0.0532388661260815,0.0507620773948867,0.0257214087561652,0.023660493383004,0,-0.00654331457946168,-0.0327303571617841,0.131819473684595,0.0839116286495615,0,0,0.0189929470555249
SPX.INDEX,0,0,-0.00706141071592646,0.0176383088293691,0,0,0,0.00419229752857466,0,0,0,0,0,-0.0863179315902149
VIX.INDEX,0,0,-0.176720051959575,0.184191086803758,0,0.128637341128436,-0.151761288008952,0,0.0748113440417623,0,-0.126431728119889,0,-8.91110153896667,0
