,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0320306762893232,0.00731932317691303,0.283598242364252,0.0321721080942845,0.0450760093898831,-0.0912268967918651,0,0,0,0.0195709397337717,0.00396500529138499,0,0,0,0,0,0
ETH,0,0,0,-0.0938973068831019,0.149319306940059,0.136310940966242,0.182235095823412,-0.0781107285903649,0.158484628103074,0.0499595254406727,0.0126968199528476,-0.0424987838961596,-0.0657325460074771,0.826417997435461,0,0,0,0.129150627855277
XRP,0,-0.413957554635396,0,0,0,0,0,0.162457239438993,0.106677170516835,0.381604465459697,-0.116248493107754,-0.055416798794615,-0.0878954820304873,0,0,0,0,0.0458044957089084
LTC,0.606622340300231,0,0,0,0.0667248763105277,-0.0399989087208836,0,0,0,0,0.0136462517260682,-0.000154046968443499,0.038508684188566,0,0.043237377504862,0,0,0.00708618799274544
ETC,0,0.269632154198477,0.125140144576352,0.0240358514532296,0,0,0.206161472406312,-0.0384711031221686,0.521027554481376,-0.0558458008363266,-0.0540183783157346,0.0336688348634712,0,0,-0.0551543846568913,0,0,0
XMR,0,0.899505036327773,-0.129553512062585,0.282772211091684,0.227842107811722,0,0.000491799437377325,0.00000000000000000693889390390723,-0.403901822924492,0.159344102316862,-0.0774803875031281,-0.0654395538472409,0,0,0,0,0,-0.0568546166975427
DASH,0,0,0,0,0,0,0,0,0,0,-0.0841855395546635,-0.0600291525523665,0,0,0,0,0,0
XEM,0,0,0.171348835273304,0,0.105664330745471,0.228255371320805,0,0,0,-0.196193320296036,-0.00846717598211457,0,-0.0397443907591343,0,-0.474605712492736,0,0,-0.00000000000000000346944695195361
DOGE,0,0.140653092674049,0.0606151421102322,0,0.0511266427960514,-0.179151800770469,0,0.0155217595441095,0,0,0.0209959059473166,-0.0126114899911491,0,-0.306876442958563,-0.0768322946907048,0,0,0.0228042159515102
XLM,-0.0000000000000000138777878078145,-0.0262655276643653,0.549537546782477,0,0.277814916871787,0,0,-0.221626278932104,0,0,0.0340325693015606,-0.0487283223835426,0.248760408481471,0.0429648773383701,0.23502622281484,0,0,0.0965477138036608
NEO,0,1.33197240985493,0,0,0,-0.875974954258999,-0.602808296408424,0,1.12179187121806,0,0,0,0,0,0.654212271450161,0,0,-0.268824063972721
ZEC,0,0,0.251217987670643,0,0,0,-7.07626360979997,0,0,0.191441962273945,-0.538801833305608,0,-0.368181176518261,1.27522199078545,-1.13637330584709,0,0,-0.878374013134417
DGB,-0.0377384422388261,-0.304037594105224,0,0,-0.0991672061345925,0,0.640014650684238,0.0922079015543256,0.459555240170161,0.231676334039553,0.0607680090256286,-0.0381238736480793,0,0,0.623696638237699,0,0,0.0914273782622104
BV010082.INDEX,0,0.087917899817907,-0.0775338147008208,0,-0.127588057054982,0,0,0,-0.139682165820602,0.0631466091175728,0,0.0110937492453078,0.0289114366304409,0,0,0,0,0
CVIX.INDEX,0,0.0523449182451249,0,0,-0.144966954968278,0.016678331279806,0.101328289492138,-0.138461809659787,0,0.040064071679721,-0.00313679562848849,0.0198424706862259,0.0393072364552022,0,0,0,0,0.100071991625537
DXY.INDEX,0,-0.00669891916465307,0.0191231519117647,0.0310209401551849,0,0.0169690537450147,0,-0.0139177228493458,0,0,0.00481618366991435,0.00196334306705856,-0.0032362196126031,0.173053162625749,0,0,0,-0.00342536971615998
SPX.INDEX,0,0,0.013309012960949,0,0,-0.0189201635626751,0,0,0,-0.0126142831704076,-0.00805204538321742,-0.00392266399806041,0,0,0,0,0,-0.0736484858892517
VIX.INDEX,0,0.0463262348364636,0.0478096318235228,0,-0.132890447619987,-0.253256482587246,-0.124341908179388,0.0427434337428192,0,-0.0848036595764307,-0.0475454597808649,-0.0686473267253705,0.0206335916735176,0,0.600990347557233,0,-5.61702458153141,0
