,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0317801612754033,0.122360630501171,0.105027266403077,0.00661608954555357,0.11631314523247,0.0838761223069338,0.0318211123147748,-0.0177120162309046,0,0,0,0,-0.0209961919992703
XRP,0.562426744737793,0,0.166531998263983,0.17075658173753,0,0,-0.19048838246907,-0.156067690924839,0.0828279304504015,0,0,0,0,-0.135383927195521
LTC,0.392114979144103,0.0948034088367551,0,0.145327064081167,0,0.0117069636543348,0.0291936092415936,0.0189103600084707,-0.0257167461366725,-0.317555562498468,0,0,0,0.0867457185307924
DOGE,0.544264390604443,0,0.132076406319825,0,0.086442480572744,0.0632495198609931,0.0656762350230544,0.0341335017422125,-0.0440656243828526,-0.157888451087784,-0.0927144766168383,0,0,-0.054741369290457
XLM,0.780665437752033,-0.239164011748073,0.52513177734467,-0.0233759733324658,0,-0.166464030985546,-0.446402506221312,-0.0331768276975657,0,0,-0.220927045584345,0,0,-0.425053084312947
DASH,1.24531179874168,-0.108863868547124,0.409137653225369,0,0,0,-0.197204908688412,-0.0880129046321549,-0.202686370928194,0.556007627008949,0.412059355344698,0,0,0.0908525460440069
XMR,1.54918585083606,-0.107925525830402,0.202089852894921,0.0177349081183609,-0.114184391284177,-0.525776425342957,0,0,0.0709639918593648,1.62784172412785,-0.450184374282403,0,0,-0.496258534399304
XEM,0.947758724801441,-0.39054524793492,0.173217353967135,0.789627700540009,-0.0716775341152378,0.0590876499310923,-0.497228992765341,0,0.16228416649447,2.90023806944512,-0.0000000000000000277555756156289,-8.65391021908052,0,-0.899543534794382
DGB,1.1419448028505,0,0.336535128094977,0.0483499385426461,-0.199284095706958,0.0930692836418281,0,0.0115527674479104,0,2.44224221804263,0.0181315747065819,0,0,0.0841360011414487
BV010082.INDEX,0,0,0.00913297557872871,-0.067721925074463,0.063913926067839,0.0329568304035479,0,-0.0256934085358809,0.031601217653479,0,0.035595653126039,0,0,0.0465391451345256
CVIX.INDEX,0,0,0,0,0,0,-0.068247058300325,0,0,0,0,0,0,0.0936124069809796
DXY.INDEX,0,-0.00496401585087838,-0.031936657069675,0,0.0220061844614765,0.0239757754994815,0,-0.0187914255644549,-0.0149102320480157,0.176358161235137,0.0649100573908199,0,0,0
SPX.INDEX,0,0,0,0,0,-0.00554162515056781,-0.0125115866766631,-0.00614051467401762,0,0,0.00880687867224341,0,0,-0.0935856810788537
VIX.INDEX,0,0,-0.1052691197832,0.142395304603231,0,-0.0263439642472541,-0.287206961469035,0,-0.0307150800524629,0,0.0636532253030021,0,-4.25900084740951,0
