,BTC,ETH,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.402053403738898,0,0.0418310345293978,0.124236754974972,0.00141621385702062,-0.0782601318286388,-0.00329188369505826,0,0.260134561942568,0,0,-0.0711985319547596
ETH,0,0,0,-0.136136088360992,1.46128657539114,-0.205739145488492,0.312216168353609,-0.687010833923646,-0.270302552092511,0.242129380879426,0,0.123519345489697,0,0,0.627716781791273
XRP,0,-0.0633566469705252,0,0.0578261762907555,0.0766767320619404,0,0.0797595503140647,0.00167067911688788,0.152955009585911,-0.173940022954146,0,0.243948507352843,0,0,-0.0179970648813013
LTC,0.801054863836286,-0.00348555407661217,-0.59610212741128,0,0,-0.202686527188762,0.0671788881817943,0.230609367815685,0.290197221347881,0.110384091188913,0,0,0,-2.29123560873604,0
DASH,0,0.0118161817198467,0.204936344533015,0.163989391039597,0,-0.0320840203551074,0,0.0228480480078225,0,0.150248875321372,-0.350176209360023,0.00268047759735482,0,0,0.0969849609414348
XEM,0.68293724168418,-0.0566129497460968,0.468743213250541,0.0325035579541957,0.428036386951782,0,0,0.00447014438345007,0,0.178055695397718,0,0.623323785770356,0,0,0.0000000000000000277555756156289
DOGE,0.230062339567413,0.00562409855644711,0,0.285940025100484,0,-0.000000000000000000867361737988404,0,0,0.581473311015605,0.0524146426083344,0,-0.26380599554258,0,0,0
XMR,0.0835336077727999,0.0443058678678309,0.37594055507442,0,0.295463727390798,-0.0975757898318876,0.291270899082223,0,0,0,0,0.487485834604036,0,0,0
XLM,0,0,0,0.120693112658969,0,0.0226665643344196,0,0.110296031552448,0,-0.0198195992907307,0.0667216462031053,0.266611788017584,0,0,0
DGB,-0.29110205731227,0.330954905147029,0,0.111872500004208,0.00270851710973523,0.222142071874505,-0.000000000000000000867361737988404,0,-0.0693987630837005,0,-0.854710806817621,-0.0407869235644265,0,0,0
BV010082.INDEX,-0.191011793039518,0.0605188890023446,0.00829297647758331,0.0354826253054016,-0.23618872074035,-0.0116451260947647,0.0906861558919378,-0.0728635244175474,0.10887452905023,-0.0252722386572215,0,0,0.960844115861163,0,-0.0273983782560068
CVIX.INDEX,0.425958321043127,-0.00777494824487089,0.0954857609874877,-0.395488378611596,-0.0939743254638943,0.0275445384751989,0,0,0.0195180447857927,0.0501626396826197,0,0,0,0,0.185979738337411
DXY.INDEX,0,0.00504232720768258,0.0166995219747714,0.0684322144001684,0.0168195095568432,0.00889221020231076,0,0.0145158069759179,0,0.0192585524716444,0.159504385917067,0.0174227876201393,0,0,0
SPX.INDEX,0,-0.00727303706276463,0,-0.0124219735441562,0.00604735009359984,0.0044788618234733,0,-0.0216461219518001,0,0,0.0087793345624714,-0.00707351608769483,0,0,-0.0853240066182951
VIX.INDEX,-0.1752779236682,0.0863346100626455,0,-0.214959610985821,0,0.0245022313373221,0.321207316765069,-0.0843297330585675,0,-0.169586781113383,-0.261862824391824,0.502646518309033,0,-3.89899587762833,0
