,BTC,ETH,BCH,XRP,BTG,DASH,LTC,XMR,NEO,MIOTA,ETC,XEM,EOS,ZEC,ADA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0312527758455493,-0.118752115907925,0,0.0280046081289416,-0.0352232870847475,0.298024734664688,-0.0459091951325901,0.101011105273699,-0.111599744656827,0,-0.0890229133719868,0.0949919635294421,0,-0.025964393037584,0,0,0,0,0
ETH,0,0,-0.000000000000000000216840434497101,0.16793379224332,0.0105400993943383,0,0.0208981143989583,0.094996929887233,0.0135233885755951,0,0,0.127919969636042,0,0.0577739810459028,0.0275227140238452,0,-0.0664154901077954,0,0,-0.0281746715038341
BCH,0,0,0,-0.224346686386573,0.0530297214323294,0.123378415187667,-0.573332469008756,0.0600446168556485,0.41508220741229,0,0.25355589561218,0,0,0.203035441684075,-0.166012560541401,0,0,0,0,-0.572267922239362
XRP,-0.0780473424634033,0.389749690650476,0,0,-0.0319838912831746,-0.0800862204488707,0.176688647693153,0.212759832810392,0.0561210309750383,0.157523527017159,0,0,0.0655812812197788,0,-0.126299628149891,0,0.254619178797304,0,0,-0.157519562645646
BTG,1.56789660053256,0,0.257733623448932,0,0,-0.223490301852204,-0.699419147902213,-0.363961416418787,0.115783781717946,0,1.24343994864055,-1.38783033904856,-1.09788638838498,0.0976192399786052,-0.407529136049252,0,0,0,0,-0.592091732534141
DASH,0,0,0.0839702025696638,0,0.00285621460764856,0,0.0736081120039676,0.18528211077828,0.0367287236609326,0.0688219601924985,0,0,0.0259493116497961,0.0317812024200977,0.0379140837204552,0,0,0,0,0
LTC,0.0257572795621653,0,-0.0873842284630506,0.224032818789882,-0.0203094244641473,0,0,0.0302177145440907,-0.00900114830833564,0,0.265559067428932,0,0,0,0,0,0,0,0,0
XMR,0.0724522404673925,0.143565366977876,-0.00874348594455652,0.0121555278099906,-0.00266738457506523,0.243326132860433,0,0,0.153637917681846,0,0,0.0972701376424711,0,0.0441129470986357,0.196907978543557,0,0,0,0,-0.265691885367065
NEO,0,0.315548968324605,0.077954455161944,-0.152129807450803,-0.104399348591508,0,-0.0580203643979103,0.214189085039611,0,0,0.240300586577854,0,0,0.156199223649096,0.045355998082592,0,0,0,0,0
MIOTA,0,0,-0.124025299601977,0.280240270593957,-0.0334195179671532,0.0361924167362989,-0.270994410287325,0.315056605262365,0.0973955601272029,0,-0.0886506539918023,0.651079044843162,0.161954673827048,0.142629684367616,0.0624946690920808,0,0,0,0,0
ETC,0,0,0.106723543256488,0.117547131089075,0.0840466441353593,-0.377728322443349,0.189980311059951,0.163009730837825,0.0717454171079842,0.0363979385269597,0,0,0,0,0.0239511598872517,0,0,0,0,0
XEM,-0.127316679800809,0.235445507299718,-0.0447229854165239,-0.091079636757364,-0.0450800724103576,-0.0678079225950032,0.0778463322482455,0.0388180809481982,0.0789583986081454,0.14645138797504,0.0924148202505258,0,-0.0315893704960715,0.165514399681664,0.0943939756690309,0,0,0,0,-0.138767811593902
EOS,0.544011354778946,0.311536507849441,0.0845859080602824,0.313611064005708,-0.0853347294718668,0,0.0763838618251978,-0.12837395886898,0.083627759009949,0,0,0,0,0.203183708748588,-0.0927322897559428,0,0,0,0,0
ZEC,0,0.351627756249658,0,-0.0639820967948714,-0.0367897310865391,0.248658760187476,0,0.309069354610564,-0.0915826494424902,0,0,0,0.0545364886204607,0,0,0,0,0,0,0.131991509011227
ADA,0,0.489827221643731,-0.0317440559102239,0.0951355220621107,0,-0.0334905688917666,0.257848921505342,0,0,0.307684555095757,0.00352115684938553,0.380846429813534,-0.344106147112202,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0476606564103136,0,-0.000815469950386085,0,0,0,0.0107142060132501,0.0108857845091243,0,0,0.0275879056259019,0.0095371712363137,0,0,0,0,0,-0.0331470441055003
CVIX.INDEX,-0.00135413518959107,0,0.0175642323401545,0,-0.00659901984333821,0,-0.0412703454060223,0,-0.0292088692711928,0,0.0285296059192307,0.0500811111621875,0,-0.0242956032053174,0.0518469470802213,0,0,0,0,0.0489210853594646
DXY.INDEX,-0.0191965521175282,0,-0.00768306024710426,0,-0.00419918174515615,-0.00442202144186845,0,0.00371385566898247,0,-0.013137168146958,0.0105782341635481,0,0.0000337576040158325,0.0138306472403553,-0.00975305233498508,0,-0.0396608294263741,0,0,0
SPX.INDEX,-0.00051466707318903,0,0.000569353991442312,0,0.000219268071528139,0,0.00162537024322342,0,0.00328609459508882,0,0,0.00756404363537367,-0.00136376564783812,-0.00615682502283402,-0.00323763012282991,0,-0.0340771908813824,0,0,-0.0308778798645942
VIX.INDEX,-0.316386014387098,0.197720271699064,-0.190654571006878,0.290909567582473,-0.0196872991967622,-0.0438001475848542,0.203943625181991,-0.334158143066104,0.0322252320802217,0.203165629191299,0.0261257357312224,0,-0.0231263767881396,0,0.0133027324601414,0,0.134241382481549,0,0,0
