,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0191502830564553,0,0,0.015492379125457,0.0459115476775945,0.146428539795852,0.00839664441805207,0.214275689314837,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.133264306219896,0,0.189085926977158,0.0310460143751977,0.183391064588955,0,0.0235950545783399,0,0,0.181673655237595,0,0,0,0,0,0
XRP,0,0.0968909735280551,0,0.0296979623501135,0.0467953860814772,-0.0587665443546075,0.0196447647926915,0,0.19490837518086,0.0636377081041403,0,0,0,0.160922170242694,0,0,0,0,0,0
BCH,0,-0.406324116860185,-0.0490781565492877,0,0.377669058542779,0,0.365068651643919,-0.0699938955564181,0.377624716658923,-0.108690189454314,0,0.197337682784542,-0.257441100026181,0,0,0,0,0,0,-0.0619824166424373
LTC,0,0.18565051323696,0.0416602824535223,0,0,0,0,0,0,0,0.726958631801054,0,0,0,0,0,0,0,0,0
DASH,0.414403693613078,0,0,0.0908177165535045,-0.0143793187062971,0,0.138278716550048,0,0.0294394237415134,0.0640448227438841,0,0.110548128125124,0,0,0,0,0,0,0,-0.0441879793674813
XEM,0,0.152152914931894,0,0.0742229003040536,0.173106472542195,0.245652986060113,0,0.131470028064799,0.0205485113649142,0,0,0,0,0.12206408127473,0,0,0,0,0,0
NEO,0,0,0,0,0.189991631330083,-0.00000000000000000173472347597681,0.28946251256486,0,0.156795624785422,0.0434367693275542,0,0,0,0.179679415526248,0.101504966881265,0,0,0,0,-0.327290581332328
MIOTA,0,0.0818155451716608,0,-0.0969358322505661,0,0,0,0,0,0.0524645923641949,0.00715397909545299,0.383337159187324,0,0,0.333577203614742,0,0,0,0,-0.0138846115693319
XMR,0,0,0.178679261559711,0.0787129509487087,0.0465141956276723,0,0.055539919908288,0.0653338497505615,0.0015138796115303,0,0.0532321871639678,0.212330598662484,0,0.103872727218186,0,0,0,0,0,0
ETC,0,0,0,0,0.577040091110995,0.0307517302162882,0.0677269507825392,-0.00000000000000000346944695195361,0.0953781812651403,0.0353428816848596,0,0,0,0.135994277978934,0,0,0,0,0,0
ZEC,0,0.192718066174256,0,0.0428228932544585,0,0.189794766020617,0.17553680135996,-0.0216214759231834,0.176420952893355,0,0,0,0,0.164663609467087,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.224038996689105,0.269086639557493,0,0,0,0.144714429932308,0,0,0.160027434292708,0.0923813417476724,0.0877768357235626,0,0,0,0,0,0,0,0.0561921690028158
EOS,0,0.0209655274602834,0,0.0506815126331663,0.332749780387336,0.0467723842344559,-0.0694944460293523,0.217486458057948,0.178527788924003,0.116748270837339,0,0.0645517270148131,0,0.296049652866754,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.0123659080773474,0,-0.0675321106953678,0.0355946416400096,-0.0141604168171352,-0.0344941372119839,0,-0.00310438216447235,0.0475406679360595,0,0,0.047800313906888,0,0,0,0,-0.0634792459488315
CVIX.INDEX,0.117507365428259,0,0,0.00906547389065298,0,-0.120933748912906,0.0795845766423086,0,0.0258302518813398,0.0497656471272633,-0.0210809143479334,-0.0155872475297718,0,-0.0663651614235542,-0.0551192311675793,-0.099165541457332,0,0,0,0.0547116153961449
DXY.INDEX,0,0,0,0.00420357713178266,0,-0.0363237090767223,0,0.00778503626366689,0.000632249511507678,0.00656615327834475,0,0.0144044707380361,0,0,0,0.0239462899968509,0,0,0,-0.000524831267229007
SPX.INDEX,0.00159679392682987,0,0.000634362588390327,-0.0111868823985071,0,-0.00730780930189882,0,0.000185692647386973,0.00224922068850954,-0.00639806808596854,0.00677961678160112,0,0,0.00539234333512459,0,0,0,0,0,-0.0349590718686562
VIX.INDEX,0,0.12300500727317,-0.0475981973905689,0.0365749713553288,0,-0.433417218903551,0.121743533391503,0,0.0238657008027611,0,-0.0826146694628701,0.36126959200561,0,0.0341920040926441,-0.246475377847484,0,0.697029466403964,0,0,0
