,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.180205250889872,0,-0.0370294682888967,0.11255523625459,0.181915136334476,0.248176709454431,0.16891341522958,-0.138302764491301,0,0.17268515038373,-0.372651353567282,0.088098064719239,0,0,0,0,0
ETH,0.201129294727064,0,0.0370645931329022,-0.0594037840343129,0,0.86752013274633,0.284956388286624,-0.0816659669866141,-0.172726504173772,0,0.0642197504715165,0,0,0,0,0,0,0
XRP,0,0.0393239407593116,0,0,-0.351079861865805,0,0,-0.141792949260909,0,0,1.19898615106325,0.439071622951278,-0.632246120703211,0,0.502650339952371,0,0,0
LTC,-0.161982388857389,0.0928944030415899,-0.0515148459802595,0,0.0766631119370871,0,0.0758532954496472,-0.0598807665693849,0,0.360918941395632,0.188978779863344,0,0,0,0,0,0,0
DASH,-0.236337933493046,0.0316429085794539,-0.0618945668119535,0,0,0,0,0.103400272268583,0.134553005843798,-0.0542314166138643,-0.0451617482505651,0,0.00790188959300087,0,0.7305458938317,0,0,-0.188475100045155
XMR,0.246363414454686,0.291584225765937,0.00138468965818707,-0.094133859043122,-0.000000000000000000867361737988404,0,-0.141945229097553,0.135924785386649,0.123064778851633,0,0,0,0,0,0,0,0,0
ETC,0.162244570089724,0.13580884826845,-0.0449396404999837,0.380455051841809,0.135304124008712,0.260072136648891,0,0,0.103317626272223,0.118681169556557,0.0120954214685417,-0.101025197106014,0,-0.533417015414887,0,0,0,0.14589922395038
XEM,0.141003095626901,0.124399077887806,0,0,0,0.236499808739588,0,0,0,-0.0546373697697846,0,0.184254314161344,0.332121269578651,0,0,0,0,0
ZEC,0,0.0621667634078694,0.0124143348157553,-0.0842043007127385,0.247318647950922,0,0,-0.0152954138165081,0,0.226781950581481,0,-0.0251871555846621,-0.137956265482368,0,0,0,0,0
DOGE,0,0.0411954079223142,-0.0697782245432985,0.197473877532165,0.0587345200773233,0,0,-0.1696661839049,0.165328359820866,0,0.438464060176738,0.140170338032181,0.102825120239456,0,0,0,0,0.320575531300848
XLM,0.290808482375391,0,0.298215428144381,0.184735996532898,0.0162352481467645,0,0,-0.00322481205364204,0.0110607926114174,0.429296896685879,0,0.0610821401420432,0,0,0,0,0,-0.250443968875974
NEO,0,-0.0301129059543936,-0.0796022057699771,-0.247324835264924,-0.0468340002045497,-0.120624104058341,0,0.0553230155503212,0.0965998407231137,0.173389475635888,0.150201696383221,0,0.110056497717137,0,-0.104522791810406,0,0,0.159120367188581
DGB,0.145240708215346,0.184455461260029,-0.117935651119065,-0.103284595261608,0,-0.311951727771594,0,0.129002001944091,0.00964390673760084,0.144661260227333,0.278474255561721,0.0612580263937047,0,0,0.320743000828013,0,0,-0.418240083574539
BV010082.INDEX,0.0806070460129818,-0.00000000000000000346944695195361,-0.0324393686722396,0,0.0357308718178624,-0.030102277390542,-0.107398160398802,-0.0699706840760447,-0.00263406108961907,0.0301989200491323,0.057747330231037,0,0.102077639886334,0,0.210973102033139,0,0,0.0555044201266228
CVIX.INDEX,0.163876862917261,-0.00000000000000000346944695195361,0.00350935673203245,0.073234439561816,0,0,0,-0.0817701242701624,0.0428174490850169,0.00409850524102815,0,-0.0727884194472894,0.153746125050841,0,0,0,0,0.240692770740058
DXY.INDEX,0.021622733498382,-0.00000000000000000173472347597681,0,0.00414105531877852,-0.0088479414914845,0,0.00470038682384418,0.00413758606118946,-0.010424084898637,0,0,-0.00384419768116584,0,0.0774519458141178,0.0255801178714366,0,0,0.00481318411078726
SPX.INDEX,0.0110310510226569,0,0,0.0031907479537271,-0.00250240696552278,0.00583236524954057,-0.00339986583976083,0.00105787404418828,0,0,0,0,-0.000605229954805784,0,0,0,0,-0.0226423440483849
VIX.INDEX,0.123777290263229,0.0702719466755265,0,-0.103863515694038,0,-0.329442735765471,0,0,0.0485700951360286,0.0684731725222616,0,0,-0.0648813992801743,-0.573716956929392,0.354468998645838,0,0,0
