,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.133590961509237,0,0.123556141901721,0.017353489398127,0.0236128507319772,0,0.0248805489584326,0,0.0372340098781757,0.0279997211030973,0.000000000000000000433680868994202,0,0,0,0
ETH,0.183293999783349,0,0.172533525527326,0.123986671846637,0.0134570061696838,0.160795561839198,-0.0314445613449977,-0.00521348492510456,0,-0.0333422533351405,-0.0306474819204982,0.641352583916789,0.0504669821466783,0,0,0.029703275652173
XRP,0,-0.0761062767703635,0,0,0.0679941026651829,0,0.196239546488757,0.111617225888605,0,0.306741890980976,0.192005385074599,0,0,0,0,0.149192149838896
LTC,0.47457849899301,0,0,0,0.00287516344743036,0.0983990877294937,0,0,0.0579959093456486,0,-0.00933131205700378,0,0,0,0,0.02225232929199
XMR,0,0.856397574299903,0,0,0,0,0.618486512325908,-0.0329919752885852,-0.278840286000401,0,0,-0.142167549322243,0,0,0,0.0442469697925256
ETC,0.124520247336283,0.161154292440545,0.0847147958168797,0.0805238376213864,0,0,0.106306813596707,-0.0491790913639323,0.206710682064313,0,0,-0.196953435372123,0,0,0,-0.0359404371462074
DASH,0,-0.69119189092462,-0.235732111476608,0,0.0236135349206893,0.0951814922943969,0,0.119397984688992,-0.113245304909186,0.258687864428409,-0.151321136725071,0,0.204566155557321,0,0,-0.052197952664771
XEM,0,0.633811412945528,0.207263014006739,-0.273974282757733,0.0465823861417935,0,0.446721859965204,0,0,0,0,0,-0.536033230221009,0,0,-0.182093778069095
DOGE,0,0.225279329508105,0.123225204759233,0,-0.131041088659095,0,0.151798447679129,0,0,0.0540743755172744,0,0,0,0,0,0
XLM,0,0,0.568991167546327,0,0.0175899654242611,0,0,-0.067990409949355,0,0,0,0.496363576876759,0.424416279818745,0,0,0
DGB,0,0,0.226950744377548,0,0,-0.479775863311154,-0.463738254934194,0,-0.164364751523064,-0.015184847479438,0,-0.244179113305025,0.999074933359598,0,0,0.0283093120868593
BV010082.INDEX,0,0,-0.0448033635806659,-0.0283575117440932,0.0299301219616608,-0.11681281118426,-0.0656072025819531,0,-0.180340894178587,0,0,0,0.235356160568725,0,0,0
CVIX.INDEX,-0.247744524141816,0,0.045149045788105,0.110966671481171,-0.0324738452906561,0.0675295784565461,0.0978628052680061,-0.0727983674924126,0,0,0.0952047456235051,0,0,0,0,0.112094592874055
DXY.INDEX,-0.0148520851524889,0.00753376652496087,0.0125900708514302,0,0.00386296889969573,0,0.00266066152763867,-0.0153431046259273,-0.000000000000000000433680868994202,0.00701538488970662,-0.00463102487944989,0.156247476751963,-0.00263933045393002,0,0,0
SPX.INDEX,-0.0206445803257093,0.0185376388981584,0.0238465053977795,0,0.00426091246501724,0,0.0142913415600747,0.000745752095007688,0,-0.0239352729598846,0,0,0,0,0,-0.0688946864315556
VIX.INDEX,-0.230224419123788,0.335993257774212,0.0449058317096856,0,0,-0.301908178521242,-0.554855595322172,0.472829483284788,0.0381665852286636,-0.134146584060335,0,0,1.3313727786918,0,-4.41501813329376,0
