,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0665521761818708,0,0.101944372217606,0.0297451268650725,0.0829504146699062,0,0,0,0,0.0872010719404022,0.148172874333144,0,0.14413924414262,0,0,0,0,0,-0.0239143332287497
XRP,0,0,0.146920071437953,0.111705580412143,0.0455207391484549,0.112121747596775,0,0,0,0,0,0,0.0264913223940836,0.0574752234390572,0.0790632069409134,0,0,0,0,0
ETH,0,0.0692531825763372,0,0.295512547011893,0.173010755560056,0,0,0,0.0896063755382077,0,0,0,0,0.0690267974740266,0.138435437306218,0,0,0,0,0
EOS,0,0,0,0,0.0376810578627006,0.218174986516142,-0.0642000022319878,0,-0.0753651223059582,0.606287003213108,0.0848250565115731,0,0.0358997047478002,0.0815063571895275,0,0,0,0,0,0
BCH,0,-0.405415915369711,0,0.446963468733698,0,0,0.097991758980826,0.128820173910262,0.108036850084693,0.369318603320615,0.260435929735478,0,0.0721245528823272,0,0,0,0.220179127986144,0,0,0
LTC,0,0,0.00683074944775916,0.350594631858582,0.014298063475259,0,0,0,0.14950428772521,0,0.0160714813022663,0.177874814274261,0,0,0.0838233739356747,0,0,0,0,-0.0820465847015259
TRX,0,0,0,0,0,0,0,0,0,0.568029304620002,0.157332778363504,0,0,0,0,0.00956902146698829,0,0,0,0.221834365123098
XLM,0,0,0,0.149830678285781,0.140162336061443,0,0,0,0.0662644923246326,0,0.161072970583846,0,0.0807549335178526,0,0.167519974533693,0,0,0,0,0.000000000000000000433680868994202
BSV,0,0,0,0,0.336680814811413,0,0,0.185957681027675,0,0.0727968776174147,0.0180981596579382,0.219216194234623,0.0571655613989216,-0.177785736234855,0,0,0,0,0,-0.0637029514061567
ADA,0,0,0.26244692195739,0.288457197954987,0.0621345591293706,0.0493648941324196,0.106653565253872,0,0.0855456120199184,0,0,0.0000000000000000000135525271560688,0.082465689471208,0,0,0,0,0,0,-0.0270365008088478
BNB,0,0,0,0,0.0256928139851999,0.221480741960111,0.121406463713974,0.57220385196496,-0.205913538326244,0.207598063729738,0,0,-0.0688359063283557,0,0,0,-0.284529813887519,0,0,0
XMR,0,0,0,0.074137486129983,0.118785393440545,0.0323486889609838,0,0,0,0.0239947160502859,0,0,0,0.218190494030877,0.287202759399642,0,0,0,0,-0.00721075863365515
MIOTA,0,0,0.285558819196486,0.3401413738133,0.0276293241475724,0,0,0,0.170381081548811,0,0,0,0,0.0503008421545499,0,0,0,0,0,0
DASH,0,0,0,0.19065524247031,0,0.0226981429930351,-0.0633413356773581,0.439808017317639,0,0,0,0.368555798658138,0,0,0.0373234709954076,0,0,0,0,-0.0515686097666877
NEO,0,0,0.160237046235458,0.347651228935564,0.044682532094623,0,0.11793883546461,0,0,0,0.0717281629562687,0,0,0.0718656280999222,0,0,0,0,0,0
BV010082.INDEX,0,0.157417898576151,-0.363472808371925,0,-0.0189234976862034,-0.0614918859088693,0,-0.165152133476306,0.111968567441464,0,0,-0.172024838907744,0.0399527478274895,0.101469638297924,0.399044856814777,0,-0.112928360580122,0,0,-0.0215227455689096
CVIX.INDEX,0,0,0.334411473259536,0,0.0390051648250215,0,-0.216716042445747,0,0.0189174024295874,0,0,0,0.117216060215347,0,-0.417334371279369,0,0,0,0,-0.0646681436574747
DXY.INDEX,0,0,0,0,-0.011692870923458,0,-0.0416434632100158,0,0.0118976523570625,0.0194360491048063,-0.00407212604039907,0.0177331425122915,0,0.00837672333458215,0,0.0833267833160128,0,0,0,0.0169331024450818
SPX.INDEX,0,0.0529460617901681,0,-0.0399574228492594,0.00946383015980517,0,0,0,-0.00286607615306003,0,-0.0125247362275343,0.0185705720378068,0,-0.0450949394967775,0,0.0931229966110047,-0.0821186625469346,0,0,-0.131981808188448
VIX.INDEX,0,0,0,0.277258204606751,0,-0.22483758624088,0,0,-0.171401594770645,0,0,0,0.0118858251604249,0,0,-0.243289516323739,0,0,-2.43042124684648,0
