,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.186456018263716,0,0.0992953311181665,0,0,0.0457288524878963,0.0966289071477213,0,0.0644881550431324,0.0866651702228405,0,0.0381016688024909,0,0,0,0,0
ETH,0,0,0.123695412692442,0,0.12300173588708,0,0,0,0.0886662956687429,0,0.0480784026282453,0.334299099278866,0.0168985133545035,0,0.0495769807479528,0,0,0,0,0
XRP,0,0,0,0,0.154278013262309,0.184120334467604,0.117701205364578,0,0,0,0.0237382318576147,0,0,0.178594756908565,0,0,0,0,0,0
BCH,0,0,0,0,0.164893322579093,0,0,0,0.160235114827316,0.102003561133005,0,0.373435574042418,0.0342613385274937,0,0,0,0,0,0,-0.00900207402141537
LTC,0,0,0.0363046582588209,0.20951728265396,0,0.0253957645705674,0.071046147948333,0.0129719256961259,0.00039548378571394,0.0382719681517814,0,0,0,0.0270197056675773,0.201247627485196,0,0,0,0,0
EOS,0,0,0.134561478399419,0,0,0,0,0,-0.00000000000000000693889390390723,0.136930063304264,0.0493495700305746,0,0,0.118101142115964,0.344254268126446,0,0,0,0,0
ADA,0,0,0,0,0,0.493465832444388,0,0,0.111199067917076,0,0.0906695183180309,0,0,0.177146389984379,0,0,0,0,0,0
XLM,0,0,0,0.0368801660139872,0,0,0.191997382725545,0,0,0,0,0.0328425459747516,0.264361316852213,0,0.280979446426695,0,0,0,0,0
NEO,0.0250117401927462,0.167875899184727,0,0.10765586043152,0,0,0.10386607304427,0,0,0.0188124024697404,0.179580204022583,0,0,0.0128703657715979,0.224627519302807,0,0,0,0,0
MIOTA,0,0,0.123477574233988,0.197864412599525,0.21914173418323,0.0242964598489646,0,0,0,0,0.152629376797878,0.171233332244974,0,0.104035528720311,0,0,0,0,0,0.000616660145216944
XMR,0.635181813956825,0,0,0,0.139577504547306,0,0,0.121215090972627,0.0780592325159435,0.0903117016975984,0,0,0,-0.0486546982267737,0,0,0,0,0,0.0387286285331892
DASH,0,0.281438615515383,0,0.098555859996271,0,0,0.105502843148858,0,0.0760419527219833,0.0416571140422457,0.14615259202692,0,0.077854222087132,0,0,0,0,0,0,0
TRX,0,0,0,0.125452276833305,0,0.163465763367328,0,0,0.108858902917867,0,0,0.0924703039957451,0,0.248599776642878,0,0,0,0,0,0
XEM,0,0,-0.00000000000000000346944695195361,0,0.193795471989454,-0.0939146921102847,0.396898543847816,0.160039486858511,0,0,0,0,0.310284971114791,0,0,0,0,0,0,0
ETC,0,0,0,0.266309360803741,0,0.309818862217697,0,0.0645753548287971,0.11514528320457,0,0,0,0,0.101508196776897,0,0,0,0,0,0
BV010082.INDEX,0,-0.112501895653684,0,0.0553502803228298,0,0,0,0,-0.00711384527308733,0.0082373577056863,0,0.163009556713505,-0.112027988917479,0,0,0,0,0,0,-0.028923719979829
CVIX.INDEX,0,-0.122337261609654,0.101889138793266,-0.113487193721159,0.0501092828771381,-0.0216312859441865,0.120975842026199,0,0,-0.0159617863149299,0,0.129392780164554,0,-0.13142240614067,-0.00677434571609061,0,0,0,0,0.0657759073167708
DXY.INDEX,0.0486641837245513,0.0264299857005671,0.0155084099769278,-0.0173263132851383,-0.00460238375430813,0,-0.00780488439388241,-0.00806258637121637,-0.00198650159718096,0,-0.0293941512648762,0,-0.00705192571811699,-0.00744856488541137,0.00127509947257244,0,0,0,0,0.0123651117760471
SPX.INDEX,0,0,0,0,0.00323753739821184,0,0,0,0.0290521015564259,0,0,0,-0.057627009744391,0.0142123434524274,0,0,0,0,0,-0.0527859880290109
VIX.INDEX,-0.568696235100233,0,-0.0799965067918547,0,0,0.257594518689244,0,0,0,-0.00630579902919039,0,0,0.144113520434614,0.103563031538051,-0.019499294702355,-0.637300097559337,0,0,-4.42328719510849,0
