,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.180146891870881,-0.00000000000000000346944695195361,0.0257451566090047,0,0,0.0763568364325036,0,0.05551019882145,0.0137891996493543,0,0,0,0.193337706901048,0.0000000000000000000067762635780344,0,0,0,0,0
ETH,0.2018135653688,0,0.00609906652716233,0.109386221572442,0.0496623980189328,0.394465031640442,0,0.0517908480828023,0.0399969628044849,0.138291300490524,0,0,0,0,0,0,0,0,0,0
XRP,0,0.356819834094892,0,0,0.00000000000000000173472347597681,0,0.126509826398506,0.138242101605755,0,0.00656324957807019,0.105257105452462,0.118874604137673,0,0.0200506206248864,0.0429081822519586,0,0,0,0,0
BCH,0,0.0759889310570285,0.234331155035095,0,0,0,0.195499560219239,0,0,0.173636363032004,0,0,0,0.0675999011574562,0,0,0,0,0,0
EOS,0,0,0.177486802739736,0.503744851597913,0,0,-0.06863280915328,0.159236159035975,0.0000000000000000138777878078145,-0.355448157448603,0.429236930988656,0.37147648884589,-0.449720980354697,0,0,0,0.0916202362399466,0,0,0
LTC,0,0.402559200590372,0,0.0682546965916188,0,0,0.144349744701774,0,0.0170375360302586,0,0.100914439383838,0,0.0631272383290807,0.0406699449441188,0,0,0,0,0,0.0166338473280588
XLM,0,0,0.191217622778991,0.144334053245122,0.0579164969391909,0,0,0.172479060557233,0.0132229541462628,0,0.0308508655926226,0,0,0.141600872739093,0.0446059934722004,0,0,0,0,0
ADA,0,0,0,0.0981991154973568,0.0456839663032828,0,0,0,0,0.132552004400619,0.275706830924954,0.174839363876496,0,0.0624916670228299,0,0,0,0,0,0
TRX,0,-0.0389753304248021,0,0.38746578139075,0.0201488716928095,0,0.285792056849419,0,0,0,0,0.00000000000000000346944695195361,0,0,0,0,0,0,0,0
MIOTA,0,0,0.34067941313663,0,0,0,0.151168628878043,0,0,0,0.0268763578563549,0,0,0,0.265300245670716,0,0,0,0,0
NEO,0,0,0,0,0.104874934565546,0.0183153546885297,0.0913973969781177,0.0296597218755,0,0.217711222005448,0,0,0.0726759858310873,0.0113625919326411,0.243375880714173,0,0,0,0,0.0228859230437678
XMR,0,0,0.239639987073271,0.0441578845304043,0,0,0,0.124348468116301,0.0853398199587112,0,0,0,0.150309190908403,0.089084002611762,0.0682346599405108,0,0,0,0,0
DASH,0,0,0,0.0430634874140756,0,0.109131093322029,0.17450864463155,0,0.00756597239389374,0.161168207946413,0.0986062077232912,0.0157868484748431,0,0.147275807142284,0.0422127611640416,0,0,0,0,0.0883380425091187
XEM,0,0.116493457311692,0.0060725144218481,0.0438160020673856,0,0,0.331189101347015,0.0924730216131833,0.0959179025368434,0,0.0365416492312042,0,0,0,0.178142647834092,0,0,0,0,0
ETC,0,0,0.460645820441338,0,0,0,0.0647264724273127,0.110417468582281,0,0.000000000000000000216840434497101,0.138938745450865,0,0,0.0410213873749738,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.0327525126622129,0,0,0,0,-0.020131064243674,0,0,0.0582572588033568,0,0,0,0,0,0,-0.062712158787571
CVIX.INDEX,0,0,0,0.10911383227877,0,0.0209214920443499,-0.110805868532989,-0.0924230853409886,-0.0177263990062169,0.0529908855816946,0.0866662798822454,0,-0.0946736233716935,0.0675992270020348,0,0.268756374253184,0,0,0,0.0121364756528511
DXY.INDEX,0,-0.000474969406319003,0,0,-0.00313079387729651,0,-0.0134481380267836,0.0127326978335139,0.00875725594395845,-0.0189547679669188,0.00848820665232726,0,0,0.0190058940072864,0,0,0.0803958297650389,0,0,0
SPX.INDEX,0,0,0.0163682772078975,0,0,0,0,-0.00403280798251061,0,-0.00122648519525618,0,-0.0344037625393488,0,0,0,0,0,0,0,-0.126089760444777
VIX.INDEX,0.223309106378781,0,0,0,0,0,0,0,0.000000000000000000216840434497101,0,0.181132380929717,-0.331350134798498,0.283833674372698,-0.132052931684992,0,0,0,0,-2.5601438988019,0
