,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.544279131960622,0.0160662180159107,0.0782543348462613,0.318282471675808,0.0531090994914134,0,0.0315001316582989,0,0,0,0,0
XRP,0.230210646036798,0,0,0.144542250280909,0.197941380923657,0,-0.114266735180901,0,0.0271391718662242,0,0,0,0,0
LTC,0.634505474124356,0,0,0,0.0591405658056709,0,0.0270629798244789,0,0.00771115900157523,0,0,0,0,0
DASH,2.07005176223169,0.0975294409302956,-1.83593577804274,0,0.299070633610261,0.0000000000000000138777878078145,-0.237596905155498,0.179190146558529,0.109286077167328,0,0.272075105272607,0,0,0.0279351997473931
XLM,0.409988237547583,0.532060656714847,0,0.127563953613579,0,0.537964641305887,-0.126716379886859,-0.213290470764729,-0.0885504163778657,0,-0.260718323714557,1.62232889980752,0,0.00418488472606396
DOGE,0.43367391029977,0,0.00693786925912073,0.0514711570650845,0.0257999044209624,0,0,0,0.04924108197417,0,0,0,0,0.0574328510380274
XMR,0.931069503357354,-0.208634132841613,0.0572889604194061,0,0,0.571322041944929,0,-0.0782294937012215,0,0,-0.294507515627315,0,0,-0.352954103209052
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,1.58142546092216,0,-1.57306630007963,-0.0959034013337804,0,1.53820466498047,0.0461380021334193,0,0,1.00239530484065,0.930011929765137,-3.74439625203977,0,0.210350445865794
BV010082.INDEX,0,-0.0227059333901116,0,-0.000232601040449805,0.00245470031378552,-0.179122994884974,-0.0333862006562411,-0.0051004438497424,0.01914828385259,0,0.00296466437061999,0.609807035032833,0,0.0279143675613156
CVIX.INDEX,0,0,0,0.0575383481019141,-0.332504880883259,0,0,0,0.00651020564778246,0,0,0,0,0
DXY.INDEX,0.0206691232856098,-0.0284749761064247,0,-0.0262866369804377,0.00573344485009731,0.079783022828716,0.0138924566500064,0,-0.0164558656786151,0.225519189737936,0.0664393684038625,0,0,0.00810274782689005
SPX.INDEX,0,0,0,-0.00533573298498724,0.0181458016737677,-0.0504849879983621,0.00343823078679191,-0.00258434001018662,0.0110719908153798,0,-0.00549161646764778,-0.0289156353802514,0,-0.112650756029214
VIX.INDEX,-0.0532704160199371,0,0,-0.0346197252907469,0,0,0,0,-0.0675541813103644,0.519901746443676,0.234110865659065,0,-3.36662829838147,0
