,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0369967139253534,-0.012979446691467,0.000000000000000000433680868994202,0.269896785372788,-0.00829754239181747,0.0371410022985754,0,0,0.0369766946525866,-0.0377909454464589,-0.000000000000000000433680868994202,0,0,0,0,-0.026459003833351,0,0,0
ETH,0,0,0,0.0796543648010337,0.165055618665272,0,0.127688411738872,0.230609422613186,0.0434151189155506,0.0733489334352929,0,0,0,0.305963909194287,0,0,0,0,0,0
XRP,0,0.0396113567977114,0,0.0295388953519233,0.424973322499262,0,0,0.245019458213124,0,-0.0138903226594944,0,0.243737748836649,0,0,0,0,0,0,0,-0.0205918822692684
BCH,0,0.28388338669265,0.0915581148761647,0,0,0.0395935506484314,0,0.0535698753396833,0,0.295088100274675,0,0,0,0,0,0,0,0,0,0
EOS,0.509666873539474,0.333706726690098,-0.0213448701609504,0.100112308502458,0,0.0964699347574248,0,0,0,0.0617856495626253,0,0,0,0.0882222127820509,0,0,0,0,0,-0.00549932288933377
XLM,0,0.155484242283276,0.134792937950187,0,0,0,0,0.272429325760891,0,0.12304893480286,0.0302755001828123,0.0473297788968295,0,0,0,0,0,0,0,0
LTC,0,0.274022587975781,0.000000000000000000867361737988404,0.152788468648107,0,0.11234615017967,0,0,0,0.092828361805406,0,0.116117580040547,0,0,0,0,0,0,0,0
ADA,0,0.215870676071425,0.0402074978204226,0.125381229918818,-0.235189926058192,0.109380684858123,0,0,0,0.201329979686834,-0.0662450776200724,0,0,0.126520849253334,0.448103365126598,0,0,0,0,0.0402688334600691
XMR,0,0.433856297481489,-0.0289263510918402,0.0304443224234508,0.174555118352653,0,0,-0.069775363507215,0,-0.0112484257895831,0,0.192736704345753,0,0,0,0,0,0,0,-0.000000000000000000867361737988404
TRX,0,0.221532735649821,0.0570897413158474,0.0674941636777162,0.181090045708928,0,0,0.161656817945473,0,0,0,0.153268042768474,0,0,-0.00000000000000000173472347597681,0,0,0,0,-0.0560791639632413
DASH,0,0.318992865756122,0,0.000965993978238114,0,-0.0734138138501046,0,0.355342082844463,0,0,0,0.0746860082918898,0,0,-0.0280878175525898,0,0,0,0,0.020631651628677
MIOTA,0,0,0.107494224718736,0.0120836600001481,-0.0000000000000000138777878078145,0.0797213390218837,0.158094578854152,0,0,0.158340016937606,0,0,0,0.1456878074939,0.244505833744901,0,0,0,0,-0.062615454482047
BNB,0,0.305792556113247,0,0.0224880021530349,0,0,0,0,0,0.00653014272822224,0,0.0671118505988428,0,0.0361900688392314,0.0688558960488989,0,0,0,0,-0.0138752774080951
NEO,0,0.0165500601077019,0,0.0986456057530769,0.0982075514403156,0,0,0.27707613568974,0,0,0,0.41044226561849,0,0,0,0,0,0,0,0
ETC,0,0.198447562318279,-0.0430479731399431,0.0637480853082238,0,0,0.143786131121143,0.19769790793758,0,0,0,0.184657402989878,0,0,0,0,0,0,0,-0.0673542168555011
BV010082.INDEX,0,0,0.0209086886068158,-0.0937612460952598,0,0,0,0,0.0475390894620056,0.0159962540993186,0.0599259410870055,0,0.0402710681336968,-0.089750532267538,0,0,-0.0437755732451036,0,0.582081110440561,0.0196353821881904
CVIX.INDEX,0.171164363314841,-0.0792519000545397,0.0832664423843788,0,0,-0.234837997443351,-0.36097707131023,0,0,0,0.0303729574618186,0.324130478485824,0.135268214459744,0,0.117381709711924,-0.0724355406985535,0,0,0,0.0341165011784879
DXY.INDEX,0.0485397841018473,0,-0.00548887692781713,-0.0420956757869914,0.0376595477278082,-0.0207521802552739,-0.00476898129416012,0.0151051380914276,-0.0253821700742894,-0.0103513065612801,0.0135381894295905,0,0,0,0,0.0988591498790011,0.0409168147688974,0,0,-0.00439038404177934
SPX.INDEX,0,-0.00892258892772567,-0.0521983775154742,0,0,0,0,0.024985726305691,-0.0155564300658837,-0.0168231643973463,0,0.0384826290999432,0,0,0,0.0717136986472872,0,0,0,-0.124937379058105
VIX.INDEX,0,0,-0.0437789409985799,0.244939465167608,-0.0555930861698394,-0.214190668967826,0,0,0,0,0,0,0,-0.363516838154284,0.224722155605958,0,0.162626494834332,0,-5.72591553414338,0
