,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.148072877490827,-0.0496585535400662,0,0,0,0,0,0.00310896076355042,0.00290211251393858,0,0,0,0,0,0.0069287010432129
ETH,0,0,0.320121783685944,0.685991271993045,0.265181303816307,0.220091345309972,-0.0966436449681643,0,0.300597240853476,0.240850262150336,0.0351708943110017,0.0208650642928287,0.0393017796916424,0,0,0,0,-0.0394073037940519
XRP,0,0.248863765937621,0,0,0.0146557049513179,0.0227880237594775,-0.0746603866008264,0,0,0.0437443266751872,-0.0663332037807627,-0.0219399799207162,-0.262028549238514,0,0,0,0,0
LTC,0.706836033200695,0,0,0,-0.00983553670514945,0,0.0288558080888324,0,0,0,-0.00222257846241839,-0.00459511126851239,0,0,0,0,0,-0.0188304596927782
XMR,-0.851826835382728,0,0.0508678297816663,-0.389257652440425,0,0.0817135023270929,0.476116213892858,0,0,-0.0241290819593196,-0.0335620766737726,-0.0348989004341908,0,0,0,0,0,0
ETC,0.930027473516995,0,0,-0.521647993255777,0.14226081858104,0,-0.160764451572187,0.188235448780926,-0.353899881839422,-0.0106080952190306,0.0272322264539943,-0.0607745342100456,0.298629614146834,0,-0.0636773200224958,0,0,0.0454406502598089
DASH,0,0,0,0.0922560583983033,0.0714765586669209,0.0680069365806042,0,0.0402116306568971,0,0,-0.076499531823011,-0.0907251950132906,0,0,0,0,0,-0.0149805001834114
XEM,0,0.0959306316510054,0.487261289184339,0,0.00242021744005147,0,0,0,0,-0.023714751604455,0.00968351788583798,0,0.0709879105126447,0,0,0,0,0.0347534088985143
DOGE,0,0.0587708652244191,0,0,-0.124022997542582,0,0,0.0935929360720527,0,0,-0.00899501469042768,0.00755678331874324,0,0,0,0,0,0.0725651052101823
XLM,0,0.393465521915294,-0.148352302274641,-0.692979422831103,0,0.030666942045557,-0.177886255797426,0,0,0,-0.0789895027714156,0.0551612933683211,0.126837242153213,-0.324565560377239,0,0,0,0
ZEC,0,0,-0.225853195186842,0,0.446980546055253,-0.0907832037672641,-5.52314308564091,0,0,0,0,-0.673143815783235,-1.49347482917319,0,0,0,0,-0.568147975453897
NEO,0.482771906835101,1.36752810564717,-1.00818451905649,0,0.192652711051428,0.0934033925714858,-1.92920349562814,0,0,-0.0387191183031487,-0.18712950714864,0,-0.485854631755963,0,0,0,0,0.143904045050643
DGB,0,0,0,0,-0.0579957289198039,0,0.188490147737586,0.118518705615895,0,-0.050845928849161,-0.0544856875040875,-0.109404918278283,0,0.10056742297242,0,0,0,-0.103683497938577
BV010082.INDEX,-0.0605541151716733,-0.0140133869818509,-0.0910695040068778,-0.00532733199125864,0,0.0356625601890542,0,0.0413123247043517,0,0,-0.00384807793237455,0.0108293315222688,0.00246400782071161,0,0,0,0,-0.134768465792961
CVIX.INDEX,0,0,0,0,0,0,0,-0.115020295934946,0,0,-0.0175932925104137,0,0.0852548315133498,0,0,0,0,0.202438831490041
DXY.INDEX,-0.0106757567649744,0.0127852693606195,-0.0146646276022057,0,-0.00783790980605996,-0.00132834068837871,-0.0170537358546194,0.044501659550266,0.0183319553641385,-0.0137403139805065,0.00393054667741603,-0.00706744007761403,0,0.0639788996505258,0,0,0,-0.0192150381181415
SPX.INDEX,0.015834474609199,0,0,0.000743280369433483,-0.000757639324104469,0,0.0149479075259215,0,0,0,0,0.0122985717476368,0,0,-0.00439245074478636,0,0,-0.043906308873536
VIX.INDEX,-0.982058643389468,0,-0.285601231171685,0,-0.153926559096403,0,0,0,0.607885880079851,-0.0308480538878216,0.0219075572624437,0.0535479842805211,0,-2.48115292457061,1.27756269285518,0,0,0
