,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0505629635297612,0,0.029071802595823,0,0.105365433530089,0.0244909504803312,0,0,0.0250135414760097,0.133303251651219,0.160014915488909,0,0.18118193442264,0,0,0,0,0,0
XRP,0,0,0.0939653254272853,0.0550754780875938,0.0419629304045811,0.117385194998961,0,0.0495310841300017,0,0,0.0376099512017773,0,0.0194469210223704,0.0561927838125401,0.157871861883088,0,0,0,0,0
ETH,0,0,0,0.230899203861434,0.165172562969525,0,0,0,0.0714380574642202,0,0,0,0,0.12880837405464,0.141950423937837,0,0,0,0,0
EOS,0,0,-0.0000000000000000138777878078145,0,0.025179037366328,0.248490644329807,-0.0664758453131639,0,-0.102809695382334,0.67442922134918,0,0,0,0.100004356466008,0,0,0,0,0,0
BCH,0,-0.312292767975198,0,0.510722973551086,0,0,0.196792598136118,0.230933698572561,0.0978895652634782,0,0.195199010621126,0,0.0598120901815283,0.0539712874362066,0,0,0.193249355469908,0,0,0
LTC,0,0,0.323057268900045,0.310456844413463,0.00475391782357314,0,0,0,0,0,0,0,0.046570936425135,0,0,0,0,0,0,0
TRX,0,0,0,0,0.154234856400369,0,0,0,0,0.436901484845825,0.203617116758805,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0204011811531865,0.188137885672928,0,0,0,0.0305977414201576,0,0.15143308797366,0.0000000000000000138777878078145,0.0717222704297363,0,0.245414188348324,0,0,0,0,-0.00493551638008124
BSV,0,0,0,0,0.285841621648594,0,0.114455019857518,0.160631658863536,0,0,0,0.174365095817803,0.0739509758719717,-0.0725948416879231,0,0,0,0,0,0
ADA,0,0,0.0478099797036675,0.265169578514486,0.0800149988779366,0,0.112232940137608,0,0.0937226720145072,0,0,0,0.148502869281883,0,0.183226106503854,0,0,0,0,-0.00810128634229657
BNB,0,0,0,0.159275642973743,0,0.110796406264654,0.138992971302033,0.514791846173184,-0.200900038228591,0.129497575531329,0,0,-0.067311386711329,0,0,0,-0.294591185518748,0,0,0
XMR,0,0,0,0.0599970381089141,0.104753709485958,0,0,0,0,0.0166098011805284,0,0,0,0.221484008539381,0.344659956515326,0,0,0,0,-0.0120883890279694
MIOTA,0,0,0,0.1658210835889,0,0,0,0,0.147299042918335,0.175007510316786,0,0.0440810784816456,0,0.211923402387537,0.0541401804653253,0,0,0,0,0
DASH,0,0,-0.00000000000000000010842021724855,0.158530472744514,0,0.0536547509987486,-0.0616281198402388,0.505133022256566,0,0,0,0.345996931392225,0,0,0,0,0,0,0,-0.0509517389190731
NEO,0,0.115946523986553,-0.0000000000000000138777878078145,0.268839946467489,0.0174139539427334,0.346097798215611,0.162039125736186,0,-0.0191778753888141,0,0.0585543672815564,0,0,0.0519262944559993,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.120525571475447,0.00391491933281216,-0.025381157360053,0.0314141393834146,0,0,0,0,0,0,0.0219962252012897,0.108956687213265,0,0,0,0,0,-0.0627199239841906
CVIX.INDEX,0,0.278362174699369,0.389051941951021,-0.0701990208370582,0.0226963329026045,0,-0.200439180443824,0.104605260386419,0.028959099376853,0,-0.0234276565859121,-0.151339820285455,0.0818458789008561,0,-0.40867400207421,0.0855671765325076,0,0,0,-0.0324126872363874
DXY.INDEX,0,0,0,0.00763830859356038,-0.00406423040680021,0,-0.0343434582589568,0,0.00494968534452027,0,-0.00287766262041191,0.0118192731606971,-0.00152712978680362,0.0106188348513498,0,0.0340519301397811,0,0,0,0
SPX.INDEX,0,0.0503231933485636,-0.056382557938481,-0.0480368969726429,0.0124069864505971,0,-0.00685945349584748,0,-0.0028779643937535,0,-0.0206993207096569,0.0464140589210585,0,-0.047433845937544,0.0490212963801501,0.0630982402245669,-0.0757510740420548,0,0,-0.128264470255841
VIX.INDEX,0,0,0,0.046343199937798,0,-0.258023160478025,0,0,-0.1265996280762,0.383995288877363,0,0,0.0370911392370582,0,0,0,0,0,-3.16651890806685,0
