,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00173811584650326,0,0.754101366651866,0.0289971849577478,-0.0215787425630888,0.0274064802856487,-0.00958588324188145,0,0.00528368478062691,-0.06702731535803,0.0527720861847471,0,0,0
ETH,-3.10047127986599,0,0.430212095450358,0.873165623709336,0.406841905699389,-0.0418466731765912,0.20671272144016,0.118739801444315,-0.295269654658362,0,0.874402401445819,-0.258548812231638,-2.63433579458265,0,-0.0721551739571057
XRP,0.220208690055325,0.0198336646669346,0,0.166976539233049,0.0538406036653324,0.00837714805224089,0.0389277569905351,0,0,0,0.0132331810447886,0.218387287381212,-0.376225616029491,0,-0.035438787814165
LTC,0.460936841399353,0,0.0446129254846422,0,-0.0333241097383663,0.0568846239934604,0.00539500599992594,0.00435069255166407,0.0481429516622829,0.00251780082715082,0,0,0,0,-0.0149914359286344
DASH,0,-0.0487501794875454,0.128708278232416,0,0,0.0142154624112988,0,-0.0166110493156259,-0.311499589658805,0,0.252475247129692,0,0,0,0.0389277628966294
DOGE,0,0.159632244063198,0,1.09377289762092,0.00714699382748336,0,0.0580736090030949,0.028682739563001,0.282926134580635,0,0,-0.151821239977113,0,0,0.339847539522453
XMR,0,0.333699646238295,0,0,0,-0.27389853711725,0,-0.284574376476162,0.796039965264396,0.0914093104828301,0,0,0,0,-0.194714652183088
XEM,0,0,0.312344008509988,0,-0.00501132160254143,0,0,0,0,0.14875593905534,0,0,0,0,-0.108081272965284
XLM,0,0,0.472371926845041,0,-0.508730125822133,0.240174487222341,0.0791220575279449,0.229181047682709,0,-0.0206581709986976,0,0,0,0,0.313540966813506
DGB,0,0,0,1.21869007102792,0.708689801462329,0,-0.357348711146227,0.0629716727052022,0.414912689601043,0,-1.91441980015927,-1.07880270278922,0,0,0.235584499559206
BV010082.INDEX,0,0,0,0,0.117962142769905,0,-0.0429287737671347,0,0,-0.113353072210746,0,0,0,0,0
CVIX.INDEX,0,0,-0.206708058843658,0,0.0435476493277102,0.11702303199734,0.0352744956255862,0.00846468701917314,0.0577257235274463,-0.025088218997128,0,0,0,0,0.143128176775818
DXY.INDEX,-0.0678961121727426,0,-0.0698464191812308,0.0618192509770967,-0.00914518472568229,0.00613402425059625,0.00331945433804787,0.00850523527514165,-0.0185553841584628,0.0118637624368829,0.0744007105822328,0,0,0,0.0184431817567198
SPX.INDEX,0,0.00656327856835069,-0.0611542909604932,0,0.00481733546133664,0.0239485479287004,0.00580330435802586,-0.0071975668417767,0,-0.00392043357063943,0.0401613645271232,0,0,0,-0.147624916681716
VIX.INDEX,0,0.0737188741706958,0,-0.142155199341215,0.106990099063184,0,-0.0416589280670281,0,0.288943647087671,-0.0569954683589766,0,0.275260453643225,0,-1.79223797990808,0
