,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.239384297630574,0,0.043361948727695,-0.0608458242077316,0,0.107793692465948,0.0476255611089162,0,0,0.0266148000226624,0.00576650189987276,0.048703186929576,0,0,0,0,0.155347245897116
ETH,0,0,0,0,0.191330010512873,0.155612954504019,0,0,0,0,0.0710550606465274,0.00000000000000000010842021724855,0.0908425710294521,0,0.0335335590666541,0,0,0,0,0.0303687778120827
XRP,0,-0.251028770461754,0,-0.110056347955417,-0.221593602141051,0.488783810238487,0,0,0.208340381831373,0.0660393519677277,0,-0.0128965401447633,-0.0323728873451415,0.281625473884883,-0.0621984679491626,0,0,0,0,0
LTC,0.484781222672129,-0.0996648740292103,-0.159509393709637,0,0,0,0,0,0.102099108242076,0,-0.0520517435484324,0.169862733013371,0.0831223551925537,0,0.0232837128385668,0,0,0,0,0.0582178653694253
ETC,0,0.234133716248869,-0.0947694212593942,0.150538321691364,0,0.0581889765711952,0.0226896513652102,0,0.14104397561641,0,0.0463013743976492,0.0423427688232457,0,0.0262362714898084,-0.0489878516470601,0,0,0,0,0
DASH,0,0.204144733229428,0.0269154235476903,0,0,0,0,0,0.340336157842834,0,0,0.116539672072042,-0.000000000000000000867361737988404,0.0647383522091828,0,0,0,0,0,0
XEM,0,0,0.273741575318805,0.187770669110471,0.0867610112945289,0.0128797767608331,0,0,0.039518611001855,0.154594046250426,0,0.035665775829317,0.181697252876632,0,-0.0511925914139557,0,0,0,0,0
MIOTA,0,0.0314271687980991,0,0,0.0630276551939736,0.186855619520702,0.0772458035528634,0,0,0,0,0.0291539661213476,-0.00000000000000000346944695195361,0.0325288676154564,0.0648874036418843,0,0,0,0,0
XMR,0,0,0,0.282162202061252,-0.0803888834222558,0.568049273679854,0.0583346314836079,0,0,0.0114383494072601,0.068365345080606,-0.174297102117468,-0.0230483580778563,0.0464499924537714,0.0402362217070962,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.122544763067577,0,0,0,0,0,0,0,0,0,0.0567856525482928,0.207865921275499,0,0.0121454852134409,0,0,0,0,0
NEO,0,0,0,0.610072523218271,0.202239221367745,0.181980901519966,0,-0.370163696090582,0,0.0566533834859566,0.378436902549511,0,0,0,0.141647825284297,0,0,0,0,0.0936763187906589
DOGE,0.282446995129471,0,-0.0216181479117321,0.0473561798819076,0.133807414072481,0,0.330542523681373,0,-0.028974356337887,-0.0480911814456604,0.305919504728889,0.0252490740688226,0,0.158398498068011,0.0409122917898068,0,0,0,0,0
XLM,0,0,0.495515813508367,-0.432968503229136,0,0.234160377175522,0,0,0.614699945133696,0.131992362091614,-0.276309004308397,0.0220746064403884,0.123600615673765,0,0.0824833177675153,0,0,0,0,0.0918912864448386
DGB,0,0,0,0,-0.0726115529253831,0,-0.315497094682265,0.170837182261179,0.506570414380966,0.213351779197275,-0.268970989107308,0.122782051554738,0.604125513745945,-0.0427633136931303,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0107185413325116,-0.0233453196573849,0,0,-0.0301847965093904,0,0,0,0.0165431138565438,0,0.00722942171281252,0.0176951514509998,0.00529850239079649,0,0,0,0,-0.00744863212665397
CVIX.INDEX,0,0,0.0479797190636332,-0.0482659930729267,0.0309340156549799,0,0.0254660643267861,-0.0794058071594678,0.0347077945076347,0.0196724016638986,0,0.0322074775828694,0.021746271025918,-0.000000000000000000433680868994202,0.00832352558632305,0,0,0,0,0.0763784400485988
DXY.INDEX,0,0.0078531842827076,0,0,0.00720964432556531,0,0,0,0,0.00154457308894753,0.00451217919366837,-0.00268483647750034,-0.0178060719853123,0.00407931732025996,-0.00100004536761702,0,0,0,0,-0.00443227201503468
SPX.INDEX,0,0,0,-0.0031361648153595,0.00406067331668657,0,0,0,-0.00321470182925091,0.0018196743183894,0.00407798327594481,-0.00090781785794483,0,0.00344400463653688,-0.000625955196031251,0,0,0,0,-0.0466119809256467
VIX.INDEX,0,0.0776385450378994,0.149780308759883,-0.0393778391413786,0.12686768464275,0.227989498580728,0,-0.214035750220998,-0.184494615075192,0.0371220966944556,0,-0.101904619213677,0,0,-0.0250773656066206,0,0,0,0,0
