,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.207759443712664,0,0,0,0.325684910259883,0.0930027386506184,0.0336479688761911,-0.172441996972129,0,0.19204662998673,-0.247492263279495,0.164087721393612,0,0,0,0,0
ETH,0.173752081871145,0,0,0,0,0.600388449647488,0.021512408723904,0,0,0,0,0,0.224373582226516,0,0,0,0,0
DASH,0,0.00418676316815485,0,0,0,0.167074851654239,-0.0612132655444515,0.00678752280697228,0.0155527212599799,0,0,0,0.0854602348394772,0,0.424220542147831,0,0,0.186727699107503
XRP,0,0,-0.0519751441555348,0,0.687875250857555,0,0.0692842107398721,0.131966628898312,0.0689563923233729,-0.621918599070352,0.175124114314148,-0.0652670148452472,0.119180789168241,0,0,0,0,0.154138209387794
LTC,0.198218543573361,0,-0.00300191302381742,0.0065119603702841,0,0.0877188775121971,0.025521184226182,-0.0684625932329217,0.0166716143621659,0.0416332989722988,0.0712651830045865,0,-0.0431601785106929,0,0.0462289940082791,0,0,0.0297756095192463
XMR,0.574201781863285,0.428784068701904,0.00476924457127782,0.159559307459476,0.0734082214611632,0,-0.185371141834659,0,0.0790217418829735,0,0,0,0.0260870133291061,0,-0.275939113874767,0,0,-0.0250142674256187
ETC,0.342442085507996,0.285993086397602,0.0613473732665451,-0.180876975597318,0.4114861099542,0,0,0.11126328465285,0.170315413098332,0.0895495868542043,0.487786832776437,0.0132295579861446,0.0281090825370489,-0.456807684095171,0,0,0,0.405520298438288
XEM,0.650907224937496,0.200374885417961,0.122757167326601,0.00148047781633297,0,0,0,0,0.225819718734841,-0.294504015489534,0,0,0.0679382362104469,0,0,0,0,-0.263319790748301
ZEC,0,0.0117350218327154,0.321458721737753,0,0,0,0,-0.0252630413300243,0,0.269813975166575,0,-0.0139012810087712,-0.05991042568383,0,0,0,0,0
DOGE,0.225284088730554,0,0,0,0,0,0.028978750838949,0.00699504377213281,0.261363261440104,0,0.256618291951923,-0.0821131254979682,0.158510508192875,0,0,0,0,0.145143045520923
XLM,0.300871271179186,-0.0951282561035451,-0.0514856025801411,0,0.256162463026028,0.000944930799514427,0.347671695527447,0,-0.0520566341116927,0,0,-0.206892787725778,0.237144201851498,-0.358497136937887,0.0203934389368232,0,1.67054921698112,-0.116059243051401
NEO,-0.141232969095629,-0.184026909762276,0,-0.266983103406366,0,0,0.156620938932008,0,0.214116988460557,0,0,0,0.189521565281133,0,0,0,0,0
DGB,0.35680376212772,0.123069837822165,0,0,-0.0737001136810848,-0.150389566440005,0,0.113010917246675,0.10857225382586,0.0904684311127806,0.0603004842627476,0,0,0,0,0,0,-0.116400790490513
BV010082.INDEX,0,0,0.0479996461388084,0.0247773907073439,-0.0268082279523264,-0.0526653860866199,-0.120808934384924,0.0518747068526291,-0.0530783306658767,0.25986739501456,0.0432079920955356,0,0.0273040321003683,0,0,0,0,0
CVIX.INDEX,0.120196827695412,-0.00343211098456732,0,0.159000446050138,-0.0626765552621245,0,0,-0.0946413035741322,0,0.150953777406827,0,-0.0283852234749061,0,0,0,0,0,0.299480256031512
DXY.INDEX,0,0.00725582924057961,-0.00278346567917231,0.00143138466440856,0.0101916792542538,-0.00517696675379295,0.0195919975454497,-0.0116122893197722,-0.016105499031221,0,0,0,0,0.143437187114984,0.0189456155952274,0,0,0
SPX.INDEX,0.0264008287534486,0.0101854355318005,0.00027256557841199,0,0.00125908363838318,0,-0.0072978984798895,-0.00270394773655755,-0.00214574911454788,-0.00106457362838877,0.0205689160004869,0,-0.00941727318667852,0,0,0,0,-0.0446484810831275
VIX.INDEX,0,0.0300772380030163,0.0241684133111165,0,0,-0.175718618763107,0,-0.161632502461199,0,0,0.0681811937939227,0.00930092628207482,0,-0.311079790784314,0.331424965691823,0,0,0
