,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.29733077444535,0.227445535799063,0.212905641461925,0,0.152023862016954,0,0.0127880241140843,0,0,0.0908812793067553,0,0,0,0,0
ETH,0.253338378433349,0,0,-0.192601059070848,0.0817143499068522,0.248329801529332,-0.0255041422319884,0.0068461021246438,0,0,-0.0031343503272091,0.164293094861074,0.188036950708565,-0.0993477393759599,0,0,0,0
XRP,0.0234982759745787,0,0,0,0,0.17473845613588,0,0.0400901565955195,0,0.0122335730047916,0.0184945157742827,0.00845947826855078,-0.0336929499421422,0,0,0,0,0.054512193848439
LTC,0.663956253868777,0,0,0,0,-0.142577731092117,0.118234791239907,0.112001467842384,0,0.0681738367333078,0.115411917658801,0.00248640367299837,0,0,0,0,0,0
XMR,0.523007226812481,0.155334751489452,-0.357268184094094,0.268315608452974,0,0,-0.112345111841835,0,0,0,0.14045646420998,-0.0121236258092399,-0.0927408258860471,0,0.283966443637456,0,0,0
DASH,0.30349107572287,0,0,0,0.205525810857681,0,0.256868412315687,0.130454073075291,0,0,0.0734536306969515,0,0,0,0,0,0,0
ETC,0.359348684208817,0.358763999378586,0,0,0,0,0,0,0,0.021446870499511,0.268987804679016,0.0414279836080681,0.113699535967634,0,0,0,0,0
XEM,0,-0.16796360442787,0.204205878314898,0.0931575417516282,-0.17592239165493,0.330974192930174,0.114713972712881,0,-0.229366506160495,0.257622976264998,0,-0.0180549931694568,0,0,0,0,0,0
DOGE,0.314447138912686,0.0385143824444477,0,0.0101621292470269,-0.0612542862582722,0.0416570393368583,0.0927108155990551,-0.0884833405288976,0,0,0.0605766611327381,0.0515289840006105,0.0137459059895855,0,0,0,0,-0.0826030028037933
ZEC,0.45253813077514,0.0838458215938496,0.359496357845452,0.143778952333511,0,0.0223080296481963,-0.0159849509062753,-0.0834399530308105,0,0,0.036438447724317,-0.012338375520459,0.231626230579785,-0.62545114488903,0,0,0,0
XLM,0,0,0,0,0,0,0.21836733277613,0.0916747621936525,0,0.10742176169231,0,0.103374600276943,0.00656312280500613,0,0,0,0,0
NEO,0.301572688774105,0.208700017914142,0.987313728570091,-0.262849281603354,0.177281748432994,-0.30237820857803,0,0,0,-0.0486981112456154,0.0516394242772487,0,0,-0.23572740396323,0,0,0,-0.234284128987815
DGB,1.30590497828281,-0.0972272333271014,-0.0176779624463856,-0.809368369071595,-0.236922641592011,0,0.114121710672959,0.172597833460733,0,-0.0446391421312408,0,0.198764706809796,0,0.391928630742383,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0639481740038553,0,-0.019480681472947,-0.0485984498387959,0,-0.000992881432931046,0,-0.0488798513578955,0,0,-0.0805570538862839,0,0,0
CVIX.INDEX,0,0.104386566557346,0,0.050498452984001,0.0245919197118439,0,0,-0.0575552209033615,0,-0.0218060471578113,0.109025756683497,0,0,0,0,0,0,0.0794323068013291
DXY.INDEX,0.0125419879792472,0.00944622576796936,-0.043176409236114,0.0138692243155945,0,0.00833403690139161,-0.00236439313519108,-0.00571698819834758,0,0,-0.00460469774644501,0,-0.00860655385569302,0.1331832664164,0.0327553452828271,0,0,-0.0189844636742049
SPX.INDEX,0,0,0,0,0.00436747304081708,0.00604481764244778,-0.0115311122830389,0.0114728904890862,0,0,-0.00430834519924796,0.0164910064585948,0.0120016849579963,0,0,0,0,-0.0554764897400641
VIX.INDEX,0,0,0.40070403668566,0.120973709762817,0.200787085790521,0,-0.402824569869329,-0.18903035552566,-0.0992225297551063,-0.0714363692742756,0.165896517012182,0.0751210362969943,0.0664893441750825,0.320717873450439,0.163063610745271,0,-3.01920980165147,0
