,BTC,ETH,XRP,BCH,LTC,BNB,EOS,BSV,XLM,TRX,ADA,LEO,XMR,LINK,HT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0937894754334865,0,0.117715207776973,0,0.159083711883057,0.0652785108119882,0.0156366118713809,-0.0425156229383882,0,0,0,0.0766676940460109,0,0,0,0,0,0,-0.00951394722078164
ETH,0.174279044086493,0,0,0,0,0.039212154980532,0.178223753227536,0.208212431524664,0,0.119920851416898,0.167412596518841,0,0,0,0,0,0,0,0,0.00194260591948602
XRP,0,0,0,0,0,0,0.220946468259173,0,0.195621216362857,0.0998176684861491,0,0,0.0724710005206532,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0.109463213378468,0.415492780142571,0.275141952053582,0,0.0624313386378636,0,0,0.108176218819053,0,0,0,0,0,0,0
LTC,0.0493871665314601,0.173741456977633,0,0.053756870800217,0,0.11082190167575,0.0384489338935332,0,0.0881937622084952,0.0725007021680875,0.227871666779718,0,0.0646541046338086,0,0,0.114121018620478,0,0,0,0.0342149319417409
BNB,0,0.0666787768623033,0,0.161924724471914,-0.00000000000000000346944695195361,0,0,0.0456652293493676,0.133604586851995,0.235078018626863,0.115722738173719,0,-0.00000000000000000346944695195361,0.0136176910785332,0.0467609612702312,-0.148831128563922,0,0,0,0
EOS,0,0,0,0.440965185695274,0,0,0,0.159698782909996,-0.0754357619487143,0.124252342671467,0.289233997368633,0,0,0,0,0,0,0,0,0.0606022746971748
BSV,0,0,0,0.807023945579467,0,0.296933025144173,0.0222767176625497,0,0,-0.00000000000000000346944695195361,0,0,0,-0.0325840769519124,0,0,0,0,0,-0.0657000938168938
XLM,0,0,0.674139234832882,0,0.182772586772361,0,-0.0188898129884223,0,0,-0.12450517242114,0,0,0.177947490240924,0,0.165026864079489,-0.0923558422020052,0,0,0,0.0420312836837374
TRX,0,0,0.311892627835883,0,0,0,0.192450058378063,0,0,0,0.553532227226489,0,0,0,0,0,0,0,0,0
ADA,0,0,0.156018171789339,0.0232150118622612,0.0682464733342487,0.171065773624152,0.24078291056905,0,0.0298953598332438,0.225110099714886,0,0,0,0,0,0,0,0,0,0
LEO,0,0.266305677208209,-0.204765787072681,-0.292470528829693,0,0.0857277819403208,0,0.157276063496958,0.050031683427567,0,0,0,0.188054418885279,0,0,0.338695496952106,0.100722655788962,0,0,0.0579610625786511
XMR,0.248861861167875,-0.506598981905327,0,0,0.0644631600160514,0.359913197718166,0.206239662257405,0.0329572428991619,0.105284325300716,0.0563804068950419,0,0.128441438519093,0,0.0887224111343252,0.104681946771371,-0.172771074115813,0,0,0,0.0530280086717324
LINK,0,0.242824552127989,0,0,0,0,0.362463864872699,0,0.103567939123199,0.027127436899056,0,0,0.188911364608106,0,0.0670819955503468,-0.149185552875266,0,0,0,0.0641345814788113
HT,0,0.037860785671476,0,0,0,0.283140400285159,0.133299514368466,0.0586212543954625,-0.0304321040342716,0.269676551216774,0,0,0,0.116479012489234,0,0,0,0,0,0
BV010082.INDEX,0,0.0610603668733754,-0.167996181792819,-0.00000000000000000693889390390723,0,0,0.325881388110589,0,0.342299642630626,0,-0.198490978796826,0.36766866550676,-0.643423895613696,-0.0606351766548417,0,0,-0.228539413396413,0,0,-0.133073380165475
CVIX.INDEX,0.686926749799073,0.078069105194203,0,0,0,-0.457398859090531,0,-0.0821955221403721,0,0.00000000000000000173472347597681,0,0.0570243842540429,0,0.110213398436895,0.0196010163767417,-0.0982538125103188,0,0,0,0.0903892146526829
DXY.INDEX,0.0208634769544124,0.0364277309679922,0,0,0,-0.0607774386803633,0,0,0.0110468615473769,0,0,0.0238005453987182,-0.0140572558435518,0.000563498980849557,0,0,0,0,0,-0.00794131641007502
SPX.INDEX,0.0525523224762827,0,0.067437723003199,0,0,-0.00712717131996947,-0.0571600872699303,0,-0.0101249702542467,0,0,0.000000000000000000433680868994202,0,0.0131760613986566,0,0.0621978682895507,0,0,0,-0.0970523911302638
VIX.INDEX,0,0,0,0,0.041647149821256,-0.496499735550675,0,0,0.266678297034144,0,0,-0.378111364052248,-0.0452881762064302,0.0481925971102078,0.244371235271065,-0.0664442340508035,0,0,-4.58167507545485,0
