,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0167066004090343,0,0.360595467719514,0.139656838861748,-0.0246483578607917,0.30001652379666,0.0963384990277717,0,0,0,0.0399632328533556,0.0686967458220087,0,0,0,0,0
ETH,0,0,0,0.000000000000000000433680868994202,0.105173461001647,0,0.277113724762994,0,0,0,0,0.233179659352181,0.00587275859186487,0,0,0,0,0
XRP,0.127721376145809,0.044946322057704,0,0,0.0135155396398789,0,0.0319194515861575,0.0374200654932774,0.0171048745350262,0,0.072164189491807,0,0,0,0,0,0,0
LTC,0.485440718065491,0.00000000000000000346944695195361,0,0,0,0.00000000000000000010842021724855,0,0.162839642137807,0.150092639427023,0,0.107419211349674,0.0668192815163376,0.061020111497242,0,0,0,0,0.0449254582320347
XMR,0.502519735441726,-0.00556001549165059,-0.37198445727179,0.317254176066766,0,-0.0590054206077654,0,0,0,0,0.0308234117879167,0.0168427940298489,-0.0674175043878912,0,0.386869272280531,0,0,0.0670895309322825
ETC,0,0.0608589450454463,0,0,0.197548862575201,0,0.3219803805231,0.123683355008604,0.0949079431918765,0,0,0.197574527415544,0.178777135919711,0,0,0,0,0.0154711730739493
DASH,0.503621633142198,0,0,0,0.19192494905356,0.309581324173798,0,0.0934843495264687,0,0,0.12613289506334,-0.0131013414527289,-0.0653032922298855,0,0,0,0,0
XEM,0,0,0,0.133459440988467,-0.19831987638777,0.142710780202014,0.249891145605656,0,0.188035077105396,0,0,-0.0583981602080713,-0.101315021656325,0,0,0,0,0
ZEC,0,0,0.338468038083033,0.417970262086057,-0.0344628540841206,-0.230680177862765,0.349919601927926,0,0,0,-0.00446335745513737,0.188735207497597,0.381191088553052,-0.0394377032082502,0,0,0,0
DOGE,0.305123077795587,0,0,0.0549451288061928,-0.0392893790586959,0.058807011028659,0,0,0,0,0,0.0741558192348844,0,0,0,0,0,-0.0852489295376034
XLM,-0.726989511071867,0.3803386910384,0.0727011112019146,0,0.215511647694506,0,0.289637653391129,0.145358312186433,0.247310507752416,0,0,0.228409085032403,0.0655371592162705,-0.432993299883319,0,0,0,-0.0190800539675737
NEO,0.560752484587726,0.130157729950705,0.802177953979924,-0.329817197677548,0.13671617054518,0.0747413537664273,-0.29501301257861,0,-0.0496516688754098,0,-0.0424321887348666,0,0,0,0,0,0,-0.164581785527504
DGB,1.3521991969924,-0.0413165978971956,0,-0.934481204351686,-0.313703559513523,0.162194980757487,0,0.150551822794881,0,0,0.0511646406886122,0.184357503342403,0,0.17478792529651,0,0,0,0.0858042184597984
BV010082.INDEX,0,-0.0947035971501873,0.00887525800459497,0.0142218507988919,0.0874067404029839,-0.00266226885359787,0,0,-0.0508230738899352,0.149024887622452,0.0373815841156786,0.0010286411123036,0,0,-0.0825195167060079,0,0,0.023304934533946
CVIX.INDEX,0,0.0853070143799676,0,0.0673052307697813,0.0501228003343701,0.0825333878713911,-0.00213992597216172,-0.0875059540119271,-0.042084763917388,0.0442034661648072,-0.0454514755002002,0,-0.0655086802485381,0,0,0,0,0.0804059511476945
DXY.INDEX,0,0,-0.0395153217411841,0.00451907384418427,0.0117393634906344,-0.00490184868803067,0.0141566358378782,0,0.00193991798327734,0.0259101753539877,-0.00853966303198563,-0.00201573555932853,-0.000403916651458093,0.0969972945931551,0.0233461734424712,0,0,-0.020167158840406
SPX.INDEX,0,0.00753245074924779,0,0,0.00692644255784114,-0.0141610631831198,0.00402777599678915,0.0124198812758708,0,0,-0.0023705004067674,0.015897350029875,0.0121018398818017,0,0,0,0,-0.0538619142687489
VIX.INDEX,0,-0.481065886548714,0.565420909157265,-0.000299554601605252,0.155799052404504,-0.0551135560793933,0.122958531983578,-0.0955612705683971,0,0,-0.0589151620400041,0.118627790158912,0.141396183819645,-0.0854074323262322,0.0839977924188439,0,-4.36830281617238,0
