,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0362604732189878,0.0941602781601948,0.0158290094722953,0.0895628804957539,0,0.0475316386137873,0.0527565721558222,0.0534864224062682,0,0.0484402837336999,0,0,0.025667110737399
XRP,0,0,-0.0719361660952491,0.167133526818896,0,0.647207826613232,0.0370957931529509,0,0.0746665399543758,0,0.280373610791355,0,0,-0.023812538417646
LTC,2.10614783713182,0,0,0.136230040245583,0.335601741755119,-0.286904323665896,-0.0433918246408199,0.180730032835514,-0.151451684178443,0,-0.000829200152679406,0,0,0.0503503253743792
DOGE,0.670099064540583,-0.132890581960932,0,0,-0.20700480874444,0.548138408940609,0.152982034923734,0,0.349986672390843,0,-0.0950596603461354,0.17513571179843,0,-0.144240671517266
DASH,0.157800491940908,0.110247854098036,0.127545599934161,0,0,0.00000000000000000693889390390723,0.0114795163332081,-0.0343022462269491,0,0,0.0953661553999891,0,0,0
XLM,1.36204397571217,0.499029652971486,0.0371187639887041,0.149399520123823,-0.268661146173696,0,0,0.118397200071432,-0.129853740520222,0,0.172599906865588,0,0,-0.207829294855538
XMR,-1.16789459828943,0.196374213998994,0.144856565183676,-0.0831709324020101,0.526127021169235,-0.196564015591213,0,0.286217245004672,0.110045138527491,-1.18091631218502,0,0,0,-0.144758936168077
XEM,-0.573803056929955,0,0.139836481630304,0.460620311433782,0.486663170897877,0.187033098940832,0.349053446190268,0,-0.630335394208343,0,-0.00151990447984948,0,0,0.377747390663177
DGB,0,0,0,0.215196732450801,0,0,0.417045277326896,0,0,0,0,0,0,0.158703169530048
BV010082.INDEX,0,0.0676523824822307,0.00822178740517844,0.000000000000000000433680868994202,0,0.00807076656965895,0,-0.0138216594457813,0.0988771560249689,0,0.0924212700380063,0.869422697961527,-0.527224412195183,-0.0845059117561394
CVIX.INDEX,0,0,0.0613631962357098,0,-0.287400028216762,0.101858996410999,-0.0780222098056121,-0.11218157213054,-0.105492465964612,1.08674598904009,0,0,0,0.0935322901802
DXY.INDEX,0,0,0,0.0340336888576469,0,0.0231014496078091,0,-0.0171638583635197,-0.0635312738681725,0,0.123172891862333,0,0,-0.0212807595398438
SPX.INDEX,0,0.00861878244047649,0,0.00959486827796699,0,0,0,-0.00274989983981605,0,0,0,0,0,-0.0628621517342304
VIX.INDEX,0,0,-0.0608337124578241,0.152002097727712,-0.436308349490751,0,0,0.113501770730802,0.531118865898192,0,0.0207750888998703,0,-4.64248750771389,0
