,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.284234231759183,0.00681883691086558,0.134735770721658,0,0.0773479148995295,0.0892720911617621,0.0347682062639669,0.0442881752659117,0,0,0,0,0
XRP,0,0,0,-0.0635797102130199,-0.00000000000000000173472347597681,0.250685904161356,0.148099226352897,0,-0.0687441348779977,0.0528976450397269,0.0527443019046017,0.579754289714643,0,0,-0.245988466887005
LTC,0,0,0,0.0354246694973,0,0.31436821099414,0.0539300439700051,0.28365749557452,0.03271738671157,0.088195530686546,0.140864478459395,0,0,0,-0.0130471166729155
ETH,0.967931449901709,-0.096328331859409,-0.649536177905466,0,-0.10384907558761,0,0,0.219267433877917,-0.100986164708743,-0.238842497626226,0,-0.975588403406625,10.4522484930382,0,0.347171759304497
DASH,0,-0.0505061826440568,0.318416807702751,-0.0108202281265049,0,0,0,0.14927433866817,0.0214154548757212,0,0,0,0,0,0
DOGE,0.192630664709334,0.219477296590121,0.123100227361256,-0.0671648538518129,0.128895484646054,0,0.139245696789844,0.0747421145196528,0.0168851054791785,-0.113226399089344,0,0,0,0,-0.0619941932556671
XLM,0.823366325825109,-0.167035823155457,0,-0.197030760299369,0,0.367440341169503,0,-0.361966105338842,-0.0810689979705789,0.0776499464670354,0,0,0,0,0.0168712684803854
XMR,1.72393123871869,-0.253888254613402,0.0751505644065471,-0.0267411667901111,0.214406784348696,0,0,0,0,-0.0721242381618551,0,0,0,0,0.0284445437556428
DGB,0.484262751800242,0,0,0,0,0,0.227633841729364,0.000000000000000000433680868994202,0,0.057109787620671,0,0,0,0,0
XEM,1.97902550828965,0.738558555915912,-0.232350018210455,-0.355148031140917,0.755697228472994,-2.05069691467174,0.35252959048569,-0.424563364540518,-0.00000000000000000346944695195361,0,0.154385708389915,0.532292206293367,5.97846102444972,2.75812014355948,0.369695093774333
BV010082.INDEX,-0.250882409088764,0.126747296472404,0.306093720225221,-0.0258158238894532,0,0,-0.106558168613403,0,0,0.0542445713744916,0,0.0127560452634084,0,0,0.0163645624656558
CVIX.INDEX,0,0,0,-0.0745690716568125,0,0,-0.0188211668661488,0,0,0.0125784413624727,0,0,0,0,0.113651745447436
DXY.INDEX,-0.0192994888016384,-0.00981838137488387,0,0.0148792014805426,-0.0315922452011201,-0.0144831016293953,0,0,0,0.0144666082431631,0.0233305009413726,0,0,0,-0.0224438552063881
SPX.INDEX,0,-0.0319900729268634,0,-0.0336956654217243,0,0,-0.0421323546415803,0,0.00286693709381946,0,0,0,0,0,-0.113448549006413
VIX.INDEX,-0.395663102418841,-0.235702863520137,0.364605267034994,0,-0.172261542852663,0,0,0,0.00457453967727709,-0.0237898113380714,0.00583739793592718,0.477819696127127,0,-3.59650944764325,0
